Season,GameNumber,GoalNumber,Period,Time,GoalType,TeamCode,GoalPlayer,Assist1Player,Assist2Player
2010,20001,1,1,402,EV,TOR,37 T.BRENT(1),3 D.PHANEUF(1),
2010,20001,2,1,537,EV,TOR,81 P.KESSEL(1),42 T.BOZAK(1),8 M.KOMISAREK(1)
2010,20001,3,1,739,EV,MTL,17 D.BOYD(1),unassisted,
2010,20001,4,3,96,EV,TOR,16 C.MACARTHUR(1),41 N.KULEMIN(1),84 M.GRABOVSKI(1)
2010,20001,5,3,148,EV,MTL,15 J.HALPERN(1),40 M.LAPIERRE(1),57 B.POULIOT(1)
2010,20002,1,2,171,PP,PHI,48 D.BRIERE(1),18 M.RICHARDS(1),22 V.LEINO(1)
2010,20002,2,2,1035,EV,PHI,11 B.BETTS(1),36 D.POWE(1),21 J.VAN RIEMSDYK(1)
2010,20002,3,3,44,EV,PIT,48 T.KENNEDY(1),7 P.MARTIN(1),58 K.LETANG(1)
2010,20002,4,3,295,SH,PHI,28 C.GIROUX(1),unassisted,
2010,20002,5,3,314,PP,PIT,3 A.GOLIGOSKI(1),4 Z.MICHALEK(1),14 C.KUNITZ(1)
2010,20003,1,1,213,EV,MIN,48 G.LATENDRESSE(1),9 M.KOIVU(1),21 K.BRODZIAK(1)
2010,20003,2,1,1190,PP,CAR,16 B.SUTTER(1),36 J.JOKINEN(1),4 J.MCBAIN(1)
2010,20003,3,2,358,EV,CAR,33 A.BABCHUK(1),26 E.COLE(1),22 Z.DALPE(1)
2010,20003,4,2,592,PP,MIN,7 M.CULLEN(1),24 M.HAVLAT(1),
2010,20003,5,2,676,PP,CAR,36 J.JOKINEN(1),77 J.CORVO(1),25 J.PITKANEN(1)
2010,20003,6,2,1083,EV,CAR,16 B.SUTTER(2),39 P.DWYER(1),6 T.GLEASON(1)
2010,20003,7,3,999,PP,MIN,8 B.BURNS(1),20 A.MIETTINEN(1),7 M.CULLEN(1)
2010,20004,1,1,277,PP,CHI,29 B.BICKELL(1),81 M.HOSSA(1),22 T.BROUWER(1)
2010,20004,2,1,990,EV,COL,25 C.STEWART(1),unassisted,
2010,20004,3,2,373,EV,COL,9 M.DUCHENE(1),52 A.FOOTE(1),10 K.CUMISKEY(1)
2010,20004,4,2,831,PP,COL,26 P.STASTNY(1),4 J.LILES(1),25 C.STEWART(1)
2010,20004,5,2,1104,EV,CHI,81 M.HOSSA(1),10 P.SHARP(1),82 T.KOPECKY(1)
2010,20004,6,3,625,PP,CHI,10 P.SHARP(1),82 T.KOPECKY(2),19 J.TOEWS(1)
2010,20004,7,0,220,EV,COL,26 P.STASTNY(2),9 M.DUCHENE(1),4 J.LILES(2)
2010,20005,1,1,544,PP,EDM,67 G.BRULE(1),6 R.WHITNEY(1),
2010,20005,2,3,84,SH,EDM,14 J.EBERLE(1),2 J.VANDERMEER(1),
2010,20005,3,3,163,EV,EDM,83 A.HEMSKY(1),89 S.GAGNER(1),5 L.SMID(1)
2010,20005,4,3,304,PP,EDM,10 S.HORCOFF(1),14 J.EBERLE(1),6 R.WHITNEY(2)
2010,20006,1,1,131,EV,SJ,17 T.MITCHELL(1),29 R.CLOWE(1),8 J.PAVELSKI(1)
2010,20006,2,1,657,PP,SJ,19 J.THORNTON(1),8 J.PAVELSKI(2),31 A.NIEMI(1)
2010,20006,3,1,1015,PP,CBJ,20 K.HUSELIUS(1),28 N.FILATOV(1),6 A.STRALMAN(1)
2010,20006,4,1,1030,EV,CBJ,18 R.UMBERGER(1),19 E.MOREAU(1),26 S.PAHLSSON(1)
2010,20006,5,3,615,PP,SJ,39 L.COUTURE(1),29 R.CLOWE(2),22 D.BOYLE(1)
2010,20007,1,1,165,EV,NJ,19 T.ZAJAC(1),17 I.KOVALCHUK(1),6 A.GREENE(1)
2010,20007,2,1,433,EV,NJ,9 Z.PARISE(1),17 I.KOVALCHUK(2),19 T.ZAJAC(1)
2010,20007,3,1,676,EV,DAL,10 B.MORROW(1),63 M.RIBEIRO(1),28 M.FISTRIC(1)
2010,20007,4,2,182,EV,DAL,21 L.ERIKSSON(1),18 J.NEAL(1),91 B.RICHARDS(1)
2010,20007,5,2,622,PP,NJ,25 J.ARNOTT(1),26 P.ELIAS(1),15 J.LANGENBRUNNER(1)
2010,20007,6,2,698,EV,DAL,91 B.RICHARDS(1),18 J.NEAL(2),
2010,20007,7,0,96,EV,DAL,21 L.ERIKSSON(2),unassisted,
2010,20008,1,1,1043,PP,MIN,15 A.BRUNETTE(1),9 M.KOIVU(2),25 C.BARKER(1)
2010,20008,2,2,120,EV,CAR,15 T.RUUTU(1),36 J.JOKINEN(2),53 J.SKINNER(1)
2010,20008,3,0,0,SO,CAR,53 J.SKINNER,&nbsp;,
2010,20009,1,1,311,EV,DET,93 J.FRANZEN(1),51 V.FILPPULA(1),44 T.BERTUZZI(1)
2010,20009,2,1,335,EV,DET,90 M.MODANO(1),11 D.CLEARY(1),23 B.STUART(1)
2010,20009,3,2,329,EV,DET,13 P.DATSYUK(1),40 H.ZETTERBERG(1),28 B.RAFALSKI(1)
2010,20009,4,2,1015,EV,DET,11 D.CLEARY(1),13 P.DATSYUK(1),
2010,20010,1,1,484,EV,BUF,9 D.ROY(1),63 T.ENNIS(1),27 S.MORRISONN(1)
2010,20010,2,2,1151,EV,OTT,22 C.KELLY(1),73 J.RUUTU(1),25 C.NEIL(1)
2010,20010,3,3,612,PP,BUF,9 D.ROY(2),63 T.ENNIS(2),57 T.MYERS(1)
2010,20011,1,1,198,EV,WSH,21 B.LAICH(1),14 T.FLEISCHMANN(1),28 A.SEMIN(1)
2010,20011,2,1,477,EV,ATL,9 E.KANE(1),unassisted,
2010,20011,3,2,943,EV,ATL,16 A.LADD(1),29 J.ODUYA(1),18 N.BERGFORS(1)
2010,20011,4,2,1134,EV-PS,ATL,9 E.KANE(2),Penalty Shot,
2010,20011,5,3,496,EV,WSH,22 M.KNUBLE(1),8 A.OVECHKIN(1),52 M.GREEN(1)
2010,20011,6,3,900,EV,ATL,19 F.MODIN(1),80 N.ANTROPOV(1),
2010,20012,1,1,479,EV,PHX,17 R.VRBATA(1),33 A.AUCOIN(1),55 E.JOVANOVSKI(1)
2010,20012,2,2,118,EV,PHX,14 T.PYATT(1),38 V.FIDDLER(1),22 L.STEMPNIAK(1)
2010,20012,3,2,902,EV,PHX,8 S.UPSHALL(1),unassisted,
2010,20012,4,2,1183,PP,PHX,20 E.BELANGER(1),3 K.YANDLE(1),13 R.WHITNEY(1)
2010,20012,5,3,213,EV,BOS,18 N.HORTON(1),17 M.LUCIC(1),46 D.KREJCI(1)
2010,20012,6,3,543,PP,BOS,18 N.HORTON(2),33 Z.CHARA(1),73 M.RYDER(1)
2010,20012,7,3,1093,EV-EN,PHX,17 R.VRBATA(2),55 E.JOVANOVSKI(2),
2010,20013,1,1,653,EV,NYR,21 D.STEPAN(1),5 D.GIRARDI(1),16 S.AVERY(1)
2010,20013,2,1,942,EV,NYR,17 B.DUBINSKY(1),42 A.ANISIMOV(1),
2010,20013,3,2,667,EV,BUF,3 J.LEOPOLD(1),36 P.KALETA(1),28 P.GAUSTAD(1)
2010,20013,4,2,908,EV,NYR,21 D.STEPAN(2),18 M.STAAL(1),
2010,20013,5,2,1100,EV,NYR,21 D.STEPAN(3),16 S.AVERY(2),5 D.GIRARDI(2)
2010,20013,6,3,68,EV,NYR,26 E.CHRISTENSEN(1),10 M.GABORIK(1),31 A.FROLOV(1)
2010,20013,7,3,340,PP,BUF,3 J.LEOPOLD(2),19 T.CONNOLLY(1),21 D.STAFFORD(1)
2010,20013,8,3,863,EV,BUF,9 D.ROY(3),63 T.ENNIS(3),3 J.LEOPOLD(1)
2010,20013,9,3,1115,SH-EN,NYR,17 B.DUBINSKY(2),24 R.CALLAHAN(1),
2010,20014,1,1,98,EV,TOR,41 N.KULEMIN(1),16 C.MACARTHUR(1),
2010,20014,2,1,471,EV,TOR,81 P.KESSEL(2),32 K.VERSTEEG(1),
2010,20014,3,2,498,EV,TOR,16 C.MACARTHUR(2),84 M.GRABOVSKI(2),8 M.KOMISAREK(2)
2010,20014,4,3,164,PP,TOR,32 K.VERSTEEG(1),15 T.KABERLE(1),81 P.KESSEL(1)
2010,20014,5,3,339,EV,TOR,37 T.BRENT(2),unassisted,
2010,20014,6,3,431,EV,OTT,19 J.SPEZZA(1),11 D.ALFREDSSON(1),55 S.GONCHAR(1)
2010,20015,1,1,592,PP,DAL,14 J.BENN(1),91 B.RICHARDS(2),29 S.OTT(1)
2010,20015,2,1,719,EV,DAL,3 S.ROBIDAS(1),91 B.RICHARDS(3),6 T.DALEY(1)
2010,20015,3,2,381,PP,NYI,20 J.WISNIEWSKI(1),93 D.WEIGHT(1),12 J.BAILEY(1)
2010,20015,4,2,825,EV,DAL,10 B.MORROW(2),63 M.RIBEIRO(2),2 N.GROSSMAN(1)
2010,20015,5,2,924,PP,NYI,93 D.WEIGHT(1),15 P.PARENTEAU(1),20 J.WISNIEWSKI(1)
2010,20015,6,3,432,EV,DAL,10 B.MORROW(3),63 M.RIBEIRO(3),
2010,20015,7,3,525,EV,NYI,57 B.COMEAU(1),24 R.MARTINEK(1),12 J.BAILEY(2)
2010,20015,8,3,1041,PP,NYI,26 M.MOULSON(1),51 F.NIELSEN(1),93 D.WEIGHT(2)
2010,20015,9,0,0,SO,DAL,63 M.RIBEIRO,&nbsp;,
2010,20016,1,1,924,EV,MTL,13 M.CAMMALLERI(1),14 T.PLEKANEC(1),46 A.KOSTITSYN(1)
2010,20016,2,2,40,EV,PIT,71 E.MALKIN(1),87 S.CROSBY(1),3 A.GOLIGOSKI(1)
2010,20016,3,3,522,EV,PIT,10 M.LETESTU(1),24 M.COOKE(1),7 P.MARTIN(2)
2010,20016,4,3,1068,EV,MTL,13 M.CAMMALLERI(2),15 J.HALPERN(1),26 J.GORGES(1)
2010,20016,5,3,1092,EV,MTL,11 S.GOMEZ(1),57 B.POULIOT(2),21 B.GIONTA(1)
2010,20017,1,1,109,EV,NJ,25 J.ARNOTT(2),15 J.LANGENBRUNNER(2),26 P.ELIAS(2)
2010,20017,2,1,144,EV,WSH,74 J.CARLSON(1),unassisted,
2010,20017,3,1,824,SH,NJ,7 H.TALLINDER(1),8 D.ZUBRUS(1),19 T.ZAJAC(2)
2010,20017,4,2,119,EV,WSH,14 T.FLEISCHMANN(1),28 A.SEMIN(2),74 J.CARLSON(1)
2010,20017,5,2,871,EV,WSH,8 A.OVECHKIN(1),22 M.KNUBLE(1),74 J.CARLSON(2)
2010,20017,6,2,1105,EV,WSH,25 J.CHIMERA(1),14 T.FLEISCHMANN(2),
2010,20017,7,2,1152,EV-PS,WSH,8 A.OVECHKIN(2),Penalty Shot,
2010,20017,8,3,187,SH,WSH,21 B.LAICH(2),unassisted,
2010,20017,9,3,627,PP,WSH,16 E.FEHR(1),28 A.SEMIN(3),8 A.OVECHKIN(2)
2010,20018,1,1,323,PP,TB,9 S.DOWNIE(1),6 R.MALONE(1),7 B.CLARK(1)
2010,20018,2,1,501,EV,TB,19 D.MOORE(1),16 T.PURCELL(1),10 S.BERGENHEIM(1)
2010,20018,3,2,140,PP,TB,4 V.LECAVALIER(1),26 M.ST LOUIS(1),91 S.STAMKOS(1)
2010,20018,4,2,321,EV,TB,91 S.STAMKOS(1),77 V.HEDMAN(1),9 S.DOWNIE(1)
2010,20018,5,2,991,PP,ATL,39 T.ENSTROM(1),18 N.BERGFORS(2),16 A.LADD(1)
2010,20018,6,2,1092,EV,ATL,21 B.EAGER(1),unassisted,
2010,20018,7,3,461,EV,ATL,27 C.THORBURN(1),3 B.SOPEL(1),21 B.EAGER(1)
2010,20018,8,3,659,EV,TB,91 S.STAMKOS(2),8 R.JONES(1),
2010,20019,1,1,948,PP,STL,22 B.BOYES(1),6 E.JOHNSON(1),20 A.STEEN(1)
2010,20019,2,3,135,EV,PHI,48 D.BRIERE(2),25 M.CARLE(1),22 V.LEINO(2)
2010,20019,3,0,107,EV,STL,28 C.COLAIACOVO(1),20 A.STEEN(2),5 B.JACKMAN(1)
2010,20020,1,2,250,EV,NSH,9 M.GOC(1),22 J.TOOTOO(1),4 C.FRANSON(1)
2010,20020,2,2,325,EV,ANA,11 S.KOIVU(1),8 T.SELANNE(1),54 C.FOWLER(1)
2010,20020,3,2,513,PP,NSH,26 S.SULLIVAN(1),20 R.SUTER(1),6 S.WEBER(1)
2010,20020,4,2,972,EV,NSH,27 P.HORNQVIST(1),6 S.WEBER(2),26 S.SULLIVAN(1)
2010,20020,5,3,759,EV,NSH,11 D.LEGWAND(1),71 J.DUMONT(1),29 J.WARD(1)
2010,20021,1,1,779,EV,DET,51 V.FILPPULA(1),93 J.FRANZEN(1),44 T.BERTUZZI(2)
2010,20021,2,1,1197,PP,CHI,7 B.SEABROOK(1),81 M.HOSSA(2),22 T.BROUWER(2)
2010,20021,3,2,72,EV,DET,44 T.BERTUZZI(1),23 B.STUART(2),28 B.RAFALSKI(2)
2010,20021,4,2,109,EV,CHI,29 B.BICKELL(2),36 D.BOLLAND(1),88 P.KANE(1)
2010,20021,5,3,361,PP,DET,51 V.FILPPULA(2),26 J.HUDLER(1),5 N.LIDSTROM(1)
2010,20022,1,1,122,PP,SJ,16 D.SETOGUCHI(1),60 J.DEMERS(1),29 R.CLOWE(3)
2010,20022,2,1,193,EV,CBJ,61 R.NASH(1),50 A.VERMETTE(1),20 K.HUSELIUS(1)
2010,20022,3,3,307,PP,CBJ,20 K.HUSELIUS(2),28 N.FILATOV(2),6 A.STRALMAN(2)
2010,20022,4,3,425,PP,SJ,19 J.THORNTON(2),15 D.HEATLEY(1),12 P.MARLEAU(1)
2010,20022,5,0,116,EV,CBJ,19 E.MOREAU(1),51 F.TYUTIN(1),
2010,20023,1,2,718,PP,VAN,5 C.EHRHOFF(1),22 D.SEDIN(1),33 H.SEDIN(1)
2010,20023,2,3,955,PP,LA,14 J.WILLIAMS(1),26 M.HANDZUS(1),23 D.BROWN(1)
2010,20023,3,0,0,SO,LA,11 A.KOPITAR,&nbsp;,
2010,20024,1,2,731,EV,BOS,17 M.LUCIC(1),18 N.HORTON(1),46 D.KREJCI(2)
2010,20024,2,2,1167,EV,BOS,18 N.HORTON(3),28 M.RECCHI(1),46 D.KREJCI(3)
2010,20024,3,3,554,EV,BOS,19 T.SEGUIN(1),73 M.RYDER(2),30 T.THOMAS(1)
2010,20025,1,2,691,SH,CGY,20 C.GLENCROSS(1),42 B.SUTTER(1),
2010,20025,2,3,80,EV,CGY,24 C.CONROY(1),8 B.MORRISON(1),
2010,20025,3,3,846,EV,LA,23 D.BROWN(1),11 A.KOPITAR(1),8 D.DOUGHTY(1)
2010,20025,4,3,1177,PP-EN,CGY,10 N.HAGMAN(1),8 B.MORRISON(2),
2010,20026,1,2,93,EV,EDM,27 D.PENNER(1),77 T.GILBERT(1),89 S.GAGNER(2)
2010,20026,2,2,334,EV,EDM,28 R.JONES(1),2 J.VANDERMEER(2),
2010,20026,3,2,371,EV,FLA,19 M.REASONER(1),26 S.BERNIER(1),
2010,20026,4,2,440,EV,EDM,10 S.HORCOFF(2),4 T.HALL(1),49 T.PECKHAM(1)
2010,20026,5,2,1071,EV,FLA,19 M.REASONER(2),10 D.BOOTH(1),26 S.BERNIER(2)
2010,20027,1,1,1136,EV,PIT,3 A.GOLIGOSKI(2),26 E.TANGRADI(1),
2010,20027,2,2,152,PP,PIT,10 M.LETESTU(2),58 K.LETANG(2),7 P.MARTIN(3)
2010,20027,3,3,500,EV,NJ,26 P.ELIAS(1),25 J.ARNOTT(1),
2010,20027,4,3,1189,EV-EN,PIT,7 P.MARTIN(1),14 C.KUNITZ(2),
2010,20028,1,1,767,EV,NYI,57 B.COMEAU(2),unassisted,
2010,20028,2,1,837,PP,NYR,17 B.DUBINSKY(3),4 M.DEL ZOTTO(1),33 M.ROZSIVAL(1)
2010,20028,3,1,1007,EV,NYI,12 J.BAILEY(1),57 B.COMEAU(1),10 M.MOTTAU(1)
2010,20028,4,2,508,PP,NYR,4 M.DEL ZOTTO(1),17 B.DUBINSKY(1),42 A.ANISIMOV(2)
2010,20028,5,2,781,EV,NYR,5 D.GIRARDI(1),31 A.FROLOV(2),18 M.STAAL(2)
2010,20028,6,2,1179,EV,NYI,26 M.MOULSON(2),7 T.HUNTER(1),51 F.NIELSEN(2)
2010,20028,7,3,766,EV,NYR,42 A.ANISIMOV(1),10 M.GABORIK(2),24 R.CALLAHAN(2)
2010,20028,8,3,936,PP,NYI,15 P.PARENTEAU(1),20 J.WISNIEWSKI(2),26 M.MOULSON(1)
2010,20028,9,3,994,PP,NYI,57 B.COMEAU(3),12 J.BAILEY(3),10 M.MOTTAU(2)
2010,20028,10,3,1181,EV-EN,NYI,51 F.NIELSEN(1),unassisted,
2010,20029,1,1,233,EV,STL,42 D.BACKES(1),57 D.PERRON(1),22 B.BOYES(1)
2010,20029,2,1,239,EV,STL,10 A.MCDONALD(1),74 T.OSHIE(1),21 P.BERGLUND(1)
2010,20029,3,2,310,SH,STL,26 B.CROMBEEN(1),unassisted,
2010,20029,4,2,368,PP,ANA,11 S.KOIVU(2),unassisted,
2010,20029,5,2,951,EV,STL,36 M.D'AGOSTINI(1),27 A.PIETRANGELO(1),
2010,20029,6,3,1038,PP,STL,36 M.D'AGOSTINI(2),74 T.OSHIE(2),28 C.COLAIACOVO(1)
2010,20030,1,1,14,EV,BUF,21 D.STAFFORD(1),9 D.ROY(1),3 J.LEOPOLD(2)
2010,20030,2,1,163,EV,BUF,9 D.ROY(4),55 J.HECHT(1),21 D.STAFFORD(2)
2010,20030,3,1,464,PP,CHI,88 P.KANE(1),2 D.KEITH(1),
2010,20030,4,2,248,EV,CHI,8 N.LEDDY(1),24 N.BOYNTON(1),82 T.KOPECKY(3)
2010,20030,5,2,1127,EV,CHI,81 M.HOSSA(2),29 B.BICKELL(1),
2010,20030,6,3,216,EV,CHI,81 M.HOSSA(3),unassisted,
2010,20030,7,3,324,EV,BUF,19 T.CONNOLLY(1),4 S.MONTADOR(1),63 T.ENNIS(4)
2010,20031,1,1,733,SH,PHI,28 C.GIROUX(2),18 M.RICHARDS(2),
2010,20031,2,1,1053,EV,PHI,17 J.CARTER(1),unassisted,
2010,20031,3,2,543,EV,COL,18 B.YIP(1),4 J.LILES(3),
2010,20031,4,3,32,EV,COL,23 M.HEJDUK(1),9 M.DUCHENE(2),4 J.LILES(4)
2010,20031,5,3,1042,EV,PHI,17 J.CARTER(2),18 M.RICHARDS(3),21 J.VAN RIEMSDYK(2)
2010,20031,6,3,1129,EV-EN,PHI,36 D.POWE(1),11 B.BETTS(1),
2010,20032,1,1,1118,EV,WSH,28 A.SEMIN(1),21 B.LAICH(1),16 E.FEHR(1)
2010,20032,2,2,597,EV,OTT,73 J.RUUTU(1),39 M.CARKNER(1),25 C.NEIL(2)
2010,20032,3,2,678,EV,WSH,16 E.FEHR(2),26 M.HENDRICKS(1),15 B.GORDON(1)
2010,20032,4,3,440,EV,OTT,26 R.SHANNON(1),13 P.REGIN(1),
2010,20032,5,0,268,EV,WSH,8 A.OVECHKIN(3),74 J.CARLSON(3),55 J.SCHULTZ(1)
2010,20033,1,1,759,EV,VAN,22 D.SEDIN(1),26 M.SAMUELSSON(1),33 H.SEDIN(2)
2010,20033,2,2,1162,EV,FLA,85 R.OLESZ(1),13 M.SANTORELLI(1),61 C.STILLMAN(1)
2010,20033,3,3,892,EV,VAN,22 D.SEDIN(2),33 H.SEDIN(3),26 M.SAMUELSSON(2)
2010,20034,1,1,154,EV,DET,93 J.FRANZEN(2),44 T.BERTUZZI(3),
2010,20034,2,1,1016,EV,COL,54 D.JONES(1),4 J.LILES(5),40 M.OLVER(1)
2010,20034,3,2,170,PP,DET,13 P.DATSYUK(2),40 H.ZETTERBERG(2),5 N.LIDSTROM(2)
2010,20034,4,2,782,EV,DET,93 J.FRANZEN(3),51 V.FILPPULA(2),44 T.BERTUZZI(4)
2010,20034,5,2,1151,EV,COL,37 R.O'REILLY(1),54 D.JONES(1),
2010,20034,6,3,283,EV,COL,34 D.WINNIK(1),52 A.FOOTE(2),
2010,20034,7,3,472,SH,DET,17 P.EAVES(1),43 D.HELM(1),5 N.LIDSTROM(3)
2010,20034,8,3,684,EV,COL,54 D.JONES(2),18 B.YIP(1),9 M.DUCHENE(3)
2010,20034,9,0,0,SO,COL,18 B.YIP,&nbsp;,
2010,20035,1,2,146,EV,ATL,27 C.THORBURN(2),unassisted,
2010,20035,2,3,233,EV,LA,94 R.SMYTH(1),14 J.WILLIAMS(1),11 A.KOPITAR(2)
2010,20035,3,3,370,EV,LA,28 J.STOLL(1),94 R.SMYTH(1),33 W.MITCHELL(1)
2010,20035,4,3,1170,EV-EN,LA,94 R.SMYTH(2),14 J.WILLIAMS(2),28 J.STOLL(1)
2010,20036,1,0,53,EV,NJ,17 I.KOVALCHUK(1),20 M.TAORMINA(1),15 J.LANGENBRUNNER(3)
2010,20037,1,1,194,EV,NYI,25 N.NIEDERREITER(1),93 D.WEIGHT(3),40 M.GRABNER(1)
2010,20037,2,2,1099,EV,WSH,8 A.OVECHKIN(4),19 N.BACKSTROM(1),
2010,20037,3,3,981,PP,WSH,19 N.BACKSTROM(1),8 A.OVECHKIN(3),74 J.CARLSON(4)
2010,20038,1,1,322,EV,MTL,40 M.LAPIERRE(1),unassisted,
2010,20038,2,1,1087,EV,MTL,14 T.PLEKANEC(1),13 M.CAMMALLERI(1),6 J.SPACEK(1)
2010,20038,3,2,104,PP,TB,7 B.CLARK(1),16 T.PURCELL(2),6 R.MALONE(2)
2010,20038,4,3,654,EV,TB,26 M.ST LOUIS(1),91 S.STAMKOS(2),8 R.JONES(2)
2010,20038,5,3,685,EV,MTL,46 A.KOSTITSYN(1),14 T.PLEKANEC(2),26 J.GORGES(2)
2010,20038,6,3,1121,PP,TB,91 S.STAMKOS(3),4 V.LECAVALIER(1),6 R.MALONE(3)
2010,20038,7,0,249,EV,TB,6 R.MALONE(1),19 D.MOORE(1),
2010,20039,1,1,318,EV,TOR,28 C.ORR(1),2 L.SCHENN(1),18 M.BROWN(1)
2010,20039,2,1,687,PP,PIT,14 C.KUNITZ(1),71 E.MALKIN(1),3 A.GOLIGOSKI(2)
2010,20039,3,1,1053,EV,PIT,25 M.TALBOT(1),24 M.COOKE(2),48 T.KENNEDY(1)
2010,20039,4,2,181,PP,TOR,16 C.MACARTHUR(3),15 T.KABERLE(2),3 D.PHANEUF(2)
2010,20039,5,2,331,EV,TOR,22 F.BEAUCHEMIN(1),2 L.SCHENN(2),26 M.ZIGOMANIS(1)
2010,20039,6,2,630,EV,TOR,16 C.MACARTHUR(4),84 M.GRABOVSKI(3),41 N.KULEMIN(2)
2010,20039,7,2,1156,EV,PIT,87 S.CROSBY(1),6 B.LOVEJOY(1),24 M.COOKE(3)
2010,20040,1,1,288,PP,CHI,88 P.KANE(2),19 J.TOEWS(2),10 P.SHARP(2)
2010,20040,2,1,397,EV,NSH,26 S.SULLIVAN(2),16 C.O'REILLY(1),20 R.SUTER(2)
2010,20040,3,1,1018,EV,CHI,19 J.TOEWS(1),82 T.KOPECKY(4),81 M.HOSSA(3)
2010,20040,4,3,283,EV,NSH,33 C.WILSON(1),8 K.KLEIN(1),9 M.GOC(1)
2010,20040,5,3,1173,PP,NSH,29 J.WARD(1),71 J.DUMONT(2),11 D.LEGWAND(1)
2010,20041,1,1,161,PP,ANA,15 R.GETZLAF(1),9 B.RYAN(1),54 C.FOWLER(2)
2010,20041,2,1,237,PP,VAN,22 D.SEDIN(3),33 H.SEDIN(4),23 A.EDLER(1)
2010,20041,3,1,254,EV,VAN,13 R.TORRES(1),2 D.HAMHUIS(1),27 M.MALHOTRA(1)
2010,20041,4,2,909,PP,ANA,8 T.SELANNE(1),15 R.GETZLAF(1),17 L.VISNOVSKY(1)
2010,20041,5,3,323,PP,VAN,5 C.EHRHOFF(2),23 A.EDLER(2),22 D.SEDIN(2)
2010,20041,6,3,534,EV,ANA,10 C.PERRY(1),15 R.GETZLAF(2),60 B.MIKKELSON(1)
2010,20041,7,3,612,EV,ANA,9 B.RYAN(1),15 R.GETZLAF(3),
2010,20042,1,1,911,EV,TB,91 S.STAMKOS(4),9 S.DOWNIE(2),26 M.ST LOUIS(2)
2010,20042,2,1,1023,EV,PHI,93 N.ZHERDEV(1),21 J.VAN RIEMSDYK(3),28 C.GIROUX(1)
2010,20042,3,2,889,EV,TB,19 D.MOORE(2),18 A.HALL(1),7 B.CLARK(2)
2010,20042,4,3,87,EV,TB,13 P.KUBINA(1),9 S.DOWNIE(3),26 M.ST LOUIS(3)
2010,20042,5,3,599,EV,PHI,48 D.BRIERE(3),22 V.LEINO(3),25 M.CARLE(2)
2010,20043,1,1,1059,EV,OTT,12 M.FISHER(1),unassisted,
2010,20043,2,2,623,EV,OTT,9 M.MICHALEK(1),11 D.ALFREDSSON(2),19 J.SPEZZA(1)
2010,20043,3,3,440,PP,CAR,14 S.SAMSONOV(1),12 E.STAAL(1),25 J.PITKANEN(2)
2010,20043,4,3,539,EV,CAR,12 E.STAAL(1),26 E.COLE(2),53 J.SKINNER(2)
2010,20043,5,3,843,PP,OTT,12 M.FISHER(2),71 N.FOLIGNO(1),26 R.SHANNON(1)
2010,20044,1,1,56,EV,NSH,9 M.GOC(2),33 C.WILSON(1),71 J.DUMONT(3)
2010,20044,2,1,674,PP,NSH,26 S.SULLIVAN(3),20 R.SUTER(3),16 C.O'REILLY(2)
2010,20044,3,1,817,EV,STL,36 M.D'AGOSTINI(3),18 J.MCCLEMENT(1),20 A.STEEN(3)
2010,20044,4,1,832,EV,NSH,26 S.SULLIVAN(4),16 C.O'REILLY(3),27 P.HORNQVIST(1)
2010,20044,5,2,495,PP,STL,74 T.OSHIE(1),unassisted,
2010,20044,6,2,981,PP,NSH,27 P.HORNQVIST(2),16 C.O'REILLY(4),6 S.WEBER(3)
2010,20044,7,3,313,PP,STL,21 P.BERGLUND(1),10 A.MCDONALD(1),28 C.COLAIACOVO(2)
2010,20045,1,1,468,PP,MIN,20 A.MIETTINEN(1),15 A.BRUNETTE(1),25 C.BARKER(2)
2010,20045,2,2,177,PP,EDM,27 D.PENNER(2),83 A.HEMSKY(1),89 S.GAGNER(3)
2010,20045,3,2,504,EV,EDM,77 T.GILBERT(1),10 S.HORCOFF(1),
2010,20045,4,2,871,PP,MIN,9 M.KOIVU(1),7 M.CULLEN(2),20 A.MIETTINEN(2)
2010,20045,5,2,923,PP,MIN,9 M.KOIVU(2),15 A.BRUNETTE(2),3 M.ZIDLICKY(1)
2010,20045,6,3,457,PP,MIN,7 M.CULLEN(2),9 M.KOIVU(3),
2010,20046,1,1,41,PP,DAL,91 B.RICHARDS(2),5 M.NISKANEN(1),63 M.RIBEIRO(4)
2010,20046,2,2,44,EV,DAL,21 L.ERIKSSON(3),91 B.RICHARDS(4),18 J.NEAL(3)
2010,20046,3,2,423,EV,DAL,10 B.MORROW(4),63 M.RIBEIRO(5),
2010,20046,4,2,986,EV,DAL,18 J.NEAL(1),91 B.RICHARDS(5),6 T.DALEY(2)
2010,20046,5,3,685,PP,DET,55 N.KRONWALL(1),44 T.BERTUZZI(5),26 J.HUDLER(2)
2010,20047,1,1,260,EV,FLA,14 R.DVORAK(1),19 M.REASONER(1),61 C.STILLMAN(2)
2010,20047,2,1,445,EV,FLA,14 R.DVORAK(2),19 M.REASONER(2),6 D.WIDEMAN(1)
2010,20047,3,3,597,EV,FLA,18 S.MATTHIAS(1),85 R.OLESZ(1),10 D.BOOTH(2)
2010,20048,1,1,710,PP,COL,55 C.MCLEOD(1),39 T.GALIARDI(1),9 M.DUCHENE(4)
2010,20048,2,2,708,EV,COL,39 T.GALIARDI(1),25 C.STEWART(2),26 P.STASTNY(1)
