Season,GameNumber,GoalNumber,Period,Time,GoalType,TeamCode,GoalPlayer,Assist1Player,Assist2Player
2010,20549,8,3,803,EV,DET,33 K.DRAPER(2),17 P.EAVES(3),43 D.HELM(8)
2010,20549,9,3,847,EV,DET,17 P.EAVES(10),93 J.FRANZEN(13),40 H.ZETTERBERG(29)
2010,20549,10,3,1066,EV-EN,DET,17 P.EAVES(11),52 J.ERICSSON(7),35 J.HOWARD(1)
2010,20550,1,1,331,EV,PHX,19 S.DOAN(6),8 S.UPSHALL(5),55 E.JOVANOVSKI(8)
2010,20550,2,1,459,EV,LA,15 B.RICHARDSON(6),11 A.KOPITAR(24),19 K.WESTGARTH(3)
2010,20550,3,1,560,EV,PHX,13 R.WHITNEY(6),3 K.YANDLE(19),28 L.KORPIKOSKI(8)
2010,20550,4,1,684,PP,LA,94 R.SMYTH(12),8 D.DOUGHTY(16),3 J.JOHNSON(22)
2010,20550,5,1,736,EV,PHX,8 S.UPSHALL(9),19 S.DOAN(14),3 K.YANDLE(20)
2010,20550,6,1,934,PP,PHX,39 B.MACLEAN(1),8 S.UPSHALL(6),33 A.AUCOIN(12)
2010,20550,7,1,967,EV,LA,10 M.STURM(2),11 A.KOPITAR(25),
2010,20550,8,2,371,PP,PHX,19 S.DOAN(7),13 R.WHITNEY(19),3 K.YANDLE(21)
2010,20550,9,2,603,EV,PHX,91 K.TURRIS(6),unassisted,
2010,20551,1,1,919,EV,TOR,41 N.KULEMIN(13),16 C.MACARTHUR(19),47 D.BOYCE(1)
2010,20551,2,1,1006,EV,CBJ,20 K.HUSELIUS(7),35 J.HEJDA(5),50 A.VERMETTE(11)
2010,20551,3,1,1182,PP,TOR,42 T.BOZAK(5),81 P.KESSEL(9),
2010,20551,4,2,407,EV,CBJ,20 K.HUSELIUS(8),61 R.NASH(12),50 A.VERMETTE(12)
2010,20551,5,3,214,PP,CBJ,18 R.UMBERGER(11),61 R.NASH(13),10 K.RUSSELL(6)
2010,20552,1,1,203,PP,ATL,39 T.ENSTROM(6),33 D.BYFUGLIEN(25),18 N.BERGFORS(12)
2010,20552,2,1,849,EV,BOS,37 P.BERGERON(8),unassisted,
2010,20552,3,2,55,EV,BOS,26 B.WHEELER(9),46 D.KREJCI(18),
2010,20552,4,2,561,PP,ATL,39 T.ENSTROM(7),unassisted,
2010,20552,5,0,0,SO,ATL,14 T.STAPLETON,&nbsp;,
2010,20553,1,1,58,EV,MTL,67 M.PACIORETTY(2),11 S.GOMEZ(13),
2010,20553,2,2,168,PP,TB,26 M.ST LOUIS(16),4 V.LECAVALIER(9),91 S.STAMKOS(24)
2010,20553,3,2,751,EV,TB,13 P.KUBINA(2),26 M.ST LOUIS(34),91 S.STAMKOS(25)
2010,20553,4,3,106,EV-PS,TB,91 S.STAMKOS(30),Penalty Shot,
2010,20553,5,3,280,EV,TB,91 S.STAMKOS(31),6 R.MALONE(20),77 V.HEDMAN(12)
2010,20554,1,1,944,PP,CHI,10 P.SHARP(21),82 T.KOPECKY(16),7 B.SEABROOK(19)
2010,20554,2,1,1134,EV,SJ,21 S.NICHOL(4),44 M.VLASIC(4),
2010,20554,3,2,105,PP,SJ,78 B.FERRIERO(4),39 L.COUTURE(9),22 D.BOYLE(22)
2010,20554,4,2,826,PP,SJ,15 D.HEATLEY(15),60 J.DEMERS(10),22 D.BOYLE(23)
2010,20554,5,2,1177,PP,CHI,22 T.BROUWER(10),88 P.KANE(17),10 P.SHARP(17)
2010,20554,6,2,1199,EV,CHI,51 B.CAMPBELL(2),36 D.BOLLAND(9),29 B.BICKELL(11)
2010,20554,7,3,433,EV,SJ,19 J.THORNTON(10),44 M.VLASIC(5),15 D.HEATLEY(20)
2010,20554,8,3,1152,EV-EN,SJ,29 R.CLOWE(10),unassisted,
2010,20555,1,1,202,EV,COL,39 T.GALIARDI(7),26 P.STASTNY(21),44 R.WILSON(6)
2010,20555,2,1,721,EV,COL,26 P.STASTNY(14),54 D.JONES(10),39 T.GALIARDI(4)
2010,20555,3,1,889,EV,COL,14 T.FLEISCHMANN(10),9 M.DUCHENE(22),
2010,20555,4,2,570,EV,EDM,4 T.HALL(12),89 S.GAGNER(15),26 K.FOSTER(9)
2010,20555,5,3,114,EV,EDM,83 A.HEMSKY(8),13 A.COGLIANO(7),27 D.PENNER(12)
2010,20555,6,3,293,EV,EDM,13 A.COGLIANO(4),83 A.HEMSKY(13),27 D.PENNER(13)
2010,20555,7,0,0,SO,COL,23 M.HEJDUK,&nbsp;,
2010,20556,1,1,159,EV,LA,94 R.SMYTH(13),7 R.SCUDERI(9),28 J.STOLL(14)
2010,20556,2,1,407,EV,PHI,48 D.BRIERE(18),18 M.RICHARDS(22),25 M.CARLE(15)
2010,20556,3,1,664,EV,LA,14 J.WILLIAMS(15),8 D.DOUGHTY(17),11 A.KOPITAR(26)
2010,20556,4,1,948,EV,PHI,18 M.RICHARDS(12),28 C.GIROUX(17),6 S.O'DONNELL(8)
2010,20556,5,2,245,EV,PHI,19 S.HARTNELL(9),28 C.GIROUX(18),36 D.POWE(8)
2010,20556,6,2,311,EV,PHI,18 M.RICHARDS(13),21 J.VAN RIEMSDYK(9),48 D.BRIERE(11)
2010,20556,7,2,491,PP,LA,3 J.JOHNSON(4),unassisted,
2010,20556,8,2,660,PP,PHI,17 J.CARTER(15),18 M.RICHARDS(23),28 C.GIROUX(19)
2010,20556,9,2,857,PP,PHI,21 J.VAN RIEMSDYK(8),unassisted,
2010,20556,10,2,1032,PP,LA,94 R.SMYTH(14),28 J.STOLL(15),8 D.DOUGHTY(18)
2010,20556,11,3,550,EV,PHI,22 V.LEINO(9),17 J.CARTER(16),15 A.NODL(6)
2010,20557,1,1,78,EV,NJ,34 M.FAYNE(2),25 J.ARNOTT(7),
2010,20557,2,2,61,EV,NJ,15 J.LANGENBRUNNER(4),25 J.ARNOTT(8),
2010,20557,3,3,734,EV,ATL,33 D.BYFUGLIEN(15),8 A.BURMISTROV(10),22 A.STEWART(15)
2010,20557,4,3,820,EV,NJ,17 I.KOVALCHUK(9),unassisted,
2010,20558,1,2,28,EV,FLA,9 S.WEISS(11),21 C.HIGGINS(7),6 D.WIDEMAN(14)
2010,20558,2,2,133,EV,FLA,7 D.KULIKOV(3),13 M.SANTORELLI(6),10 D.BOOTH(10)
2010,20558,3,2,659,PP,MTL,20 J.WISNIEWSKI(4),44 R.HAMRLIK(14),11 S.GOMEZ(14)
2010,20558,4,2,774,PP,MTL,21 B.GIONTA(13),11 S.GOMEZ(15),20 J.WISNIEWSKI(19)
2010,20558,5,0,221,EV,MTL,20 J.WISNIEWSKI(5),13 M.CAMMALLERI(16),14 T.PLEKANEC(20)
2010,20559,1,1,263,EV,NSH,4 C.FRANSON(5),55 S.O'BRIEN(4),11 D.LEGWAND(7)
2010,20559,2,2,628,EV,NSH,27 P.HORNQVIST(9),6 S.WEBER(11),71 J.DUMONT(7)
2010,20559,3,3,1086,EV,MIN,12 C.KOBASEW(6),24 M.HAVLAT(26),7 M.CULLEN(15)
2010,20559,4,3,1133,EV-EN,NSH,29 J.WARD(4),unassisted,
2010,20559,5,3,1193,EV-EN,NSH,74 S.KOSTITSYN(7),11 D.LEGWAND(8),6 S.WEBER(12)
2010,20560,1,1,712,EV,DET,93 J.FRANZEN(17),40 H.ZETTERBERG(30),96 T.HOLMSTROM(9)
2010,20560,2,1,802,PP,NYI,26 M.MOULSON(12),47 A.MACDONALD(7),91 J.TAVARES(12)
2010,20560,3,1,1197,EV,NYI,91 J.TAVARES(11),8 B.GERVAIS(3),28 Z.KONOPKA(4)
2010,20560,4,2,913,EV,NYI,58 J.JOENSUU(3),27 M.JURCINA(2),17 M.MARTIN(1)
2010,20560,5,2,1191,EV,DET,51 V.FILPPULA(9),43 D.HELM(9),5 N.LIDSTROM(25)
2010,20560,6,3,618,EV,DET,21 T.TATAR(1),43 D.HELM(10),28 B.RAFALSKI(25)
2010,20560,7,0,237,PP,NYI,15 P.PARENTEAU(9),91 J.TAVARES(13),47 A.MACDONALD(8)
2010,20561,1,1,645,EV,CBJ,18 R.UMBERGER(12),51 F.TYUTIN(7),93 J.VORACEK(15)
2010,20561,2,2,733,EV,CBJ,26 S.PAHLSSON(3),71 C.CLARK(8),
2010,20561,3,2,927,EV,CBJ,61 R.NASH(18),20 K.HUSELIUS(4),50 A.VERMETTE(13)
2010,20561,4,2,1137,EV,OTT,12 M.FISHER(11),unassisted,
2010,20561,5,3,78,EV,OTT,71 N.FOLIGNO(5),18 J.WINCHESTER(4),25 C.NEIL(8)
2010,20561,6,3,1129,EV,OTT,11 D.ALFREDSSON(12),9 M.MICHALEK(7),27 A.KOVALEV(10)
2010,20561,7,0,126,EV,CBJ,93 J.VORACEK(7),unassisted,
2010,20562,1,1,848,EV,STL,22 B.BOYES(9),20 A.STEEN(14),5 B.JACKMAN(7)
2010,20562,2,2,443,SH,STL,6 E.JOHNSON(3),42 D.BACKES(20),5 B.JACKMAN(8)
2010,20562,3,2,1111,PP,STL,27 A.PIETRANGELO(5),28 C.COLAIACOVO(12),21 P.BERGLUND(13)
2010,20562,4,3,185,EV,STL,20 A.STEEN(12),unassisted,
2010,20562,5,3,380,EV,PHX,19 S.DOAN(8),20 E.BELANGER(12),8 S.UPSHALL(7)
2010,20562,6,3,1113,EV,PHX,28 L.KORPIKOSKI(9),3 K.YANDLE(22),53 D.MORRIS(5)
2010,20562,7,3,1179,EV,PHX,19 S.DOAN(9),33 A.AUCOIN(13),8 S.UPSHALL(8)
2010,20563,1,1,310,EV,ANA,33 J.BLAKE(7),32 T.LYDMAN(12),1 J.HILLER(1)
2010,20563,2,2,238,EV,ANA,17 L.VISNOVSKY(6),8 T.SELANNE(23),11 S.KOIVU(10)
2010,20563,3,2,358,PP,ANA,33 J.BLAKE(8),19 J.LUPUL(2),11 S.KOIVU(11)
2010,20563,4,2,495,EV,PHI,15 A.NODL(9),25 M.CARLE(16),17 J.CARTER(17)
2010,20563,5,3,210,EV,PHI,17 J.CARTER(16),unassisted,
2010,20563,6,3,340,EV,ANA,9 B.RYAN(15),32 T.LYDMAN(13),10 C.PERRY(23)
2010,20563,7,3,1010,EV,ANA,17 L.VISNOVSKY(7),8 T.SELANNE(24),64 B.MCMILLAN(4)
2010,20564,1,1,1031,PP,VAN,22 D.SEDIN(20),33 H.SEDIN(40),5 C.EHRHOFF(14)
2010,20564,2,1,1078,EV,VAN,13 R.TORRES(11),36 J.HANSEN(8),3 K.BIEKSA(7)
2010,20564,3,2,592,PP,VAN,33 H.SEDIN(9),23 A.EDLER(21),22 D.SEDIN(27)
2010,20564,4,2,1010,PP,VAN,3 K.BIEKSA(4),2 D.HAMHUIS(7),27 M.MALHOTRA(11)
2010,20564,5,3,201,PP,DAL,10 B.MORROW(14),63 M.RIBEIRO(25),21 L.ERIKSSON(25)
2010,20565,1,2,353,EV,CGY,16 T.KOSTOPOULOS(4),15 T.JACKMAN(4),5 M.GIORDANO(17)
2010,20565,2,2,395,EV,CGY,12 J.IGINLA(16),40 A.TANGUAY(20),13 O.JOKINEN(12)
2010,20565,3,2,803,EV,CGY,15 T.JACKMAN(4),16 T.KOSTOPOULOS(4),33 A.BABCHUK(10)
2010,20565,4,3,465,SH,COL,34 D.WINNIK(6),37 R.O'REILLY(10),
2010,20565,5,3,1048,EV,COL,14 T.FLEISCHMANN(11),9 M.DUCHENE(23),
2010,20566,1,2,133,EV,PIT,71 E.MALKIN(14),58 K.LETANG(27),29 M.FLEURY(1)
2010,20566,2,2,414,PP,WSH,22 M.KNUBLE(9),19 N.BACKSTROM(26),52 M.GREEN(11)
2010,20566,3,2,885,EV,WSH,16 E.FEHR(6),90 M.JOHANSSON(4),
2010,20566,4,3,719,EV,WSH,16 E.FEHR(7),25 J.CHIMERA(7),4 J.ERSKINE(6)
2010,20567,1,1,89,EV,BOS,21 A.FERENCE(2),54 A.MCQUAID(4),91 M.SAVARD(4)
2010,20567,2,1,126,EV,BUF,29 J.POMINVILLE(7),26 T.VANEK(13),6 M.WEBER(3)
2010,20567,3,1,169,EV,BOS,44 D.SEIDENBERG(2),unassisted,
2010,20567,4,1,336,EV,BOS,63 B.MARCHAND(6),55 J.BOYCHUK(7),28 M.RECCHI(15)
2010,20567,5,1,825,EV,BUF,26 T.VANEK(14),19 T.CONNOLLY(9),29 J.POMINVILLE(10)
2010,20567,6,1,855,SH,BOS,33 Z.CHARA(5),37 P.BERGERON(16),28 M.RECCHI(16)
2010,20567,7,1,1159,EV,BUF,21 D.STAFFORD(11),unassisted,
2010,20567,8,2,377,EV,BUF,21 D.STAFFORD(12),28 P.GAUSTAD(8),
2010,20567,9,2,1063,PP,BUF,29 J.POMINVILLE(8),44 A.SEKERA(11),55 J.HECHT(10)
2010,20567,10,3,188,EV,BOS,19 T.SEGUIN(6),20 D.PAILLE(4),
2010,20567,11,3,426,EV,BOS,47 S.KAMPFER(2),19 T.SEGUIN(7),33 Z.CHARA(11)
2010,20567,12,3,1172,EV,BUF,21 D.STAFFORD(13),19 T.CONNOLLY(10),29 J.POMINVILLE(11)
2010,20567,13,0,0,SO,BUF,63 T.ENNIS,&nbsp;,
2010,20568,1,1,117,EV,TOR,16 C.MACARTHUR(10),15 T.KABERLE(22),
2010,20568,2,1,744,EV,TOR,42 T.BOZAK(6),46 J.CRABB(3),81 P.KESSEL(10)
2010,20568,3,1,921,EV,TOR,42 T.BOZAK(7),46 J.CRABB(4),81 P.KESSEL(11)
2010,20568,4,2,198,EV,TOR,47 D.BOYCE(1),32 K.VERSTEEG(15),9 C.ARMSTRONG(2)
2010,20568,5,2,346,EV,TOR,2 L.SCHENN(2),15 T.KABERLE(23),41 N.KULEMIN(11)
2010,20568,6,2,780,PP,OTT,55 S.GONCHAR(5),65 E.KARLSSON(16),11 D.ALFREDSSON(12)
2010,20569,1,1,108,PP,CAR,15 T.RUUTU(9),77 J.CORVO(8),
2010,20569,2,1,268,EV,CAR,53 J.SKINNER(10),6 T.GLEASON(7),59 C.LAROSE(7)
2010,20569,3,1,480,PP,CAR,14 S.SAMSONOV(7),77 J.CORVO(9),4 J.MCBAIN(9)
2010,20569,4,1,822,EV,CAR,22 Z.DALPE(1),15 T.RUUTU(17),4 J.MCBAIN(10)
2010,20569,5,1,1012,EV,NJ,10 R.PELLEY(2),22 M.CORRENTE(5),29 A.SALMELA(1)
2010,20569,6,2,49,EV,NJ,19 T.ZAJAC(6),26 P.ELIAS(18),28 A.VOLCHENKOV(1)
2010,20569,7,2,522,PP,CAR,14 S.SAMSONOV(8),15 T.RUUTU(18),12 E.STAAL(19)
2010,20569,8,3,156,EV,NJ,26 P.ELIAS(8),22 M.CORRENTE(6),
2010,20569,9,3,1054,EV,CAR,53 J.SKINNER(11),59 C.LAROSE(8),15 T.RUUTU(19)
2010,20570,1,1,783,EV,TB,42 D.TYRELL(4),44 N.THOMPSON(8),
2010,20570,2,3,1154,EV,NYR,10 M.GABORIK(11),5 D.GIRARDI(17),
2010,20570,3,0,19,EV,TB,44 N.THOMPSON(6),42 D.TYRELL(5),39 M.LUNDIN(8)
2010,20571,1,2,1134,EV,SJ,16 D.SETOGUCHI(7),40 K.HUSKINS(4),44 M.VLASIC(6)
2010,20572,1,1,767,EV,CGY,15 T.JACKMAN(5),25 D.MOSS(5),4 J.BOUWMEESTER(10)
2010,20572,2,2,619,EV,EDM,28 R.JONES(9),77 T.GILBERT(8),27 D.PENNER(14)
2010,20572,3,2,856,EV,CGY,5 M.GIORDANO(4),40 A.TANGUAY(21),13 O.JOKINEN(13)
2010,20573,1,1,380,EV,ATL,47 R.PEVERLEY(9),39 T.ENSTROM(25),4 Z.BOGOSIAN(4)
2010,20573,2,1,1076,PP,MTL,14 T.PLEKANEC(12),20 J.WISNIEWSKI(20),68 Y.WEBER(3)
2010,20573,3,2,342,EV,ATL,9 E.KANE(13),45 P.CORMIER(1),27 C.THORBURN(9)
2010,20573,4,2,625,PP,MTL,76 P.SUBBAN(3),44 R.HAMRLIK(15),11 S.GOMEZ(16)
2010,20573,5,2,1184,EV,ATL,16 A.LADD(13),39 T.ENSTROM(26),18 N.BERGFORS(13)
2010,20573,6,3,913,EV,MTL,21 B.GIONTA(14),67 M.PACIORETTY(3),20 J.WISNIEWSKI(21)
2010,20573,7,0,223,PP,ATL,33 D.BYFUGLIEN(16),39 T.ENSTROM(27),9 E.KANE(13)
2010,20574,1,2,692,PP,FLA,10 D.BOOTH(10),13 M.SANTORELLI(7),6 D.WIDEMAN(15)
2010,20574,2,3,530,EV,FLA,21 C.HIGGINS(6),unassisted,
2010,20574,3,3,1110,SH-EN,FLA,9 S.WEISS(12),unassisted,
2010,20575,1,2,51,EV,PHI,21 J.VAN RIEMSDYK(9),15 A.NODL(7),18 M.RICHARDS(24)
2010,20575,2,2,332,EV,PHI,13 D.CARCILLO(2),41 A.MESZAROS(13),25 M.CARLE(17)
2010,20575,3,2,864,EV,PHI,19 S.HARTNELL(10),6 S.O'DONNELL(9),48 D.BRIERE(12)
2010,20575,4,3,51,EV,DET,51 V.FILPPULA(10),93 J.FRANZEN(14),
2010,20575,5,3,748,PP,DET,40 H.ZETTERBERG(14),96 T.HOLMSTROM(10),5 N.LIDSTROM(26)
2010,20576,1,1,831,EV,STL,42 D.BACKES(10),36 M.D'AGOSTINI(8),
2010,20576,2,1,885,PP,DAL,10 B.MORROW(15),91 B.RICHARDS(26),21 L.ERIKSSON(26)
2010,20576,3,1,1125,EV,STL,20 A.STEEN(13),4 E.BREWER(4),36 M.D'AGOSTINI(9)
2010,20576,4,3,148,EV,DAL,10 B.MORROW(16),14 J.BENN(15),63 M.RIBEIRO(26)
2010,20576,5,3,392,EV,DAL,91 B.RICHARDS(18),6 T.DALEY(11),
2010,20576,6,3,1030,EV,DAL,18 J.NEAL(14),17 T.PETERSEN(2),91 B.RICHARDS(27)
2010,20577,1,1,37,EV,CBJ,18 R.UMBERGER(13),3 M.METHOT(14),16 D.BRASSARD(15)
2010,20577,2,2,179,EV,NSH,6 S.WEBER(6),33 C.WILSON(8),27 P.HORNQVIST(8)
2010,20577,3,2,831,EV,NSH,13 N.SPALING(2),6 S.WEBER(13),29 J.WARD(7)
2010,20577,4,2,1010,PP,NSH,27 P.HORNQVIST(10),6 S.WEBER(14),20 R.SUTER(14)
2010,20577,5,3,353,EV,NSH,74 S.KOSTITSYN(8),33 C.WILSON(9),11 D.LEGWAND(9)
2010,20578,1,1,804,EV,PHX,13 R.WHITNEY(7),17 R.VRBATA(12),11 M.HANZAL(4)
2010,20578,2,1,1195,EV,MIN,15 A.BRUNETTE(8),9 M.KOIVU(22),20 A.MIETTINEN(12)
2010,20578,3,2,595,PP,MIN,15 A.BRUNETTE(9),8 B.BURNS(13),9 M.KOIVU(23)
2010,20578,4,2,733,EV,MIN,55 N.SCHULTZ(3),11 J.MADDEN(5),23 E.NYSTROM(3)
2010,20578,5,3,284,EV,PHX,8 S.UPSHALL(10),19 S.DOAN(15),20 E.BELANGER(13)
2010,20578,6,3,297,EV,PHX,3 K.YANDLE(6),38 V.FIDDLER(6),22 L.STEMPNIAK(8)
2010,20578,7,3,674,EV,MIN,8 B.BURNS(12),9 M.KOIVU(24),
2010,20578,8,3,853,EV,PHX,55 E.JOVANOVSKI(5),3 K.YANDLE(23),19 S.DOAN(16)
2010,20578,9,3,1025,EV,PHX,13 R.WHITNEY(8),91 K.TURRIS(5),17 R.VRBATA(13)
2010,20578,10,3,1174,EV,MIN,96 P.BOUCHARD(2),15 A.BRUNETTE(12),8 B.BURNS(14)
2010,20578,11,0,46,EV,MIN,25 C.BARKER(1),96 P.BOUCHARD(6),9 M.KOIVU(25)
2010,20579,1,1,1095,EV,VAN,49 A.BOLDUC(1),15 T.GLASS(5),1 R.LUONGO(2)
2010,20579,2,3,191,EV,VAN,21 M.RAYMOND(8),49 A.BOLDUC(2),3 K.BIEKSA(8)
2010,20579,3,3,815,EV,COL,26 P.STASTNY(15),9 M.DUCHENE(24),4 J.LILES(25)
2010,20580,1,1,632,EV,ANA,3 A.LILJA(1),19 J.LUPUL(3),64 B.MCMILLAN(5)
2010,20580,2,1,1088,EV,CHI,29 B.BICKELL(11),51 B.CAMPBELL(11),36 D.BOLLAND(10)
2010,20580,3,2,106,EV,ANA,10 C.PERRY(21),39 M.BELESKEY(3),32 T.LYDMAN(14)
2010,20581,1,1,848,EV,TOR,84 M.GRABOVSKI(14),2 L.SCHENN(7),
2010,20581,2,2,476,EV,BOS,18 N.HORTON(12),44 D.SEIDENBERG(13),
2010,20581,3,2,930,EV,BOS,91 M.SAVARD(2),18 N.HORTON(14),17 M.LUCIC(12)
2010,20582,1,1,947,EV,CAR,22 Z.DALPE(2),20 T.BODIE(3),
2010,20582,2,1,1167,EV,FLA,6 D.WIDEMAN(3),61 C.STILLMAN(6),14 R.DVORAK(6)
2010,20582,3,2,717,EV,FLA,21 C.HIGGINS(7),7 D.KULIKOV(7),67 M.FROLIK(16)
2010,20582,4,3,311,EV,FLA,61 C.STILLMAN(4),13 M.SANTORELLI(8),63 E.DADONOV(7)
2010,20582,5,3,365,EV,CAR,11 Z.BOYCHUK(3),26 E.COLE(9),12 E.STAAL(20)
2010,20582,6,3,582,EV,CAR,44 J.HARRISON(1),26 E.COLE(10),4 J.MCBAIN(11)
2010,20582,7,0,76,EV,FLA,5 B.ALLEN(3),18 S.MATTHIAS(8),67 M.FROLIK(17)
2010,20583,1,1,217,PP,NYI,91 J.TAVARES(12),15 P.PARENTEAU(14),47 A.MACDONALD(9)
2010,20583,2,1,509,EV,NYI,26 M.MOULSON(13),15 P.PARENTEAU(15),91 J.TAVARES(14)
2010,20583,3,1,697,EV,CGY,25 D.MOSS(5),7 A.PARDY(3),33 A.BABCHUK(11)
2010,20583,4,1,805,PP,NYI,91 J.TAVARES(13),47 A.MACDONALD(10),51 F.NIELSEN(14)
2010,20583,5,2,186,EV,NYI,26 M.MOULSON(14),36 T.HAMONIC(5),28 Z.KONOPKA(5)
2010,20583,6,2,802,EV,CGY,25 D.MOSS(6),15 T.JACKMAN(5),
2010,20583,7,3,1134,EV-EN,NYI,40 M.GRABNER(9),4 M.EATON(3),
2010,20584,1,1,268,EV,LA,26 M.HANDZUS(5),3 J.JOHNSON(23),53 A.MARTINEZ(2)
2010,20584,2,1,1122,PP,CHI,81 M.HOSSA(9),82 T.KOPECKY(17),10 P.SHARP(18)
2010,20584,3,2,431,PP,CHI,10 P.SHARP(22),88 P.KANE(18),19 J.TOEWS(19)
2010,20584,4,2,1097,EV,LA,94 R.SMYTH(15),14 J.WILLIAMS(18),
2010,20584,5,3,267,EV,CHI,10 P.SHARP(23),82 T.KOPECKY(18),
2010,20584,6,3,762,PP,LA,94 R.SMYTH(16),3 J.JOHNSON(24),11 A.KOPITAR(27)
2010,20584,7,3,873,EV,CHI,19 J.TOEWS(16),unassisted,
2010,20585,1,1,369,EV,VAN,22 D.SEDIN(21),33 H.SEDIN(41),14 A.BURROWS(11)
2010,20585,2,2,308,EV,SJ,29 R.CLOWE(11),60 J.DEMERS(11),78 B.FERRIERO(4)
2010,20585,3,2,494,PP,VAN,23 A.EDLER(3),5 C.EHRHOFF(15),22 D.SEDIN(28)
2010,20585,4,2,738,PP,SJ,12 P.MARLEAU(15),15 D.HEATLEY(21),22 D.BOYLE(24)
2010,20585,5,2,921,EV,SJ,10 J.MAYERS(2),15 D.HEATLEY(22),40 K.HUSKINS(5)
2010,20585,6,2,1115,EV,VAN,36 J.HANSEN(5),17 R.KESLER(16),21 M.RAYMOND(12)
2010,20585,7,3,537,EV,VAN,14 A.BURROWS(8),5 C.EHRHOFF(16),4 K.BALLARD(2)
2010,20586,1,1,698,EV,MIN,22 C.CLUTTERBUCK(11),unassisted,
2010,20586,2,2,187,EV,NJ,17 I.KOVALCHUK(10),19 T.ZAJAC(15),32 N.PALMIERI(1)
2010,20586,3,3,74,EV,MIN,4 C.STONER(1),24 M.HAVLAT(27),96 P.BOUCHARD(7)
2010,20587,1,0,174,EV,TB,26 M.ST LOUIS(17),4 V.LECAVALIER(10),13 P.KUBINA(12)
2010,20588,1,1,856,EV,COL,34 D.WINNIK(7),39 T.GALIARDI(5),31 P.BUDAJ(1)
2010,20588,2,1,889,PP,BUF,26 T.VANEK(15),21 D.STAFFORD(6),19 T.CONNOLLY(11)
2010,20588,3,1,963,SH,COL,37 R.O'REILLY(5),34 D.WINNIK(9),
2010,20588,4,3,268,EV,BUF,55 J.HECHT(5),29 J.POMINVILLE(12),26 T.VANEK(14)
2010,20588,5,3,331,EV,BUF,4 S.MONTADOR(4),21 D.STAFFORD(7),28 P.GAUSTAD(9)
2010,20588,6,3,362,EV,COL,9 M.DUCHENE(16),14 T.FLEISCHMANN(14),23 M.HEJDUK(22)
2010,20588,7,0,257,PP,COL,54 D.JONES(13),14 T.FLEISCHMANN(15),44 R.WILSON(7)
2010,20589,1,1,223,EV,DET,40 H.ZETTERBERG(15),5 N.LIDSTROM(27),20 D.MILLER(5)
2010,20589,2,1,698,EV,EDM,67 G.BRULE(5),85 L.REDDOX(1),23 L.OMARK(5)
2010,20589,3,2,400,EV,DET,44 T.BERTUZZI(6),26 J.HUDLER(8),51 V.FILPPULA(14)
2010,20589,4,2,643,EV,DET,33 K.DRAPER(3),43 D.HELM(11),28 B.RAFALSKI(26)
2010,20589,5,3,294,EV,EDM,49 T.PECKHAM(2),89 S.GAGNER(16),83 A.HEMSKY(14)
2010,20589,6,3,691,EV,EDM,89 S.GAGNER(10),83 A.HEMSKY(15),
2010,20589,7,3,1030,EV,DET,44 T.BERTUZZI(7),55 N.KRONWALL(13),51 V.FILPPULA(15)
2010,20589,8,3,1074,EV,DET,43 D.HELM(3),8 J.ABDELKADER(6),5 N.LIDSTROM(28)
2010,20590,1,2,400,EV,PHX,8 S.UPSHALL(11),20 E.BELANGER(14),19 S.DOAN(17)
2010,20590,2,2,577,EV,PHX,18 S.LEPISTO(3),11 M.HANZAL(5),17 R.VRBATA(14)
2010,20590,3,2,717,EV,CBJ,18 R.UMBERGER(14),61 R.NASH(14),16 D.BRASSARD(16)
2010,20590,4,3,471,PP,CBJ,93 J.VORACEK(8),16 D.BRASSARD(17),51 F.TYUTIN(8)
2010,20590,5,3,671,EV,PHX,19 S.DOAN(10),3 K.YANDLE(24),20 E.BELANGER(15)
2010,20590,6,3,723,EV,PHX,38 V.FIDDLER(4),33 A.AUCOIN(14),14 T.PYATT(4)
2010,20591,1,3,521,EV,NYR,97 M.GILROY(3),36 M.ZUCCARELLO(2),17 B.DUBINSKY(17)
2010,20591,2,3,826,EV,CAR,12 E.STAAL(19),77 J.CORVO(10),6 T.GLEASON(8)
2010,20591,3,0,189,EV,NYR,36 M.ZUCCARELLO(1),17 B.DUBINSKY(18),30 H.LUNDQVIST(2)
2010,20592,1,1,7,EV,PIT,71 E.MALKIN(15),unassisted,
2010,20592,2,1,143,EV,PIT,18 C.CONNER(5),6 B.LOVEJOY(4),24 M.COOKE(11)
2010,20592,3,1,437,EV,PIT,48 T.KENNEDY(6),58 K.LETANG(28),
2010,20592,4,1,462,EV,PIT,14 C.KUNITZ(11),87 S.CROSBY(34),9 P.DUPUIS(10)
2010,20592,5,1,1136,PP,PIT,14 C.KUNITZ(12),3 A.GOLIGOSKI(13),58 K.LETANG(29)
2010,20592,6,2,774,EV,PIT,10 M.LETESTU(9),48 T.KENNEDY(12),3 A.GOLIGOSKI(14)
2010,20592,7,2,1189,PP,PIT,14 C.KUNITZ(13),3 A.GOLIGOSKI(15),58 K.LETANG(30)
2010,20592,8,3,145,EV,TB,18 A.HALL(5),44 N.THOMPSON(9),42 D.TYRELL(6)
2010,20592,9,3,218,EV,PIT,3 A.GOLIGOSKI(7),18 C.CONNER(4),6 B.LOVEJOY(5)
