GameNumber,EventNumber,TeamCode,PlayerNumber,PlayerLName,ShotType,Zone,Length,Season
20681,354,FLA,13,SANTORELLI,Snap,O,12,2010
20681,356,ATL,10,LITTLE,Snap,O,27,2010
20681,358,ATL,8,BURMISTROV,Snap,O,22,2010
20682,33,LA,14,WILLIAMS,Deflected,O,9,2010
20682,163,DAL,21,ERIKSSON,Tip-In,O,20,2010
20682,197,DAL,15,LANGENBRUNNER,Wrist,O,9,2010
20683,18,MTL,58,DESHARNAIS,Tip-In,O,9,2010
20683,147,BUF,63,ENNIS,Wrist,O,11,2010
20683,292,BUF,29,POMINVILLE,Wrist,O,16,2010
20684,7,PHI,17,CARTER,Wrap-around,O,5,2010
20684,137,PHI,28,GIROUX,Wrist,O,5,2010
20684,220,WSH,22,KNUBLE,Wrist,O,3,2010
20684,223,WSH,8,OVECHKIN,Wrist,O,8,2010
20684,280,PHI,41,MESZAROS,Slap,O,42,2010
20685,22,PIT,11,STAAL,Wrist,O,8,2010
20685,70,PIT,18,CONNER,Penalty Sho,N,11,2010
20685,186,DET,93,FRANZEN,Wrist,O,15,2010
20685,189,PIT,14,KUNITZ,Wrist,O,20,2010
20685,280,PIT,24,COOKE,Wrist,O,22,2010
20686,16,BOS,55,BOYCHUK,Slap,O,60,2010
20686,124,CAR,36,JOKINEN,Wrist,O,6,2010
20686,292,BOS,63,MARCHAND,Backhand,O,8,2010
20686,333,CAR,59,LAROSE,Wrist,O,8,2010
20686,339,BOS,17,LUCIC,Snap,O,14,2010
20687,81,ANA,10,PERRY,Backhand,O,17,2010
20687,195,OTT,12,FISHER,Backhand,O,8,2010
20687,330,ANA,9,RYAN,Snap,O,18,2010
20688,43,CBJ,18,UMBERGER,Wrist,O,19,2010
20688,94,TB,91,STAMKOS,Snap,O,32,2010
20688,178,TB,91,STAMKOS,Slap,O,55,2010
20688,188,CBJ,16,BRASSARD,Wrist,O,11,2010
20688,329,TB,6,MALONE,Wrist,O,22,2010
20689,63,STL,21,BERGLUND,Snap,O,10,2010
20689,189,LA,13,CLIFFORD,Slap,O,64,2010
20689,264,STL,6,JOHNSON,Wrist,O,57,2010
20690,16,VAN,23,EDLER,Slap,O,52,2010
20690,86,COL,4,LILES,Wrist,O,32,2010
20690,174,VAN,17,KESLER,Tip-In,O,13,2010
20690,190,COL,54,JONES,Wrist,O,15,2010
20690,222,VAN,25,SHIROKOV,Backhand,O,12,2010
20690,227,COL,23,HEJDUK,Deflected,O,11,2010
20690,336,COL,54,JONES,Wrist,O,14,2010
20691,8,MIN,7,CULLEN,Backhand,O,10,2010
20691,19,MIN,8,BURNS,Wrist,O,58,2010
20691,247,MIN,96,BOUCHARD,Wrist,O,31,2010
20691,269,MIN,15,BRUNETTE,Wrist,O,11,2010
20691,294,EDM,91,PAAJARVI,Snap,O,30,2010
20692,49,NSH,71,DUMONT,Slap,O,35,2010
20692,52,NSH,27,HORNQVIST,Wrist,O,15,2010
20692,69,PHX,17,VRBATA,Wrist,O,7,2010
20692,87,PHX,22,STEMPNIAK,Backhand,O,11,2010
20692,177,NSH,71,DUMONT,Wrist,O,10,2010
20692,199,NSH,71,DUMONT,Wrist,O,12,2010
20692,260,NSH,27,HORNQVIST,Wrist,O,20,2010
20693,54,NYR,10,GABORIK,Wrist,O,6,2010
20693,62,NYR,22,BOYLE,Tip-In,O,10,2010
20693,66,NYR,10,GABORIK,Wrist,O,11,2010
20693,84,NYR,19,FEDOTENKO,Wrist,O,37,2010
20693,165,NYR,10,GABORIK,Wrist,O,16,2010
20693,180,NYR,10,GABORIK,Wrist,O,31,2010
20693,213,NYR,36,ZUCCARELLO,Snap,O,14,2010
20694,17,FLA,10,BOOTH,Wrist,O,20,2010
20694,46,FLA,61,STILLMAN,Tip-In,O,11,2010
20694,101,CBJ,51,TYUTIN,Slap,O,52,2010
20694,310,CBJ,50,VERMETTE,Tip-In,O,14,2010
20694,336,CBJ,18,UMBERGER,Tip-In,O,15,2010
20695,23,MIN,24,HAVLAT,Wrist,O,17,2010
20695,41,MIN,9,KOIVU,Wrist,O,35,2010
20695,189,MIN,11,MADDEN,Wrist,O,31,2010
20695,213,MIN,22,CLUTTERBUCK,Wrist,O,48,2010
20695,265,MIN,12,KOBASEW,Slap,O,8,2010
20695,290,MIN,24,HAVLAT,Wrist,O,12,2010
20696,61,BOS,44,SEIDENBERG,Slap,O,56,2010
20696,106,BUF,8,MCCORMICK,Wrist,O,32,2010
20696,124,BOS,11,CAMPBELL,Snap,O,22,2010
20696,150,BUF,42,GERBE,Wrist,O,30,2010
20696,211,BUF,26,VANEK,Snap,O,19,2010
20696,272,BUF,29,POMINVILLE,Tip-In,O,9,2010
20697,46,ANA,42,SEXTON,Wrist,O,36,2010
20697,75,TOR,16,MACARTHUR,Snap,O,14,2010
20697,134,ANA,64,MCMILLAN,Wrist,O,9,2010
20697,180,TOR,36,GUNNARSSON,Wrist,O,46,2010
20697,201,TOR,42,BOZAK,Slap,O,38,2010
20697,251,TOR,84,GRABOVSKI,Backhand,O,20,2010
20697,275,TOR,84,GRABOVSKI,Backhand,O,31,2010
20698,4,NJ,12,ROLSTON,Slap,O,47,2010
20698,44,NJ,32,PALMIERI,Backhand,O,15,2010
20699,17,WSH,25,CHIMERA,Tip-In,O,5,2010
20699,110,WSH,19,BACKSTROM,Backhand,O,11,2010
20699,121,NYI,40,GRABNER,Backhand,O,8,2010
20700,7,PHI,48,BRIERE,Slap,O,38,2010
20700,15,PHI,18,RICHARDS,Deflected,O,7,2010
20700,176,PHI,18,RICHARDS,Wrist,O,23,2010
20700,181,OTT,9,MICHALEK,Snap,O,26,2010
20700,188,OTT,71,FOLIGNO,Backhand,O,6,2010
20700,230,PHI,19,HARTNELL,Wrist,O,5,2010
20700,242,PHI,21,VANRIEMSDYK,Wrist,O,24,2010
20700,259,PHI,41,MESZAROS,Slap,O,41,2010
20701,41,CAR,59,LAROSE,Wrist,O,11,2010
20701,95,CAR,36,JOKINEN,Tip-In,O,10,2010
20701,165,CAR,16,SUTTER,Backhand,O,5,2010
20701,313,NYR,8,PRUST,Snap,O,19,2010
20701,335,CAR,53,SKINNER,Tip-In,O,9,2010
20702,28,ATL,18,BERGFORS,Snap,O,17,2010
20702,79,TB,91,STAMKOS,Tip-In,O,9,2010
20702,169,ATL,22,STEWART,Snap,O,16,2010
20702,205,TB,91,STAMKOS,Wrist,O,10,2010
20702,305,ATL,10,LITTLE,Wrist,O,14,2010
20702,309,TB,18,HALL,Wrist,O,27,2010
20702,313,TB,19,MOORE,Backhand,O,13,2010
20703,68,DET,17,EAVES,Snap,O,13,2010
20703,128,DET,44,BERTUZZI,Wrist,O,13,2010
20703,141,DET,4,KINDL,Wrist,O,20,2010
20703,149,STL,74,OSHIE,Wrist,O,21,2010
20703,216,STL,21,BERGLUND,Snap,O,24,2010
20703,241,STL,42,BACKES,Backhand,O,14,2010
20703,277,DET,43,HELM,Snap,O,19,2010
20704,10,NSH,74,KOSTITSYN,Wrist,O,39,2010
20704,72,NSH,4,FRANSON,Snap,O,43,2010
20704,183,NSH,24,HALISCHUK,Wrap-around,O,6,2010
20704,190,NSH,11,LEGWAND,Snap,O,39,2010
20704,211,NSH,33,WILSON,Backhand,O,15,2010
20704,239,COL,9,DUCHENE,Wrist,O,9,2010
20705,71,DAL,14,BENN,Backhand,O,8,2010
20705,85,EDM,28,JONES,Deflected,O,8,2010
20705,160,DAL,63,RIBEIRO,Wrist,O,20,2010
20705,197,DAL,18,NEAL,Snap,O,9,2010
20705,225,EDM,58,PETRY,Slap,O,55,2010
20705,315,DAL,16,BURISH,Slap,D,159,2010
20706,54,VAN,33,SEDIN,Deflected,O,9,2010
20706,188,SJ,39,COUTURE,Wrist,O,17,2010
20706,354,SJ,8,PAVELSKI,Wrist,O,21,2010
20707,148,PHX,11,HANZAL,Backhand,O,9,2010
20707,156,PHX,22,STEMPNIAK,Snap,O,28,2010
20708,43,NYI,40,GRABNER,Deflected,O,12,2010
20708,53,NYI,26,MOULSON,Tip-In,O,21,2010
20708,180,NYI,15,PARENTEAU,Wrist,O,25,2010
20708,269,NYI,38,HILLEN,Wrist,O,8,2010
20708,281,BUF,42,GERBE,Backhand,O,20,2010
20708,283,BUF,42,GERBE,Snap,O,14,2010
20708,301,NYI,40,GRABNER,Wrist,O,14,2010
20709,15,MTL,57,POULIOT,Wrist,O,15,2010
20709,29,MTL,14,PLEKANEC,Slap,O,40,2010
20709,64,OTT,22,KELLY,Backhand,O,9,2010
20709,128,MTL,21,GIONTA,Snap,O,14,2010
20709,157,MTL,67,PACIORETTY,Wrist,O,18,2010
20709,174,MTL,14,PLEKANEC,Snap,O,23,2010
20709,227,MTL,46,KOSTITSYN,Wrist,O,19,2010
20709,282,MTL,76,SUBBAN,Slap,O,42,2010
20710,11,FLA,61,STILLMAN,Wrist,O,13,2010
20710,71,TB,9,DOWNIE,Snap,O,24,2010
20710,335,TB,19,MOORE,Wrist,O,7,2010
20711,19,CGY,40,TANGUAY,Wrist,O,6,2010
20711,47,DAL,10,MORROW,Snap,O,14,2010
20711,63,DAL,91,RICHARDS,Wrist,O,25,2010
20711,80,CGY,13,JOKINEN,Wrist,O,31,2010
20711,165,CGY,11,BACKLUND,Tip-In,O,13,2010
20711,188,CGY,25,MOSS,Wrist,O,21,2010
20711,192,CGY,8,MORRISON,Wrist,O,25,2010
20711,196,DAL,2,GROSSMAN,Wrist,O,58,2010
20711,210,DAL,18,NEAL,Wrist,O,21,2010
20711,220,CGY,12,IGINLA,Wrist,O,6,2010
20711,261,CGY,25,MOSS,Wrist,O,9,2010
20712,24,NJ,7,TALLINDER,Slap,O,61,2010
20712,52,NJ,26,ELIAS,Wrist,O,5,2010
20712,184,PHI,21,VANRIEMSDYK,Tip-In,O,6,2010
20712,277,NJ,26,ELIAS,Wrist,O,12,2010
20713,48,DET,48,EMMERTON,Wrist,O,54,2010
20713,88,CHI,36,BOLLAND,Wrist,O,14,2010
20713,167,CHI,82,KOPECKY,Tip-In,O,9,2010
20713,200,CHI,82,KOPECKY,Wrist,O,11,2010
20713,277,CHI,22,BROUWER,Snap,O,23,2010
20714,8,COL,26,STASTNY,Deflected,O,12,2010
20714,47,BOS,63,MARCHAND,Wrist,O,22,2010
20714,59,BOS,17,LUCIC,Backhand,O,16,2010
20714,178,BOS,28,RECCHI,Wrist,O,29,2010
20714,202,BOS,17,LUCIC,Wrist,O,17,2010
20714,223,COL,8,SHATTENKIRK,Wrist,O,22,2010
20714,273,BOS,37,BERGERON,Backhand,O,25,2010
20714,311,BOS,63,MARCHAND,Wrist,D,146,2010
20715,79,WSH,8,OVECHKIN,Slap,O,9,2010
20715,229,WSH,8,OVECHKIN,Wrist,O,27,2010
20715,242,TOR,37,BRENT,Snap,O,16,2010
20715,273,WSH,26,HENDRICKS,Backhand,O,18,2010
20715,333,WSH,8,OVECHKIN,Wrist,O,30,2010
20716,69,ANA,4,FOWLER,Slap,O,58,2010
20716,124,MTL,67,PACIORETTY,Wrist,O,10,2010
20716,167,ANA,9,RYAN,Tip-In,O,7,2010
20716,188,ANA,10,PERRY,Wrist,O,9,2010
20716,272,MTL,52,DARCHE,Tip-In,O,14,2010
20716,293,MTL,67,PACIORETTY,Backhand,O,8,2010
20716,319,ANA,9,RYAN,Wrist,O,19,2010
20717,198,PIT,15,JEFFREY,Snap,O,47,2010
20717,227,PIT,10,LETESTU,Wrist,O,23,2010
20717,256,PIT,9,DUPUIS,Backhand,O,15,2010
20717,286,CAR,14,SAMSONOV,Snap,O,34,2010
20717,303,CAR,12,STAAL,Wrist,O,14,2010
20718,39,ATL,80,ANTROPOV,Tip-In,O,12,2010
20718,115,NYR,86,WOLSKI,Wrist,O,11,2010
20718,187,ATL,22,STEWART,Wrist,O,13,2010
20718,259,NYR,22,BOYLE,Wrist,O,14,2010
20718,293,NYR,36,ZUCCARELLO,Wrist,O,10,2010
20719,36,STL,4,BREWER,Deflected,O,14,2010
20719,44,STL,21,BERGLUND,Slap,O,37,2010
20719,64,CBJ,50,VERMETTE,Wrist,O,9,2010
20719,140,CBJ,40,BOLL,Backhand,O,13,2010
20719,215,CBJ,17,MURRAY,Deflected,O,21,2010
20719,276,CBJ,61,NASH,Snap,O,16,2010
20719,278,CBJ,51,TYUTIN,Slap,N,115,2010
20720,12,LA,14,WILLIAMS,Wrist,O,11,2010
20720,56,LA,8,DOUGHTY,Slap,O,46,2010
20720,101,LA,53,MARTINEZ,Slap,O,48,2010
20720,104,PHX,22,STEMPNIAK,Wrist,O,44,2010
20720,147,PHX,11,HANZAL,Backhand,O,12,2010
20720,218,PHX,22,STEMPNIAK,Wrist,O,42,2010
20720,254,LA,28,STOLL,Backhand,O,11,2010
20721,21,VAN,23,EDLER,Slap,O,49,2010
20721,58,CGY,8,MORRISON,Wrist,O,7,2010
20721,62,CGY,20,GLENCROSS,Backhand,O,8,2010
20721,123,VAN,23,EDLER,Wrist,O,41,2010
20721,267,CGY,15,JACKMAN,Wrist,O,13,2010
20721,277,VAN,17,KESLER,Wrist,O,47,2010
20721,359,VAN,10,TAMBELLINI,Wrist,O,21,2010
20721,361,CGY,17,BOURQUE,Wrist,O,18,2010
20721,365,CGY,40,TANGUAY,Backhand,O,14,2010
20722,45,SJ,39,COUTURE,Snap,O,35,2010
20722,61,MIN,9,KOIVU,Slap,O,33,2010
20722,107,SJ,16,SETOGUCHI,Slap,O,9,2010
20722,127,SJ,16,SETOGUCHI,Tip-In,O,14,2010
20722,137,MIN,9,KOIVU,Backhand,O,25,2010
20722,239,SJ,78,FERRIERO,Wrist,O,9,2010
20722,305,MIN,8,BURNS,Wrist,O,17,2010
20723,19,NJ,17,KOVALCHUK,Tip-In,O,16,2010
20723,78,NJ,25,ARNOTT,Backhand,O,14,2010
20723,117,FLA,18,MATTHIAS,Wrist,O,19,2010
20723,134,NJ,12,ROLSTON,Slap,O,57,2010
20723,154,NJ,26,ELIAS,Wrist,O,24,2010
20723,187,FLA,19,REASONER,Wrist,O,11,2010
20723,231,NJ,25,ARNOTT,Wrist,O,46,2010
20724,5,BUF,28,GAUSTAD,Tip-In,O,10,2010
20724,120,NYI,26,MOULSON,Snap,O,10,2010
20724,135,BUF,63,ENNIS,Backhand,O,12,2010
20724,185,NYI,26,MOULSON,Tip-In,O,11,2010
20724,223,BUF,42,GERBE,Snap,O,16,2010
20724,234,BUF,57,MYERS,Tip-In,O,9,2010
20724,288,NYI,38,HILLEN,Wrist,O,56,2010
20724,302,BUF,29,POMINVILLE,Wrist,O,60,2010
20725,108,PHI,17,CARTER,Wrist,O,7,2010
20725,245,PHI,93,ZHERDEV,Wrap-around,O,7,2010
20725,258,PHI,17,CARTER,Tip-In,O,6,2010
20725,265,CHI,81,HOSSA,Penalty Sho,N,11,2010
20725,317,PHI,19,HARTNELL,Backhand,O,41,2010
20726,129,TB,44,THOMPSON,Snap,O,43,2010
20726,137,TB,42,TYRELL,Snap,O,49,2010
20726,152,TB,91,STAMKOS,Tip-In,O,17,2010
20726,170,TB,26,STLOUIS,Wrist,O,18,2010
20726,210,TB,12,GAGNE,Wrist,O,19,2010
20726,242,TB,13,KUBINA,Slap,O,56,2010
20726,269,TB,12,GAGNE,Wrist,O,13,2010
20726,287,ATL,47,PEVERLEY,Snap,O,46,2010
20727,55,NSH,52,SULZER,Snap,O,18,2010
20727,203,EDM,13,COGLIANO,Backhand,O,14,2010
20727,270,NSH,29,WARD,Tip-In,O,23,2010
20727,280,EDM,4,HALL,Snap,O,15,2010
20727,329,NSH,4,FRANSON,Snap,O,14,2010
20728,100,WSH,26,HENDRICKS,Tip-In,O,27,2010
20728,242,NYR,10,GABORIK,Deflected,O,10,2010
20728,301,NYR,86,WOLSKI,Backhand,O,14,2010
20728,302,WSH,26,HENDRICKS,Wrist,O,14,2010
20728,303,NYR,36,ZUCCARELLO,Wrist,O,18,2010
20728,304,WSH,19,BACKSTROM,Wrist,O,21,2010
20728,307,NYR,42,ANISIMOV,Backhand,O,13,2010
20729,62,CAR,77,CORVO,Tip-In,O,15,2010
20729,101,TOR,15,KABERLE,Backhand,O,12,2010
20729,177,CAR,4,MCBAIN,Slap,O,66,2010
20729,243,CAR,16,SUTTER,Backhand,O,8,2010
20729,248,TOR,37,BRENT,Backhand,O,27,2010
20729,259,TOR,37,BRENT,Wrist,O,13,2010
20729,279,CAR,16,SUTTER,Snap,O,23,2010
20729,295,CAR,53,SKINNER,Snap,O,26,2010
20729,308,TOR,18,BROWN,Tip-In,O,8,2010
20729,330,CAR,26,COLE,Wrist,N,89,2010
20730,57,CGY,20,GLENCROSS,Wrist,O,16,2010
20730,139,NSH,11,LEGWAND,Wrist,O,3,2010
20730,151,CGY,12,IGINLA,Wrist,O,13,2010
20730,236,CGY,8,MORRISON,Wrist,O,11,2010
20731,115,COL,18,YIP,Snap,O,37,2010
20731,145,STL,18,MCCLEMENT,Wrist,O,33,2010
20731,163,STL,4,BREWER,Wrist,O,16,2010
20731,190,COL,18,YIP,Wrap-around,O,6,2010
20731,260,COL,8,SHATTENKIRK,Wrist,O,23,2010
20731,268,COL,29,STOA,Wrist,O,17,2010
20731,304,STL,42,BACKES,Wrist,O,21,2010
20732,9,VAN,14,BURROWS,Slap,O,55,2010
20732,40,DAL,91,RICHARDS,Backhand,O,7,2010
20732,50,VAN,17,KESLER,Deflected,O,8,2010
20732,62,VAN,5,EHRHOFF,Slap,O,56,2010
20732,143,VAN,26,SAMUELSSON,Wrist,O,28,2010
20732,184,VAN,33,SEDIN,Wrist,O,8,2010
20732,282,VAN,21,RAYMOND,Deflected,O,56,2010
20732,295,VAN,2,HAMHUIS,Wrist,O,35,2010
20733,60,LA,94,SMYTH,Wrist,O,8,2010
20733,267,LA,12,LOKTIONOV,Wrist,O,12,2010
20734,50,FLA,85,OLESZ,Slap,O,38,2010
20734,110,NYR,21,STEPAN,Backhand,O,10,2010
20734,113,FLA,4,ELLERBY,Wrist,O,52,2010
20734,119,FLA,13,SANTORELLI,Wrist,O,10,2010
20734,213,NYR,8,PRUST,Tip-In,O,11,2010
20734,228,NYR,22,BOYLE,Wrist,O,8,2010
20734,260,FLA,43,WEAVER,Slap,O,60,2010
20735,107,PHI,17,CARTER,Backhand,O,6,2010
20735,113,PHI,44,TIMONEN,Slap,O,48,2010
20735,125,PHI,13,CARCILLO,Backhand,O,12,2010
20735,203,MTL,58,DESHARNAIS,Slap,O,48,2010
20735,228,PHI,28,GIROUX,Wrist,O,6,2010
20735,334,MTL,52,DARCHE,Tip-In,O,6,2010
20735,365,PHI,48,BRIERE,Wrist,N,93,2010
20736,221,PIT,27,ADAMS,Wrist,O,19,2010
20737,14,ANA,8,SELANNE,Wrist,O,10,2010
20737,18,ANA,4,FOWLER,Slap,O,48,2010
20737,79,CBJ,61,NASH,Wrist,O,27,2010
20737,226,ANA,33,BLAKE,Backhand,O,9,2010
20737,250,CBJ,16,BRASSARD,Wrist,O,12,2010
20738,25,OTT,22,KELLY,Wrist,O,8,2010
20738,53,BUF,24,BYRON,Wrist,O,8,2010
20738,85,BUF,55,HECHT,Backhand,O,14,2010
20738,271,OTT,55,GONCHAR,Slap,O,63,2010
20738,313,BUF,27,MORRISONN,Wrist,O,8,2010
20739,30,TB,12,GAGNE,Wrist,O,21,2010
20739,75,TB,16,PURCELL,Wrist,O,13,2010
20740,6,MIN,24,HAVLAT,Wrist,O,27,2010
20740,14,CHI,10,SHARP,Wrist,O,25,2010
20740,47,CHI,22,BROUWER,Wrist,O,10,2010
20740,111,MIN,12,KOBASEW,Wrist,O,38,2010
20740,185,MIN,20,MIETTINEN,Tip-In,O,11,2010
20740,261,MIN,96,BOUCHARD,Backhand,O,11,2010
20741,30,PHX,8,UPSHALL,Slap,O,14,2010
20741,107,PHX,91,TURRIS,Wrist,O,26,2010
20741,124,EDM,22,JACQUES,Tip-In,O,10,2010
20741,192,EDM,4,HALL,Wrist,O,13,2010
20741,202,EDM,23,OMARK,Wrist,O,15,2010
20741,219,PHX,8,UPSHALL,Wrist,O,24,2010
20741,278,EDM,27,PENNER,Wrist,O,27,2010
20742,76,BOS,63,MARCHAND,Wrap-around,O,7,2010
20742,124,BOS,17,LUCIC,Snap,O,48,2010
20742,275,FLA,5,ALLEN,Wrist,O,18,2010
20743,76,CAR,11,BOYCHUK,Wrist,O,22,2010
20743,114,NYI,40,GRABNER,Backhand,O,9,2010
20743,147,CAR,12,STAAL,Snap,O,10,2010
20743,157,CAR,12,STAAL,Slap,O,67,2010
20743,287,CAR,16,SUTTER,Backhand,O,12,2010
20743,311,NYI,47,MACDONALD,Snap,O,43,2010
20744,143,ATL,80,ANTROPOV,Wrist,O,21,2010
20745,15,DET,43,HELM,Snap,O,22,2010
20745,38,NJ,12,ROLSTON,Wrist,O,8,2010
20745,220,DET,51,FILPPULA,Wrist,O,18,2010
20745,286,DET,93,FRANZEN,Snap,O,24,2010
20746,51,DAL,16,BURISH,Wrist,O,21,2010
20746,113,DAL,10,MORROW,Wrist,O,8,2010
20746,150,DAL,10,MORROW,Wrist,O,8,2010
20746,204,EDM,27,PENNER,Wrist,O,11,2010
20747,11,COL,29,STOA,Wrist,O,41,2010
20747,19,PHX,8,UPSHALL,Wrist,O,51,2010
20747,62,PHX,3,YANDLE,Wrist,O,17,2010
20747,94,PHX,20,BELANGER,Wrist,O,7,2010
20747,271,PHX,91,TURRIS,Wrist,O,37,2010
20747,285,COL,9,DUCHENE,Wrist,O,31,2010
20747,303,PHX,20,BELANGER,Wrist,O,50,2010
20748,27,CGY,25,MOSS,Snap,O,26,2010
20748,97,CGY,25,MOSS,Deflected,O,7,2010
20748,180,CGY,7,PARDY,Wrist,O,14,2010
20748,231,STL,25,MCRAE,Wrist,O,7,2010
20748,285,CGY,12,IGINLA,Wrist,O,31,2010
20749,184,NSH,6,WEBER,Wrist,O,43,2010
20749,227,VAN,14,BURROWS,Backhand,O,11,2010
20749,239,VAN,57,SWEATT,Wrist,O,25,2010
20750,182,LA,94,SMYTH,Wrist,O,39,2010
20750,193,SJ,29,CLOWE,Wrist,O,36,2010
20750,197,SJ,16,SETOGUCHI,Backhand,O,10,2010
20750,241,LA,27,PONIKAROVSKY,Backhand,O,27,2010
20750,326,LA,28,STOLL,Wrist,O,25,2010
20751,34,TOR,32,VERSTEEG,Wrist,O,14,2010
20751,89,FLA,9,WEISS,Wrist,O,32,2010
20751,97,TOR,41,KULEMIN,Wrist,O,44,2010
20751,137,FLA,10,BOOTH,Backhand,O,16,2010
20751,151,TOR,84,GRABOVSKI,Deflected,O,19,2010
20751,290,FLA,61,STILLMAN,Tip-In,O,10,2010
20751,330,FLA,10,BOOTH,Backhand,O,18,2010
20751,331,TOR,42,BOZAK,Wrist,O,14,2010
20751,333,TOR,9,ARMSTRONG,Backhand,O,14,2010
20752,71,NJ,32,PALMIERI,Backhand,O,9,2010
20752,89,OTT,27,KOVALEV,Wrist,O,10,2010
20752,207,NJ,8,ZUBRUS,Wrist,O,14,2010
20753,14,NYR,8,PRUST,Snap,O,12,2010
20753,124,NYR,42,ANISIMOV,Snap,O,14,2010
20753,151,PIT,15,JEFFREY,Slap,O,43,2010
20753,170,PIT,17,RUPP,Snap,O,10,2010
20753,184,PIT,14,KUNITZ,Tip-In,O,62,2010
20753,207,NYR,24,CALLAHAN,Tip-In,O,13,2010
20753,331,PIT,15,JEFFREY,Snap,O,32,2010
20754,10,WSH,85,PERREAULT,Wrist,O,21,2010
20754,36,WSH,22,KNUBLE,Wrist,O,8,2010
20754,135,MTL,21,GIONTA,Slap,O,37,2010
20754,187,MTL,21,GIONTA,Snap,O,21,2010
20754,316,MTL,21,GIONTA,Backhand,O,14,2010
20755,144,BOS,20,PAILLE,Tip-In,O,11,2010
20755,174,CAR,4,MCBAIN,Tip-In,O,8,2010
20755,243,BOS,18,HORTON,Wrist,O,13,2010
20755,254,BOS,37,BERGERON,Slap,O,64,2010
20755,272,CAR,77,CORVO,Slap,O,55,2010
20756,74,ATL,24,MEYER,Wrist,O,9,2010
20756,135,NYI,36,HAMONIC,Snap,O,49,2010
20756,189,NYI,21,OKPOSO,Wrist,O,9,2010
20756,195,NYI,15,PARENTEAU,Snap,O,29,2010
20756,277,NYI,21,OKPOSO,Wrist,O,13,2010
20757,16,CBJ,15,DORSETT,Backhand,O,10,2010
20757,43,CHI,8,LEDDY,Wrist,O,22,2010
20757,86,CHI,2,KEITH,Slap,O,34,2010
20757,110,CBJ,16,BRASSARD,Wrist,O,13,2010
20757,114,CBJ,26,PAHLSSON,Deflected,O,42,2010
20757,128,CHI,25,STALBERG,Tip-In,O,8,2010
20757,165,CHI,88,KANE,Snap,O,17,2010
20757,211,CHI,19,TOEWS,Wrist,O,19,2010
20757,268,CHI,36,BOLLAND,Wrist,O,31,2010
20757,273,CBJ,11,CALVERT,Tip-In,O,11,2010
20757,294,CHI,81,HOSSA,Tip-In,O,11,2010
20758,4,TB,16,PURCELL,Wrist,O,17,2010
20758,8,TB,16,PURCELL,Wrist,O,25,2010
20758,85,TB,9,DOWNIE,Wrist,O,24,2010
20758,280,TB,91,STAMKOS,Snap,O,21,2010
20759,16,COL,54,JONES,Tip-In,O,14,2010
20759,52,COL,23,HEJDUK,Tip-In,O,9,2010
20759,68,STL,21,BERGLUND,Tip-In,O,8,2010
20759,180,STL,25,STEWART,Wrist,O,32,2010
20759,267,COL,6,JOHNSON,Wrist,O,34,2010
20759,280,COL,26,STASTNY,Backhand,O,15,2010
20759,282,STL,25,STEWART,Deflected,O,7,2010
20760,37,NSH,10,ERAT,Tip-In,O,9,2010
20760,188,CGY,18,STAJAN,Slap,O,43,2010
20760,197,NSH,27,HORNQVIST,Wrist,O,22,2010
20760,209,CGY,6,SARICH,Snap,O,26,2010
20760,278,CGY,17,BOURQUE,Wrist,O,10,2010
20761,282,MIN,96,BOUCHARD,Backhand,O,12,2010
20762,134,VAN,26,SAMUELSSON,Wrist,O,34,2010
20762,153,VAN,5,EHRHOFF,Slap,O,45,2010
20762,177,DAL,21,ERIKSSON,Wrist,O,26,2010
20762,227,VAN,17,KESLER,Wrist,O,20,2010
20762,333,VAN,14,BURROWS,Backhand,O,9,2010
20763,91,PHX,17,VRBATA,Tip-In,O,23,2010
20763,106,PHX,3,YANDLE,Slap,O,44,2010
20763,183,PHX,12,BISSONNETTE,Slap,O,23,2010
20763,220,SJ,8,PAVELSKI,Backhand,O,8,2010
20763,229,SJ,8,PAVELSKI,Slap,O,10,2010
20763,255,SJ,20,WELLWOOD,Slap,O,9,2010
20763,293,SJ,12,MARLEAU,Wrist,O,10,2010
20763,323,SJ,19,THORNTON,Backhand,O,7,2010
20764,8,OTT,27,KOVALEV,Wrist,O,29,2010
20764,39,DET,93,FRANZEN,Wrist,O,7,2010
20764,43,DET,93,FRANZEN,Wrist,O,10,2010
20764,46,OTT,13,REGIN,Tip-In,O,6,2010
20764,56,OTT,14,CAMPOLI,Snap,O,30,2010
20764,151,DET,33,DRAPER,Wrist,O,13,2010
20764,154,DET,55,KRONWALL,Slap,O,58,2010
20764,157,OTT,9,MICHALEK,Wrist,O,12,2010
20764,203,DET,93,FRANZEN,Wrist,O,43,2010
20764,206,OTT,9,MICHALEK,Wrist,O,59,2010
20764,236,DET,93,FRANZEN,Wrist,O,13,2010
20764,293,DET,93,FRANZEN,Backhand,O,41,2010
20765,42,PIT,48,KENNEDY,Wrist,O,17,2010
20765,63,PIT,14,KUNITZ,Backhand,O,26,2010
20765,304,PIT,25,TALBOT,Wrist,N,85,2010
20766,45,FLA,75,TIMMINS,Backhand,O,19,2010
20766,139,MTL,15,HALPERN,Tip-In,O,10,2010
20766,270,MTL,14,PLEKANEC,Wrist,O,30,2010
20766,305,MTL,21,GIONTA,Wrist,O,9,2010
20766,344,FLA,9,WEISS,Wrist,O,14,2010
