GameNumber,EventNumber,TeamCode,PlayerNumber,PlayerLName,ShotType,Zone,Length,Season
20001,35,TOR,37,BRENT,Tip-In,O,22,2010
20001,49,TOR,81,KESSEL,Wrist,O,14,2010
20001,68,MTL,17,BOYD,Snap,O,11,2010
20001,223,TOR,16,MACARTHUR,Backhand,O,21,2010
20001,232,MTL,15,HALPERN,Snap,O,11,2010
20002,146,PHI,48,BRIERE,Tip-In,O,17,2010
20002,207,PHI,11,BETTS,Wrist,O,7,2010
20002,228,PIT,48,KENNEDY,Snap,O,21,2010
20002,250,PHI,28,GIROUX,Wrist,O,11,2010
20002,252,PIT,3,GOLIGOSKI,Tip-In,O,16,2010
20003,18,MIN,48,LATENDRESSE,Wrist,O,12,2010
20003,114,CAR,16,SUTTER,Tip-In,O,10,2010
20003,161,CAR,33,BABCHUK,Backhand,O,10,2010
20003,185,MIN,7,CULLEN,Wrist,O,16,2010
20003,195,CAR,36,JOKINEN,Wrist,O,36,2010
20003,229,CAR,16,SUTTER,Deflected,O,11,2010
20003,330,MIN,8,BURNS,Wrist,O,12,2010
20004,22,CHI,29,BICKELL,Wrist,O,36,2010
20004,83,COL,25,STEWART,Wrist,O,10,2010
20004,135,COL,9,DUCHENE,Tip-In,O,32,2010
20004,180,COL,26,STASTNY,Snap,O,19,2010
20004,200,CHI,81,HOSSA,Wrist,O,7,2010
20004,262,CHI,10,SHARP,Wrist,O,14,2010
20004,322,COL,26,STASTNY,Wrist,O,16,2010
20005,57,EDM,67,BRULE,Wrist,O,27,2010
20005,256,EDM,14,EBERLE,Backhand,O,8,2010
20005,261,EDM,83,HEMSKY,Slap,O,36,2010
20005,285,EDM,10,HORCOFF,Snap,O,27,2010
20006,13,SJ,17,MITCHELL,Backhand,O,6,2010
20006,63,SJ,19,THORNTON,Slap,O,54,2010
20006,90,CBJ,20,HUSELIUS,Wrist,O,22,2010
20006,93,CBJ,18,UMBERGER,Deflected,O,11,2010
20006,263,SJ,39,COUTURE,Wrist,O,33,2010
20007,16,NJ,19,ZAJAC,Wrist,O,7,2010
20007,33,NJ,9,PARISE,Snap,O,40,2010
20007,49,DAL,10,MORROW,Snap,O,12,2010
20007,104,DAL,21,ERIKSSON,Wrist,O,7,2010
20007,127,NJ,25,ARNOTT,Slap,O,53,2010
20007,133,DAL,91,RICHARDS,Wrist,O,13,2010
20007,222,DAL,21,ERIKSSON,Snap,O,28,2010
20008,100,MIN,15,BRUNETTE,Backhand,O,9,2010
20008,131,CAR,15,RUUTU,Wrist,O,13,2010
20008,359,CAR,53,SKINNER,Wrist,O,9,2010
20009,30,DET,93,FRANZEN,Snap,O,28,2010
20009,35,DET,90,MODANO,Snap,O,42,2010
20009,130,DET,13,DATSYUK,Tip-In,O,15,2010
20009,187,DET,11,CLEARY,Tip-In,O,5,2010
20010,37,BUF,9,ROY,Backhand,O,11,2010
20010,199,OTT,22,KELLY,Snap,O,8,2010
20010,253,BUF,9,ROY,Tip-In,O,7,2010
20011,29,WSH,21,LAICH,Snap,O,10,2010
20011,62,ATL,9,KANE,Snap,O,39,2010
20011,195,ATL,16,LADD,Tip-In,O,14,2010
20011,212,ATL,9,KANE,Penalty Sho,N,12,2010
20011,258,WSH,22,KNUBLE,Snap,O,17,2010
20011,296,ATL,19,MODIN,Wrist,O,15,2010
20012,50,PHX,17,VRBATA,Wrist,O,7,2010
20012,132,PHX,14,PYATT,Wrist,O,19,2010
20012,191,PHX,8,UPSHALL,Wrist,O,19,2010
20012,216,PHX,20,BELANGER,Wrist,O,13,2010
20012,245,BOS,18,HORTON,Wrist,O,23,2010
20012,274,BOS,18,HORTON,Wrist,O,18,2010
20012,324,PHX,17,VRBATA,Wrist,N,65,2010
20013,56,NYR,21,STEPAN,Deflected,O,26,2010
20013,79,NYR,17,DUBINSKY,Tip-In,O,9,2010
20013,152,BUF,3,LEOPOLD,Slap,O,55,2010
20013,174,NYR,21,STEPAN,Wrist,O,10,2010
20013,205,NYR,21,STEPAN,Snap,O,20,2010
20013,220,NYR,26,CHRISTENSEN,Wrist,O,22,2010
20013,239,BUF,3,LEOPOLD,Slap,O,55,2010
20013,286,BUF,9,ROY,Wrist,O,10,2010
20013,303,NYR,17,DUBINSKY,Wrist,O,13,2010
20014,12,TOR,41,KULEMIN,Snap,O,27,2010
20014,53,TOR,81,KESSEL,Wrist,O,26,2010
20014,167,TOR,16,MACARTHUR,Wrist,O,33,2010
20014,231,TOR,32,VERSTEEG,Slap,O,16,2010
20014,245,TOR,37,BRENT,Wrist,O,20,2010
20014,255,OTT,19,SPEZZA,Snap,O,19,2010
20015,61,DAL,14,BENN,Wrist,O,6,2010
20015,75,DAL,3,ROBIDAS,Slap,O,54,2010
20015,157,NYI,20,WISNIEWSKI,Slap,O,57,2010
20015,190,DAL,10,MORROW,Snap,O,20,2010
20015,203,NYI,93,WEIGHT,Wrist,O,25,2010
20015,261,DAL,10,MORROW,Tip-In,O,12,2010
20015,267,NYI,57,COMEAU,Slap,O,59,2010
20015,318,NYI,26,MOULSON,Backhand,O,9,2010
20015,365,DAL,63,RIBEIRO,Wrist,O,9,2010
20016,83,MTL,13,CAMMALLERI,Snap,O,16,2010
20016,119,PIT,71,MALKIN,Snap,O,31,2010
20016,260,PIT,10,LETESTU,Wrist,O,25,2010
20016,297,MTL,13,CAMMALLERI,Tip-In,O,11,2010
20016,299,MTL,11,GOMEZ,Wrist,O,23,2010
20017,15,NJ,25,ARNOTT,Wrist,O,13,2010
20017,25,WSH,74,CARLSON,Snap,O,55,2010
20017,82,NJ,7,TALLINDER,Snap,O,20,2010
20017,124,WSH,14,FLEISCHMANN,Wrist,O,22,2010
20017,181,WSH,8,OVECHKIN,Wrist,O,35,2010
20017,195,WSH,25,CHIMERA,Snap,O,25,2010
20017,207,WSH,8,OVECHKIN,Penalty Sho,N,15,2010
20017,227,WSH,21,LAICH,Wrist,O,21,2010
20017,262,WSH,16,FEHR,Wrist,O,7,2010
20018,41,TB,9,DOWNIE,Wrist,O,14,2010
20018,62,TB,19,MOORE,Wrist,O,25,2010
20018,134,TB,4,LECAVALIER,Slap,O,59,2010
20018,147,TB,91,STAMKOS,Tip-In,O,18,2010
20018,206,ATL,39,ENSTROM,Slap,O,58,2010
20018,215,ATL,21,EAGER,Snap,O,36,2010
20018,250,ATL,27,THORBURN,Wrist,O,16,2010
20018,267,TB,91,STAMKOS,Tip-In,O,15,2010
20019,80,STL,22,BOYES,Deflected,O,14,2010
20019,200,PHI,48,BRIERE,Wrist,O,15,2010
20019,294,STL,28,COLAIACOVO,Slap,O,31,2010
20020,133,NSH,9,GOC,Wrist,O,22,2010
20020,140,ANA,11,KOIVU,Wrist,O,34,2010
20020,157,NSH,26,SULLIVAN,Slap,O,30,2010
20020,206,NSH,27,HORNQVIST,Tip-In,O,8,2010
20020,287,NSH,11,LEGWAND,Wrist,O,10,2010
20021,71,DET,51,FILPPULA,Tip-In,O,8,2010
20021,105,CHI,7,SEABROOK,Wrist,O,22,2010
20021,112,DET,44,BERTUZZI,Wrist,O,6,2010
20021,116,CHI,29,BICKELL,Wrist,O,31,2010
20021,254,DET,51,FILPPULA,Wrist,O,13,2010
20022,12,SJ,16,SETOGUCHI,Slap,O,36,2010
20022,19,CBJ,61,NASH,Wrist,O,22,2010
20022,212,CBJ,20,HUSELIUS,Wrist,O,39,2010
20022,223,SJ,19,THORNTON,Snap,O,34,2010
20022,290,CBJ,19,MOREAU,Wrist,O,32,2010
20023,163,VAN,5,EHRHOFF,Wrist,O,11,2010
20023,269,LA,14,WILLIAMS,Tip-In,O,12,2010
20024,181,BOS,17,LUCIC,Slap,O,46,2010
20024,213,BOS,18,HORTON,Wrist,O,25,2010
20024,271,BOS,19,SEGUIN,Backhand,O,11,2010
20025,137,CGY,20,GLENCROSS,Backhand,O,10,2010
20025,181,CGY,24,CONROY,Snap,O,49,2010
20025,238,LA,23,BROWN,Tip-In,O,20,2010
20025,257,CGY,10,HAGMAN,Wrist,O,36,2010
20026,97,EDM,27,PENNER,Tip-In,O,12,2010
20026,119,EDM,28,JONES,Tip-In,O,31,2010
20026,125,FLA,19,REASONER,Snap,O,52,2010
20026,135,EDM,10,HORCOFF,Deflected,O,9,2010
20026,190,FLA,19,REASONER,Wrist,O,9,2010
20027,85,PIT,3,GOLIGOSKI,Slap,O,60,2010
20027,101,PIT,10,LETESTU,Backhand,O,14,2010
20027,220,NJ,26,ELIAS,Snap,O,9,2010
20027,267,PIT,7,MARTIN,Wrist,O,9,2010
20028,72,NYI,57,COMEAU,Snap,O,10,2010
20028,84,NYR,17,DUBINSKY,Wrist,O,21,2010
20028,99,NYI,12,BAILEY,Wrist,O,12,2010
20028,162,NYR,4,DELZOTTO,Slap,O,60,2010
20028,182,NYR,5,GIRARDI,Wrist,O,56,2010
20028,222,NYI,26,MOULSON,Snap,O,6,2010
20028,293,NYR,42,ANISIMOV,Snap,O,40,2010
20028,314,NYI,15,PARENTEAU,Wrist,O,12,2010
20028,318,NYI,57,COMEAU,Snap,O,11,2010
20028,332,NYI,51,NIELSEN,Wrist,O,50,2010
20029,20,STL,42,BACKES,Wrist,O,10,2010
20029,22,STL,10,MCDONALD,Wrist,O,12,2010
20029,101,STL,26,CROMBEEN,Wrist,O,18,2010
20029,105,ANA,11,KOIVU,Wrist,O,15,2010
20029,156,STL,36,DAGOSTINI,Slap,O,52,2010
20029,268,STL,36,DAGOSTINI,Wrist,O,19,2010
20030,3,BUF,21,STAFFORD,Snap,O,28,2010
20030,11,BUF,9,ROY,Wrist,O,13,2010
20030,40,CHI,88,KANE,Wrist,O,48,2010
20030,111,CHI,8,LEDDY,Wrist,O,49,2010
20030,188,CHI,81,HOSSA,Slap,O,20,2010
20030,210,CHI,81,HOSSA,Wrist,O,33,2010
20030,219,BUF,19,CONNOLLY,Wrist,O,11,2010
20031,68,PHI,28,GIROUX,Backhand,O,6,2010
20031,88,PHI,17,CARTER,Backhand,O,7,2010
20031,148,COL,18,YIP,Slap,O,24,2010
20031,203,COL,23,HEJDUK,Wrist,D,176,2010
20031,270,PHI,17,CARTER,Backhand,O,18,2010
20031,279,PHI,36,POWE,Backhand,O,34,2010
20032,101,WSH,28,SEMIN,Wrist,O,11,2010
20032,149,OTT,73,RUUTU,Tip-In,O,12,2010
20032,155,WSH,16,FEHR,Wrist,O,12,2010
20032,227,OTT,26,SHANNON,Snap,O,15,2010
20032,292,WSH,8,OVECHKIN,Snap,O,49,2010
20033,64,VAN,22,SEDIN,Wrist,O,13,2010
20033,198,FLA,85,OLESZ,Deflected,O,38,2010
20033,294,VAN,22,SEDIN,Wrist,O,9,2010
20034,15,DET,93,FRANZEN,Snap,O,22,2010
20034,95,COL,54,JONES,Wrist,O,14,2010
20034,127,DET,13,DATSYUK,Tip-In,O,15,2010
20034,180,DET,93,FRANZEN,Snap,O,22,2010
20034,201,COL,37,OREILLY,Slap,O,48,2010
20034,234,COL,34,WINNIK,Snap,O,22,2010
20034,255,DET,17,EAVES,Snap,O,15,2010
20034,273,COL,54,JONES,Backhand,O,18,2010
20034,358,COL,18,YIP,Wrist,O,19,2010
20035,129,ATL,27,THORBURN,Wrist,O,12,2010
20035,240,LA,94,SMYTH,Backhand,O,11,2010
20035,255,LA,28,STOLL,Wrist,O,36,2010
20035,326,LA,94,SMYTH,Wrist,N,90,2010
20036,265,NJ,17,KOVALCHUK,Slap,O,29,2010
20037,19,NYI,25,NIEDERREITER,Wrist,O,23,2010
20037,183,WSH,8,OVECHKIN,Wrist,O,51,2010
20037,279,WSH,19,BACKSTROM,Tip-In,O,17,2010
20038,27,MTL,40,LAPIERRE,Wrist,O,34,2010
20038,109,MTL,14,PLEKANEC,Slap,O,40,2010
20038,132,TB,7,CLARK,Slap,O,56,2010
20038,260,TB,26,STLOUIS,Wrist,O,9,2010
20038,264,MTL,46,KOSTITSYN,Backhand,O,12,2010
20038,306,TB,91,STAMKOS,Wrist,O,13,2010
20038,332,TB,6,MALONE,Wrist,O,17,2010
20039,20,TOR,28,ORR,Tip-In,O,13,2010
20039,49,PIT,14,KUNITZ,Tip-In,O,10,2010
20039,71,PIT,25,TALBOT,Wrist,O,9,2010
20039,104,TOR,16,MACARTHUR,Snap,O,16,2010
20039,115,TOR,22,BEAUCHEMIN,Slap,O,45,2010
20039,141,TOR,16,MACARTHUR,Snap,O,14,2010
20039,175,PIT,87,CROSBY,Backhand,O,9,2010
20040,23,CHI,88,KANE,Wrist,O,26,2010
20040,32,NSH,26,SULLIVAN,Wrist,O,27,2010
20040,87,CHI,19,TOEWS,Wrist,O,18,2010
20040,189,NSH,33,WILSON,Snap,O,24,2010
20040,261,NSH,29,WARD,Wrist,O,11,2010
20041,21,ANA,15,GETZLAF,Wrist,O,21,2010
20041,29,VAN,22,SEDIN,Wrist,O,24,2010
20041,31,VAN,13,TORRES,Deflected,O,11,2010
20041,190,ANA,8,SELANNE,Wrist,O,20,2010
20041,250,VAN,5,EHRHOFF,Slap,O,60,2010
20041,275,ANA,10,PERRY,Tip-In,O,11,2010
20041,284,ANA,9,RYAN,Wrist,O,16,2010
20042,65,TB,91,STAMKOS,Wrist,O,6,2010
20042,79,PHI,93,ZHERDEV,Tip-In,O,7,2010
20042,159,TB,19,MOORE,Backhand,O,6,2010
20042,196,TB,13,KUBINA,Slap,O,61,2010
20042,239,PHI,48,BRIERE,Wrist,O,20,2010
20043,93,OTT,12,FISHER,Wrist,O,54,2010
20043,156,OTT,9,MICHALEK,Backhand,O,13,2010
20043,238,CAR,14,SAMSONOV,Snap,O,14,2010
20043,242,CAR,12,STAAL,Tip-In,O,8,2010
20043,263,OTT,12,FISHER,Slap,O,38,2010
20044,8,NSH,9,GOC,Wrist,O,23,2010
20044,73,NSH,26,SULLIVAN,Slap,O,18,2010
20044,81,STL,36,DAGOSTINI,Tip-In,O,7,2010
20044,83,NSH,26,SULLIVAN,Slap,O,35,2010
20044,153,STL,74,OSHIE,Backhand,O,14,2010
20044,186,NSH,27,HORNQVIST,Wrist,O,8,2010
20044,227,STL,21,BERGLUND,Wrist,O,25,2010
20045,41,MIN,20,MIETTINEN,Wrist,O,12,2010
20045,115,EDM,27,PENNER,Snap,O,39,2010
20045,146,EDM,77,GILBERT,Slap,O,53,2010
20045,177,MIN,9,KOIVU,Tip-In,O,9,2010
20045,184,MIN,9,KOIVU,Wrist,O,11,2010
20045,243,MIN,7,CULLEN,Slap,O,61,2010
20046,10,DAL,91,RICHARDS,Slap,O,56,2010
20046,109,DAL,21,ERIKSSON,Wrist,O,9,2010
20046,153,DAL,10,MORROW,Deflected,O,13,2010
20046,198,DAL,18,NEAL,Backhand,O,15,2010
20046,274,DET,55,KRONWALL,Wrist,O,17,2010
20047,18,FLA,14,DVORAK,Wrist,O,13,2010
20047,30,FLA,14,DVORAK,Slap,O,46,2010
20047,230,FLA,18,MATTHIAS,Snap,O,19,2010
20048,39,COL,55,MCLEOD,Snap,O,17,2010
20048,121,COL,39,GALIARDI,Wrist,O,12,2010
20048,135,NJ,20,TAORMINA,Slap,O,10,2010
20048,188,COL,25,STEWART,Slap,O,50,2010
20048,206,NJ,17,KOVALCHUK,Snap,O,33,2010
20049,33,NYR,33,ROZSIVAL,Wrist,O,47,2010
20049,118,TOR,16,MACARTHUR,Tip-In,O,17,2010
20049,125,TOR,8,KOMISAREK,Wrist,O,38,2010
20049,142,TOR,81,KESSEL,Snap,O,12,2010
20049,213,NYR,22,BOYLE,Wrist,O,24,2010
20049,230,NYR,22,BOYLE,Snap,O,34,2010
20049,318,TOR,81,KESSEL,Wrist,O,24,2010
20050,121,PIT,17,RUPP,Backhand,O,10,2010
20050,130,PIT,26,TANGRADI,Wrist,O,0,2010
20050,148,NYI,12,BAILEY,Wrist,O,8,2010
20050,154,NYI,24,MARTINEK,Wrist,O,22,2010
20050,298,PIT,3,GOLIGOSKI,Wrist,O,33,2010
20051,59,CHI,25,STALBERG,Wrist,O,12,2010
20051,64,CHI,81,HOSSA,Wrist,O,11,2010
20051,123,CBJ,18,UMBERGER,Backhand,O,9,2010
20051,168,CHI,10,SHARP,Snap,O,21,2010
20051,179,CHI,10,SHARP,Wrist,O,15,2010
20051,217,CHI,82,KOPECKY,Backhand,O,10,2010
20051,269,CBJ,20,HUSELIUS,Tip-In,O,17,2010
20052,105,MTL,45,PICARD,Deflected,O,29,2010
20052,183,MTL,26,GORGES,Slap,O,44,2010
20052,201,BUF,9,ROY,Wrist,O,10,2010
20053,5,ATL,22,STEWART,Slap,O,44,2010
20053,48,ANA,10,PERRY,Deflected,O,8,2010
20053,157,ANA,32,LYDMAN,Wrist,O,19,2010
20053,176,ATL,27,THORBURN,Deflected,O,15,2010
20053,202,ANA,8,SELANNE,Snap,O,11,2010
20053,235,ANA,15,GETZLAF,Snap,O,10,2010
20053,255,ATL,22,STEWART,Tip-In,O,11,2010
20053,270,ATL,22,STEWART,Tip-In,O,11,2010
20053,335,ATL,15,DAWES,Wrist,O,21,2010
20054,17,LA,28,STOLL,Tip-In,O,11,2010
20054,122,LA,14,WILLIAMS,Wrist,O,29,2010
20054,243,VAN,22,SEDIN,Deflected,O,13,2010
20054,246,LA,23,BROWN,Wrist,O,12,2010
20054,279,LA,23,BROWN,Wrist,O,14,2010
20055,6,MTL,21,GIONTA,Backhand,O,10,2010
20055,59,OTT,9,MICHALEK,Wrist,O,12,2010
20055,146,OTT,65,KARLSSON,Slap,O,39,2010
20055,150,OTT,9,MICHALEK,Backhand,O,18,2010
20055,160,MTL,15,HALPERN,Backhand,O,8,2010
20055,182,MTL,46,KOSTITSYN,Wrist,O,12,2010
20055,267,MTL,14,PLEKANEC,Wrist,O,28,2010
20056,102,NJ,8,ZUBRUS,Wrist,O,8,2010
20056,113,BOS,38,CARON,Wrist,O,9,2010
20056,138,BOS,73,RYDER,Wrist,O,35,2010
20056,170,BOS,22,THORNTON,Wrist,O,28,2010
20056,174,BOS,17,LUCIC,Snap,O,14,2010
20057,159,NYI,27,JURCINA,Slap,O,58,2010
20057,185,NYI,27,JURCINA,Wrist,O,31,2010
20057,190,NYI,12,BAILEY,Wrist,O,13,2010
20057,204,COL,25,STEWART,Slap,O,50,2010
20057,210,NYI,40,GRABNER,Tip-In,O,22,2010
20057,236,COL,39,GALIARDI,Backhand,O,10,2010
20057,269,NYI,91,TAVARES,Wrist,O,64,2010
20058,39,PHI,48,BRIERE,Wrist,O,6,2010
20058,60,PIT,14,KUNITZ,Wrist,O,21,2010
20058,200,PIT,10,LETESTU,Wrist,O,14,2010
20058,230,PIT,87,CROSBY,Slap,O,35,2010
20058,238,PIT,87,CROSBY,Slap,O,57,2010
20058,289,PIT,24,COOKE,Snap,N,76,2010
20059,11,FLA,61,STILLMAN,Wrist,O,18,2010
20059,67,FLA,10,BOOTH,Backhand,O,14,2010
20059,72,FLA,27,REINPRECHT,Backhand,O,16,2010
20059,101,FLA,6,WIDEMAN,Slap,O,42,2010
20059,260,FLA,10,BOOTH,Tip-In,O,12,2010
20059,292,FLA,85,OLESZ,Tip-In,O,18,2010
20060,102,NSH,71,DUMONT,Wrist,O,30,2010
20060,147,NSH,22,TOOTOO,Wrist,O,29,2010
20060,229,WSH,28,SEMIN,Snap,O,22,2010
20060,268,WSH,14,FLEISCHMANN,Wrist,O,12,2010
20060,318,WSH,21,LAICH,Tip-In,O,10,2010
20061,53,CBJ,15,DORSETT,Wrist,O,3,2010
20061,108,MIN,8,BURNS,Backhand,O,21,2010
20061,133,CBJ,24,MACKENZIE,Slap,O,16,2010
20061,168,MIN,22,CLUTTERBUCK,Wrist,O,9,2010
20061,230,CBJ,18,UMBERGER,Wrist,O,13,2010
20062,9,STL,21,BERGLUND,Tip-In,O,23,2010
20062,21,STL,10,MCDONALD,Wrist,O,9,2010
20062,89,DAL,18,NEAL,Slap,O,25,2010
20062,186,DAL,21,ERIKSSON,Wrist,O,14,2010
20062,334,DAL,91,RICHARDS,Wrist,O,10,2010
20062,337,DAL,21,ERIKSSON,Wrist,O,6,2010
20062,338,STL,22,BOYES,Wrist,O,17,2010
20062,339,DAL,63,RIBEIRO,Wrist,O,10,2010
20063,48,CHI,10,SHARP,Snap,O,18,2010
20063,54,BUF,21,STAFFORD,Snap,O,12,2010
20063,56,BUF,28,GAUSTAD,Wrist,O,10,2010
20063,134,CHI,81,HOSSA,Wrist,O,11,2010
20063,213,BUF,8,MCCORMICK,Wrist,O,8,2010
20063,274,CHI,36,BOLLAND,Wrist,O,10,2010
20063,288,CHI,10,SHARP,Wrist,O,9,2010
20064,80,PHX,11,HANZAL,Wrist,O,35,2010
20064,110,DET,13,DATSYUK,Wrist,O,11,2010
20064,293,DET,55,KRONWALL,Slap,O,39,2010
20065,34,EDM,83,HEMSKY,Backhand,O,8,2010
20065,54,CGY,40,TANGUAY,Wrist,O,21,2010
20065,108,EDM,27,PENNER,Snap,O,24,2010
20065,119,CGY,8,MORRISON,Wrist,O,17,2010
20065,133,EDM,91,PAAJARVI,Slap,O,7,2010
20065,240,CGY,10,HAGMAN,Wrist,O,11,2010
20065,267,CGY,12,IGINLA,Wrist,O,12,2010
20065,309,CGY,40,TANGUAY,Wrist,O,26,2010
20066,81,SJ,15,HEATLEY,Slap,O,8,2010
20066,85,SJ,29,CLOWE,Wrist,O,44,2010
20066,122,ATL,16,LADD,Wrist,O,11,2010
20066,188,ATL,22,STEWART,Slap,O,38,2010
20066,292,ATL,33,BYFUGLIEN,Wrist,O,37,2010
20066,305,ATL,9,KANE,Wrist,O,29,2010
20067,108,ANA,54,FOWLER,Wrist,O,62,2010
20067,134,ANA,32,LYDMAN,Wrist,O,13,2010
20067,191,PHX,8,UPSHALL,Snap,O,18,2010
20067,248,PHX,20,BELANGER,Wrist,O,16,2010
20067,271,ANA,10,PERRY,Tip-In,O,14,2010
20068,35,VAN,41,ALBERTS,Wrist,O,12,2010
20068,59,VAN,21,RAYMOND,Wrist,O,14,2010
20068,172,VAN,26,SAMUELSSON,Snap,O,11,2010
20068,213,CAR,8,OSULLIVAN,Slap,O,29,2010
20068,260,VAN,21,RAYMOND,Wrist,O,12,2010
20068,292,VAN,17,KESLER,Slap,O,49,2010
20069,101,NYI,26,MOULSON,Backhand,O,11,2010
20069,291,TOR,81,KESSEL,Snap,O,35,2010
20069,313,NYI,91,TAVARES,Slap,O,26,2010
20070,74,COL,25,STEWART,Tip-In,O,11,2010
20070,113,NYR,31,FROLOV,Wrist,O,15,2010
20070,265,COL,25,STEWART,Wrist,O,13,2010
20070,268,COL,34,WINNIK,Wrist,O,7,2010
20071,47,PIT,10,LETESTU,Wrist,O,30,2010
20071,82,PIT,87,CROSBY,Wrist,O,7,2010
20071,95,PIT,71,MALKIN,Wrist,O,8,2010
20071,137,OTT,11,ALFREDSSON,Wrist,O,37,2010
20071,159,PIT,9,DUPUIS,Wrist,O,13,2010
20071,161,PIT,58,LETANG,Slap,O,51,2010
20071,219,OTT,14,CAMPOLI,Slap,O,36,2010
20072,78,DAL,17,PETERSEN,Wrist,O,25,2010
20072,83,TB,9,DOWNIE,Slap,O,58,2010
20072,94,TB,91,STAMKOS,Wrist,O,20,2010
20072,131,DAL,16,BURISH,Wrist,O,21,2010
20072,156,TB,10,BERGENHEIM,Tip-In,O,17,2010
20072,193,TB,19,MOORE,Tip-In,O,21,2010
20072,236,TB,19,MOORE,Tip-In,O,18,2010
20072,238,DAL,10,MORROW,Backhand,O,16,2010
20072,291,DAL,18,NEAL,Snap,O,31,2010
20073,145,STL,57,PERRON,Wrist,O,9,2010
20073,235,STL,57,PERRON,Snap,O,22,2010
20073,251,CHI,81,HOSSA,Backhand,O,11,2010
20073,259,CHI,81,HOSSA,Backhand,O,11,2010
20073,300,CHI,10,SHARP,Snap,O,18,2010
20074,50,BOS,46,KREJCI,Wrist,O,36,2010
20074,65,BOS,17,LUCIC,Wrist,O,29,2010
20074,140,WSH,90,JOHANSSON,Wrist,O,25,2010
20074,204,BOS,48,HUNWICK,Wrist,O,47,2010
20075,338,CGY,17,BOURQUE,Wrist,O,14,2010
20076,5,VAN,22,SEDIN,Wrist,O,15,2010
20076,30,MIN,3,ZIDLICKY,Slap,O,52,2010
20076,38,MIN,48,LATENDRESSE,Wrist,O,27,2010
20076,101,MIN,22,CLUTTERBUCK,Wrist,O,9,2010
20076,158,MIN,11,MADDEN,Wrist,O,45,2010
20076,177,MIN,15,BRUNETTE,Snap,O,15,2010
20076,189,MIN,7,CULLEN,Slap,O,31,2010
20076,306,VAN,22,SEDIN,Snap,O,14,2010
20077,31,CAR,12,STAAL,Snap,O,20,2010
20077,93,CAR,26,COLE,Wrist,O,26,2010
20077,124,CAR,39,DWYER,Snap,O,18,2010
20077,148,SJ,12,MARLEAU,Tip-In,O,32,2010
20077,171,SJ,12,MARLEAU,Snap,O,12,2010
20077,230,CAR,59,LAROSE,Snap,O,9,2010
20077,258,CAR,25,PITKANEN,Slap,O,49,2010
20078,24,BUF,63,ENNIS,Snap,O,21,2010
20078,98,BUF,57,MYERS,Slap,O,57,2010
20078,105,BUF,8,MCCORMICK,Wrist,O,10,2010
20078,196,ATL,39,ENSTROM,Slap,O,51,2010
20078,235,BUF,26,VANEK,Slap,O,38,2010
20079,130,CBJ,24,MACKENZIE,Wrist,O,9,2010
20079,135,CBJ,61,NASH,Wrist,O,12,2010
20079,193,ANA,8,SELANNE,Snap,O,12,2010
20079,276,CBJ,61,NASH,Wrist,N,78,2010
20080,116,CHI,25,STALBERG,Snap,O,22,2010
20080,237,VAN,22,SEDIN,Wrist,O,8,2010
20080,346,CHI,19,TOEWS,Wrist,O,17,2010
20080,348,VAN,22,SEDIN,Backhand,O,11,2010
20080,349,CHI,10,SHARP,Wrist,O,14,2010
20080,350,VAN,17,KESLER,Wrist,O,21,2010
20080,351,CHI,88,KANE,Backhand,O,13,2010
20081,29,LA,94,SMYTH,Wrist,O,12,2010
20081,37,CAR,59,LAROSE,Wrist,O,31,2010
20081,85,CAR,12,STAAL,Snap,O,32,2010
20081,99,LA,26,HANDZUS,Snap,O,27,2010
20081,134,LA,11,KOPITAR,Wrist,O,36,2010
20081,166,CAR,53,SKINNER,Backhand,O,10,2010
20081,207,LA,12,LOKTIONOV,Wrist,O,19,2010
20082,85,BOS,73,RYDER,Snap,O,16,2010
20082,101,BOS,38,CARON,Snap,O,23,2010
20082,160,BOS,18,HORTON,Slap,O,55,2010
20082,258,WSH,25,CHIMERA,Wrist,O,40,2010
20082,313,BOS,33,CHARA,Slap,O,48,2010
20083,107,NYR,19,FEDOTENKO,Snap,O,12,2010
20083,110,NYR,42,ANISIMOV,Snap,O,10,2010
20083,270,TOR,9,ARMSTRONG,Snap,O,17,2010
20084,5,ANA,17,VISNOVSKY,Snap,O,29,2010
20084,27,PHI,19,HARTNELL,Wrist,O,5,2010
20084,60,ANA,33,BLAKE,Wrist,O,10,2010
20084,197,PHI,28,GIROUX,Backhand,O,5,2010
20084,305,ANA,15,GETZLAF,Deflected,O,8,2010
20085,87,CGY,11,BACKLUND,Snap,O,17,2010
20085,96,DET,40,ZETTERBERG,Snap,O,19,2010
20085,101,CGY,11,BACKLUND,Backhand,O,16,2010
20085,142,DET,5,LIDSTROM,Slap,O,55,2010
20085,267,DET,93,FRANZEN,Tip-In,O,8,2010
20085,319,DET,44,BERTUZZI,Snap,O,31,2010
20086,26,NJ,9,PARISE,Wrist,O,7,2010
20086,147,NJ,25,ARNOTT,Wrist,O,31,2010
20086,193,NJ,20,TAORMINA,Slap,O,52,2010
20087,10,NYI,40,GRABNER,Wrist,O,22,2010
20087,80,TB,10,BERGENHEIM,Wrist,O,24,2010
20087,106,TB,26,STLOUIS,Wrist,O,23,2010
20087,140,NYI,15,PARENTEAU,Wrist,O,22,2010
20087,272,NYI,26,MOULSON,Wrist,O,18,2010
