Season,GameNumber,GameDate,VTeamCode,HTeamCode
2010,20229,2010-11-12,COL,CBJ
2010,20230,2010-11-12,MIN,FLA
2010,20231,2010-11-12,CGY,PHX
2010,20232,2010-11-12,DAL,ANA
2010,20233,2010-11-13,OTT,BOS
2010,20234,2010-11-13,WSH,BUF
2010,20235,2010-11-13,VAN,TOR
2010,20236,2010-11-13,CAR,MTL
2010,20237,2010-11-13,FLA,PHI
2010,20238,2010-11-13,PIT,ATL
2010,20239,2010-11-13,COL,DET
2010,20240,2010-11-13,CHI,NSH
2010,20241,2010-11-13,STL,PHX
2010,20242,2010-11-13,CGY,SJ
2010,20243,2010-11-13,NYI,LA
2010,20244,2010-11-14,EDM,NYR
2010,20245,2010-11-14,ATL,WSH
2010,20246,2010-11-14,MIN,TB
2010,20247,2010-11-14,ANA,CHI
2010,20248,2010-11-15,NJ,BOS
2010,20249,2010-11-15,VAN,BUF
2010,20250,2010-11-15,OTT,PHI
2010,20251,2010-11-15,NYR,PIT
2010,20252,2010-11-15,STL,COL
2010,20253,2010-11-15,LA,SJ
2010,20254,2010-11-16,NSH,TOR
2010,20255,2010-11-16,PHI,MTL
2010,20256,2010-11-16,ANA,DAL
2010,20257,2010-11-17,TB,NYI
2010,20258,2010-11-17,BOS,NYR
2010,20259,2010-11-17,VAN,PIT
2010,20260,2010-11-17,BUF,WSH
2010,20261,2010-11-17,OTT,CAR
2010,20262,2010-11-17,FLA,ATL
2010,20263,2010-11-17,STL,DET
2010,20264,2010-11-17,ANA,MIN
2010,20265,2010-11-17,SJ,COL
2010,20266,2010-11-17,PHX,CGY
2010,20267,2010-11-17,CHI,EDM
2010,20268,2010-11-17,CBJ,LA
2010,20269,2010-11-18,FLA,BOS
2010,20270,2010-11-18,NJ,TOR
2010,20271,2010-11-18,TB,PHI
2010,20272,2010-11-18,NSH,MTL
2010,20273,2010-11-18,SJ,DAL
2010,20274,2010-11-19,CAR,PIT
2010,20275,2010-11-19,MIN,DET
2010,20276,2010-11-19,LA,BUF
2010,20277,2010-11-19,WSH,ATL
2010,20278,2010-11-19,OTT,STL
2010,20279,2010-11-19,NYR,COL
2010,20280,2010-11-19,CHI,CGY
2010,20281,2010-11-19,PHX,EDM
2010,20282,2010-11-19,CBJ,ANA
2010,20283,2010-11-20,LA,BOS
2010,20284,2010-11-20,TB,BUF
2010,20285,2010-11-20,TOR,MTL
2010,20286,2010-11-20,FLA,NYI
2010,20287,2010-11-20,PHI,WSH
2010,20288,2010-11-20,NSH,CAR
2010,20289,2010-11-20,NJ,STL
2010,20290,2010-11-20,NYR,MIN
2010,20291,2010-11-20,COL,DAL
2010,20292,2010-11-20,CHI,VAN
2010,20293,2010-11-20,CBJ,SJ
2010,20294,2010-11-21,NYI,ATL
2010,20295,2010-11-21,CGY,DET
2010,20296,2010-11-21,EDM,ANA
2010,20297,2010-11-21,PHX,VAN
2010,20298,2010-11-22,DAL,TOR
2010,20299,2010-11-22,WSH,NJ
2010,20300,2010-11-22,CGY,NYR
2010,20301,2010-11-22,MTL,PHI
2010,20302,2010-11-22,NSH,CBJ
2010,20303,2010-11-22,LA,OTT
2010,20304,2010-11-22,BOS,TB
2010,20305,2010-11-22,PIT,FLA
2010,20306,2010-11-23,EDM,PHX
2010,20307,2010-11-24,PIT,BUF
2010,20308,2010-11-24,CBJ,NYI
2010,20309,2010-11-24,WSH,CAR
2010,20310,2010-11-24,DET,ATL
2010,20311,2010-11-24,LA,MTL
2010,20312,2010-11-24,DAL,OTT
2010,20313,2010-11-24,CGY,NJ
2010,20314,2010-11-24,NYR,TB
2010,20315,2010-11-24,BOS,FLA
2010,20316,2010-11-24,STL,NSH
2010,20317,2010-11-24,PHI,MIN
2010,20318,2010-11-24,COL,VAN
2010,20319,2010-11-24,CHI,SJ
2010,20320,2010-11-25,COL,EDM
2010,20321,2010-11-26,CAR,BOS
2010,20322,2010-11-26,NJ,NYI
2010,20323,2010-11-26,CGY,PHI
2010,20324,2010-11-26,OTT,PIT
2010,20325,2010-11-26,NSH,MIN
2010,20326,2010-11-26,CHI,ANA
2010,20327,2010-11-26,TB,WSH
2010,20328,2010-11-26,DET,CBJ
2010,20329,2010-11-26,TOR,BUF
2010,20330,2010-11-26,MTL,ATL
2010,20331,2010-11-26,NYR,FLA
2010,20332,2010-11-26,STL,DAL
2010,20333,2010-11-26,SJ,VAN
2010,20334,2010-11-27,PHI,NJ
2010,20335,2010-11-27,CGY,PIT
2010,20336,2010-11-27,BUF,MTL
2010,20337,2010-11-27,TOR,OTT
2010,20338,2010-11-27,FLA,TB
2010,20339,2010-11-27,DAL,STL
2010,20340,2010-11-27,NYR,NSH
2010,20341,2010-11-27,ANA,PHX
2010,20342,2010-11-27,MIN,COL
2010,20343,2010-11-27,SJ,EDM
2010,20344,2010-11-27,CHI,LA
2010,20345,2010-11-28,CAR,WSH
2010,20346,2010-11-28,BOS,ATL
2010,20347,2010-11-28,CBJ,DET
2010,20348,2010-11-29,PIT,NYR
2010,20349,2010-11-29,DAL,CAR
2010,20350,2010-11-29,EDM,OTT
2010,20351,2010-11-29,MIN,CGY
2010,20352,2010-11-29,LA,ANA
2010,20353,2010-11-30,TB,TOR
2010,20354,2010-11-30,PHX,NSH
2010,20355,2010-11-30,STL,CHI
2010,20356,2010-11-30,ATL,COL
2010,20357,2010-11-30,DET,SJ
2010,20358,2010-12-01,EDM,MTL
2010,20359,2010-12-01,BOS,PHI
2010,20360,2010-12-01,NSH,CBJ
2010,20361,2010-12-01,WSH,STL
2010,20362,2010-12-01,PHX,MIN
2010,20363,2010-12-01,VAN,CGY
2010,20364,2010-12-01,FLA,ANA
2010,20365,2010-12-02,TB,BOS
2010,20366,2010-12-02,EDM,TOR
2010,20367,2010-12-02,MTL,NJ
2010,20368,2010-12-02,NYR,NYI
2010,20369,2010-12-02,ATL,PIT
2010,20370,2010-12-02,SJ,OTT
2010,20371,2010-12-02,WSH,DAL
2010,20372,2010-12-02,FLA,LA
2010,20373,2010-12-03,NYI,NYR
2010,20374,2010-12-03,COL,CAR
2010,20375,2010-12-03,CBJ,BUF
2010,20376,2010-12-03,CGY,MIN
2010,20377,2010-12-03,VAN,CHI
2010,20378,2010-12-03,DET,ANA
2010,20379,2010-12-04,NJ,PHI
2010,20380,2010-12-04,SJ,MTL
2010,20381,2010-12-04,BOS,TOR
2010,20382,2010-12-04,BUF,OTT
2010,20383,2010-12-04,ATL,WSH
2010,20384,2010-12-04,PIT,CBJ
2010,20385,2010-12-04,COL,TB
2010,20386,2010-12-04,CAR,NSH
2010,20387,2010-12-04,MIN,DAL
2010,20388,2010-12-04,FLA,PHX
2010,20389,2010-12-04,STL,EDM
2010,20390,2010-12-04,DET,LA
2010,20391,2010-12-05,PHI,NYI
2010,20392,2010-12-05,OTT,NYR
2010,20393,2010-12-05,CGY,CHI
2010,20394,2010-12-05,PHX,ANA
2010,20395,2010-12-05,STL,VAN
2010,20396,2010-12-06,NJ,PIT
2010,20397,2010-12-06,TOR,WSH
2010,20398,2010-12-06,NSH,ATL
2010,20399,2010-12-06,SJ,DET
2010,20400,2010-12-06,DAL,CBJ
2010,20401,2010-12-07,BUF,BOS
2010,20402,2010-12-07,OTT,MTL
2010,20403,2010-12-07,COL,FLA
2010,20404,2010-12-07,TB,CGY
2010,20405,2010-12-07,ANA,EDM
2010,20406,2010-12-08,SJ,PHI
2010,20407,2010-12-08,TOR,PIT
2010,20408,2010-12-08,NSH,DET
2010,20409,2010-12-08,DAL,CHI
2010,20410,2010-12-08,ANA,VAN
2010,20411,2010-12-09,NYI,BOS
2010,20412,2010-12-09,SJ,BUF
2010,20413,2010-12-09,PHI,TOR
2010,20414,2010-12-09,FLA,WSH
2010,20415,2010-12-09,NYR,OTT
2010,20416,2010-12-09,CBJ,STL
2010,20417,2010-12-09,MIN,PHX
2010,20418,2010-12-09,CGY,LA
2010,20419,2010-12-10,MTL,DET
2010,20420,2010-12-10,NJ,OTT
2010,20421,2010-12-10,COL,ATL
2010,20422,2010-12-10,CAR,DAL
2010,20423,2010-12-10,TB,EDM
2010,20424,2010-12-10,CGY,ANA
2010,20425,2010-12-11,PHI,BOS
2010,20426,2010-12-11,PIT,BUF
2010,20427,2010-12-11,MTL,TOR
2010,20428,2010-12-11,DET,NJ
2010,20429,2010-12-11,ATL,NYI
2010,20430,2010-12-11,COL,WSH
2010,20431,2010-12-11,NYR,CBJ
2010,20432,2010-12-11,CAR,STL
2010,20433,2010-12-11,FLA,NSH
2010,20434,2010-12-11,DAL,PHX
2010,20435,2010-12-11,TB,VAN
2010,20436,2010-12-11,MIN,LA
2010,20437,2010-12-11,CHI,SJ
2010,20438,2010-12-12,WSH,NYR
2010,20439,2010-12-12,VAN,EDM
2010,20440,2010-12-12,MIN,ANA
2010,20441,2010-12-13,LA,DET
2010,20442,2010-12-13,ATL,OTT
2010,20443,2010-12-13,NYI,NSH
2010,20444,2010-12-13,CHI,COL
2010,20445,2010-12-13,CBJ,CGY
2010,20446,2010-12-13,DAL,SJ
2010,20447,2010-12-14,PIT,PHI
2010,20448,2010-12-14,TOR,EDM
2010,20449,2010-12-15,BOS,BUF
2010,20450,2010-12-15,PHX,NJ
2010,20451,2010-12-15,NYR,PIT
2010,20452,2010-12-15,ANA,WSH
2010,20453,2010-12-15,STL,DET
2010,20454,2010-12-15,PHI,MTL
2010,20455,2010-12-15,ATL,TB
2010,20456,2010-12-15,CAR,FLA
2010,20457,2010-12-15,SJ,NSH
2010,20458,2010-12-15,COL,CHI
2010,20459,2010-12-15,CBJ,VAN
2010,20460,2010-12-16,ANA,NYI
2010,20461,2010-12-16,PHX,NYR
2010,20462,2010-12-16,CAR,ATL
2010,20463,2010-12-16,BOS,MTL
2010,20464,2010-12-16,LA,STL
2010,20465,2010-12-16,OTT,MIN
2010,20466,2010-12-16,SJ,DAL
2010,20467,2010-12-16,TOR,CGY
2010,20468,2010-12-16,CBJ,EDM
2010,20469,2010-12-17,NSH,NJ
2010,20470,2010-12-17,BUF,FLA
2010,20471,2010-12-17,DET,CHI
2010,20472,2010-12-17,OTT,COL
2010,20473,2010-12-18,NYR,PHI
2010,20474,2010-12-18,WSH,BOS
2010,20475,2010-12-18,PHX,NYI
2010,20476,2010-12-18,ANA,CAR
2010,20477,2010-12-18,NJ,ATL
2010,20478,2010-12-18,DAL,CBJ
2010,20479,2010-12-18,BUF,TB
2010,20480,2010-12-18,SJ,STL
2010,20481,2010-12-18,LA,NSH
2010,20482,2010-12-18,MIN,CGY
2010,20483,2010-12-18,TOR,VAN
2010,20484,2010-12-19,WSH,OTT
2010,20485,2010-12-19,DAL,DET
2010,20486,2010-12-19,LA,CHI
2010,20487,2010-12-19,MTL,COL
2010,20488,2010-12-20,ANA,BOS
2010,20489,2010-12-20,ATL,TOR
2010,20490,2010-12-20,FLA,PHI
2010,20491,2010-12-20,PHX,PIT
2010,20492,2010-12-20,CAR,TB
2010,20493,2010-12-20,VAN,STL
2010,20494,2010-12-20,CGY,MIN
2010,20495,2010-12-21,ANA,BUF
2010,20496,2010-12-21,NJ,WSH
2010,20497,2010-12-21,STL,ATL
2010,20498,2010-12-21,CGY,CBJ
2010,20499,2010-12-21,MTL,DAL
2010,20500,2010-12-21,LA,COL
2010,20501,2010-12-21,EDM,SJ
2010,20502,2010-12-22,TB,NYI
2010,20503,2010-12-22,FLA,PIT
2010,20504,2010-12-22,VAN,DET
2010,20505,2010-12-22,NSH,CHI
2010,20506,2010-12-23,ATL,BOS
2010,20507,2010-12-23,FLA,BUF
2010,20508,2010-12-23,NYI,NJ
2010,20509,2010-12-23,TB,NYR
2010,20510,2010-12-23,PIT,WSH
2010,20511,2010-12-23,MTL,CAR
2010,20512,2010-12-23,VAN,CBJ
2010,20513,2010-12-23,DET,STL
2010,20514,2010-12-23,OTT,NSH
2010,20515,2010-12-23,CGY,DAL
2010,20516,2010-12-23,MIN,COL
2010,20517,2010-12-23,EDM,LA
2010,20518,2010-12-23,PHX,SJ
2010,20519,2010-12-26,PIT,OTT
2010,20520,2010-12-26,TOR,NJ
2010,20521,2010-12-26,MTL,NYI
2010,20522,2010-12-26,WSH,CAR
2010,20523,2010-12-26,TB,ATL
2010,20524,2010-12-26,CBJ,CHI
2010,20525,2010-12-26,NSH,STL
2010,20526,2010-12-26,DET,MIN
