,GD,GameNumber,LossTeam,Season,WinTeam,PlayerNumber,PlayerPosition,TeamCode,GF,GA,Rank,RosterCount,Position,PositionCount,FCount,DCount
392638,2,20270,NJ,2010,TOR,29.0,D,NJ,1,3,2,18.0,D,6.0,12.0,6.0
392652,2,20270,NJ,2010,TOR,10.0,C,NJ,1,3,2,18.0,F,12.0,12.0,6.0
392653,2,20270,NJ,2010,TOR,11.0,C,NJ,1,3,2,18.0,F,12.0,12.0,6.0
392654,2,20270,NJ,2010,TOR,14.0,R,NJ,1,3,2,18.0,F,12.0,12.0,6.0
392661,2,20270,NJ,2010,TOR,6.0,D,NJ,1,3,2,18.0,D,6.0,12.0,6.0
393955,-1,20271,PHI,2010,TB,44.0,C,TB,8,7,2,18.0,F,12.0,12.0,6.0
393956,-1,20271,PHI,2010,TB,18.0,R,TB,8,7,2,18.0,F,12.0,12.0,6.0
393957,-1,20271,PHI,2010,TB,10.0,L,TB,8,7,2,18.0,F,12.0,12.0,6.0
393958,-1,20271,PHI,2010,TB,7.0,D,TB,8,7,2,18.0,D,6.0,12.0,6.0
393959,-1,20271,PHI,2010,TB,77.0,D,TB,8,7,2,18.0,D,6.0,12.0,6.0
393986,-1,20271,PHI,2010,TB,9.0,R,TB,8,7,2,18.0,F,12.0,12.0,6.0
393987,-1,20271,PHI,2010,TB,26.0,R,TB,8,7,1,18.0,F,12.0,12.0,6.0
393988,-1,20271,PHI,2010,TB,5.0,D,TB,8,7,2,18.0,D,6.0,12.0,6.0
393989,-1,20271,PHI,2010,TB,39.0,D,TB,8,7,2,18.0,D,6.0,12.0,6.0
393991,-1,20271,PHI,2010,TB,91.0,C,TB,8,7,1,18.0,F,12.0,12.0,6.0
393992,-1,20271,PHI,2010,TB,16.0,R,TB,8,7,2,18.0,F,12.0,12.0,6.0
393993,-1,20271,PHI,2010,TB,6.0,L,TB,8,7,2,18.0,F,12.0,12.0,6.0
394015,-1,20271,PHI,2010,TB,42.0,C,TB,8,7,2,18.0,F,12.0,12.0,6.0
394016,-1,20271,PHI,2010,TB,43.0,C,TB,8,7,2,18.0,F,12.0,12.0,6.0
394017,-1,20271,PHI,2010,TB,24.0,L,TB,8,7,2,18.0,F,12.0,12.0,6.0
394019,-1,20271,PHI,2010,TB,13.0,D,TB,8,7,2,18.0,D,6.0,12.0,6.0
394037,-1,20271,PHI,2010,TB,28.0,D,TB,8,7,2,18.0,D,6.0,12.0,6.0
394039,-1,20271,PHI,2010,TB,19.0,C,TB,8,7,2,18.0,F,12.0,12.0,6.0
395468,-3,20272,MTL,2010,NSH,11.0,C,NSH,3,0,1,18.0,F,12.0,12.0,6.0
395469,-3,20272,MTL,2010,NSH,22.0,R,NSH,3,0,2,18.0,F,12.0,12.0,6.0
395470,-3,20272,MTL,2010,NSH,29.0,R,NSH,3,0,2,18.0,F,12.0,12.0,6.0
395471,-3,20272,MTL,2010,NSH,8.0,D,NSH,3,0,2,18.0,D,6.0,12.0,6.0
395472,-3,20272,MTL,2010,NSH,51.0,D,NSH,3,0,2,18.0,D,6.0,12.0,6.0
395475,-3,20272,MTL,2010,NSH,27.0,R,NSH,3,0,1,18.0,F,12.0,12.0,6.0
395480,-3,20272,MTL,2010,NSH,16.0,C,NSH,3,0,2,18.0,F,12.0,12.0,6.0
395482,-3,20272,MTL,2010,NSH,26.0,L,NSH,3,0,2,18.0,F,12.0,12.0,6.0
395501,-3,20272,MTL,2010,NSH,6.0,D,NSH,3,0,1,18.0,D,6.0,12.0,6.0
395502,-3,20272,MTL,2010,NSH,20.0,D,NSH,3,0,1,18.0,D,6.0,12.0,6.0
395516,-3,20272,MTL,2010,NSH,9.0,C,NSH,3,0,2,18.0,F,12.0,12.0,6.0
395517,-3,20272,MTL,2010,NSH,10.0,R,NSH,3,0,1,18.0,F,12.0,12.0,6.0
395518,-3,20272,MTL,2010,NSH,71.0,R,NSH,3,0,2,18.0,F,12.0,12.0,6.0
395519,-3,20272,MTL,2010,NSH,4.0,D,NSH,3,0,2,18.0,D,6.0,12.0,6.0
395520,-3,20272,MTL,2010,NSH,55.0,D,NSH,3,0,2,18.0,D,6.0,12.0,6.0
395522,-3,20272,MTL,2010,NSH,33.0,C,NSH,3,0,2,18.0,F,12.0,12.0,6.0
395523,-3,20272,MTL,2010,NSH,25.0,R,NSH,3,0,2,18.0,F,12.0,12.0,6.0
395524,-3,20272,MTL,2010,NSH,74.0,L,NSH,3,0,1,18.0,F,12.0,12.0,6.0
396825,1,20273,SJ,2010,DAL,19.0,C,SJ,4,5,1,18.0,F,12.0,12.0,6.0
396826,1,20273,SJ,2010,DAL,16.0,R,SJ,4,5,2,18.0,F,12.0,12.0,6.0
396827,1,20273,SJ,2010,DAL,64.0,L,SJ,4,5,2,18.0,F,12.0,12.0,6.0
396828,1,20273,SJ,2010,DAL,44.0,D,SJ,4,5,1,18.0,D,6.0,12.0,6.0
396829,1,20273,SJ,2010,DAL,60.0,D,SJ,4,5,1,18.0,D,6.0,12.0,6.0
396831,1,20273,SJ,2010,DAL,17.0,C,SJ,4,5,2,18.0,F,12.0,12.0,6.0
396843,1,20273,SJ,2010,DAL,8.0,C,SJ,4,5,1,18.0,F,12.0,12.0,6.0
396844,1,20273,SJ,2010,DAL,39.0,C,SJ,4,5,1,18.0,F,12.0,12.0,6.0
396845,1,20273,SJ,2010,DAL,29.0,L,SJ,4,5,1,18.0,F,12.0,12.0,6.0
396891,1,20273,SJ,2010,DAL,21.0,C,SJ,4,5,2,18.0,F,12.0,12.0,6.0
396892,1,20273,SJ,2010,DAL,10.0,R,SJ,4,5,2,18.0,F,12.0,12.0,6.0
396893,1,20273,SJ,2010,DAL,68.0,L,SJ,4,5,2,18.0,F,12.0,12.0,6.0
396894,1,20273,SJ,2010,DAL,22.0,D,SJ,4,5,1,18.0,D,6.0,12.0,6.0
396895,1,20273,SJ,2010,DAL,55.0,D,SJ,4,5,2,18.0,D,6.0,12.0,6.0
396909,1,20273,SJ,2010,DAL,12.0,C,SJ,4,5,1,18.0,F,12.0,12.0,6.0
396911,1,20273,SJ,2010,DAL,15.0,L,SJ,4,5,1,18.0,F,12.0,12.0,6.0
396912,1,20273,SJ,2010,DAL,40.0,D,SJ,4,5,2,18.0,D,6.0,12.0,6.0
396913,1,20273,SJ,2010,DAL,65.0,D,SJ,4,5,2,18.0,D,6.0,12.0,6.0
398550,2,20274,CAR,2010,PIT,12.0,C,CAR,4,6,1,18.0,F,12.0,12.0,6.0
398551,2,20274,CAR,2010,PIT,59.0,R,CAR,4,6,2,18.0,F,12.0,12.0,6.0
398552,2,20274,CAR,2010,PIT,14.0,L,CAR,4,6,2,18.0,F,12.0,12.0,6.0
398553,2,20274,CAR,2010,PIT,7.0,D,CAR,4,6,2,18.0,D,6.0,12.0,6.0
398554,2,20274,CAR,2010,PIT,25.0,D,CAR,4,6,2,18.0,D,6.0,12.0,6.0
398562,2,20274,CAR,2010,PIT,16.0,C,CAR,4,6,2,18.0,F,12.0,12.0,6.0
398563,2,20274,CAR,2010,PIT,39.0,R,CAR,4,6,2,18.0,F,12.0,12.0,6.0
398564,2,20274,CAR,2010,PIT,36.0,L,CAR,4,6,2,18.0,F,12.0,12.0,6.0
398571,2,20274,CAR,2010,PIT,6.0,D,CAR,4,6,2,18.0,D,6.0,12.0,6.0
398572,2,20274,CAR,2010,PIT,77.0,D,CAR,4,6,1,18.0,D,6.0,12.0,6.0
398592,2,20274,CAR,2010,PIT,53.0,C,CAR,4,6,1,18.0,F,12.0,12.0,6.0
398593,2,20274,CAR,2010,PIT,15.0,R,CAR,4,6,1,18.0,F,12.0,12.0,6.0
398594,2,20274,CAR,2010,PIT,26.0,L,CAR,4,6,2,18.0,F,12.0,12.0,6.0
398606,2,20274,CAR,2010,PIT,20.0,R,CAR,4,6,2,18.0,F,12.0,12.0,6.0
398607,2,20274,CAR,2010,PIT,4.0,D,CAR,4,6,2,18.0,D,6.0,12.0,6.0
398608,2,20274,CAR,2010,PIT,44.0,D,CAR,4,6,2,18.0,D,6.0,12.0,6.0
398616,2,20274,CAR,2010,PIT,8.0,C,CAR,4,6,2,18.0,F,12.0,12.0,6.0
398617,2,20274,CAR,2010,PIT,18.0,C,CAR,4,6,2,18.0,F,12.0,12.0,6.0
400089,-1,20275,DET,2010,MIN,11.0,C,MIN,4,3,2,18.0,F,12.0,12.0,6.0
400090,-1,20275,DET,2010,MIN,22.0,R,MIN,4,3,2,18.0,F,12.0,12.0,6.0
400091,-1,20275,DET,2010,MIN,23.0,L,MIN,4,3,2,18.0,F,12.0,12.0,6.0
400092,-1,20275,DET,2010,MIN,8.0,D,MIN,4,3,1,18.0,D,6.0,12.0,6.0
400093,-1,20275,DET,2010,MIN,25.0,D,MIN,4,3,2,18.0,D,6.0,12.0,6.0
400101,-1,20275,DET,2010,MIN,7.0,C,MIN,4,3,2,18.0,F,12.0,12.0,6.0
400102,-1,20275,DET,2010,MIN,17.0,C,MIN,4,3,2,18.0,F,12.0,12.0,6.0
400103,-1,20275,DET,2010,MIN,24.0,R,MIN,4,3,1,18.0,F,12.0,12.0,6.0
400104,-1,20275,DET,2010,MIN,3.0,D,MIN,4,3,2,18.0,D,6.0,12.0,6.0
400105,-1,20275,DET,2010,MIN,5.0,D,MIN,4,3,2,18.0,D,6.0,12.0,6.0
400113,-1,20275,DET,2010,MIN,9.0,C,MIN,4,3,1,18.0,F,12.0,12.0,6.0
400114,-1,20275,DET,2010,MIN,20.0,R,MIN,4,3,2,18.0,F,12.0,12.0,6.0
400115,-1,20275,DET,2010,MIN,15.0,L,MIN,4,3,2,18.0,F,12.0,12.0,6.0
400117,-1,20275,DET,2010,MIN,55.0,D,MIN,4,3,2,18.0,D,6.0,12.0,6.0
400125,-1,20275,DET,2010,MIN,21.0,C,MIN,4,3,2,18.0,F,12.0,12.0,6.0
400126,-1,20275,DET,2010,MIN,16.0,R,MIN,4,3,2,18.0,F,12.0,12.0,6.0
400127,-1,20275,DET,2010,MIN,38.0,L,MIN,4,3,2,18.0,F,12.0,12.0,6.0
400128,-1,20275,DET,2010,MIN,6.0,D,MIN,4,3,2,18.0,D,6.0,12.0,6.0
401577,2,20276,LA,2010,BUF,11.0,C,LA,2,4,1,18.0,F,12.0,12.0,6.0
401578,2,20276,LA,2010,BUF,23.0,L,LA,2,4,1,18.0,F,12.0,12.0,6.0
401579,2,20276,LA,2010,BUF,74.0,L,LA,2,4,2,18.0,F,12.0,12.0,6.0
401580,2,20276,LA,2010,BUF,7.0,D,LA,2,4,2,18.0,D,6.0,12.0,6.0
401581,2,20276,LA,2010,BUF,8.0,D,LA,2,4,1,18.0,D,6.0,12.0,6.0
401592,2,20276,LA,2010,BUF,2.0,D,LA,2,4,2,18.0,D,6.0,12.0,6.0
401593,2,20276,LA,2010,BUF,3.0,D,LA,2,4,1,18.0,D,6.0,12.0,6.0
401596,2,20276,LA,2010,BUF,14.0,R,LA,2,4,1,18.0,F,12.0,12.0,6.0
401601,2,20276,LA,2010,BUF,28.0,C,LA,2,4,1,18.0,F,12.0,12.0,6.0
401603,2,20276,LA,2010,BUF,94.0,L,LA,2,4,1,18.0,F,12.0,12.0,6.0
401625,2,20276,LA,2010,BUF,26.0,C,LA,2,4,2,18.0,F,12.0,12.0,6.0
401626,2,20276,LA,2010,BUF,15.0,R,LA,2,4,2,18.0,F,12.0,12.0,6.0
401627,2,20276,LA,2010,BUF,17.0,R,LA,2,4,2,18.0,F,12.0,12.0,6.0
401667,2,20276,LA,2010,BUF,5.0,D,LA,2,4,2,18.0,D,6.0,12.0,6.0
401677,2,20276,LA,2010,BUF,44.0,D,LA,2,4,2,18.0,D,6.0,12.0,6.0
401697,2,20276,LA,2010,BUF,22.0,C,LA,2,4,2,18.0,F,12.0,12.0,6.0
401698,2,20276,LA,2010,BUF,19.0,R,LA,2,4,2,18.0,F,12.0,12.0,6.0
401699,2,20276,LA,2010,BUF,13.0,L,LA,2,4,2,18.0,F,12.0,12.0,6.0
404366,3,20278,OTT,2010,STL,22.0,C,OTT,2,5,2,18.0,F,12.0,12.0,6.0
404367,3,20278,OTT,2010,STL,25.0,R,OTT,2,5,2,18.0,F,12.0,12.0,6.0
404368,3,20278,OTT,2010,STL,73.0,L,OTT,2,5,2,18.0,F,12.0,12.0,6.0
404369,3,20278,OTT,2010,STL,4.0,D,OTT,2,5,2,18.0,D,6.0,12.0,6.0
404370,3,20278,OTT,2010,STL,55.0,D,OTT,2,5,2,18.0,D,6.0,12.0,6.0
404375,3,20278,OTT,2010,STL,14.0,D,OTT,2,5,2,18.0,D,6.0,12.0,6.0
404376,3,20278,OTT,2010,STL,39.0,D,OTT,2,5,2,18.0,D,6.0,12.0,6.0
404396,3,20278,OTT,2010,STL,13.0,C,OTT,2,5,2,18.0,F,12.0,12.0,6.0
404397,3,20278,OTT,2010,STL,19.0,C,OTT,2,5,1,18.0,F,12.0,12.0,6.0
404398,3,20278,OTT,2010,STL,27.0,R,OTT,2,5,2,18.0,F,12.0,12.0,6.0
404410,3,20278,OTT,2010,STL,11.0,R,OTT,2,5,2,18.0,F,12.0,12.0,6.0
404414,3,20278,OTT,2010,STL,12.0,C,OTT,2,5,2,18.0,F,12.0,12.0,6.0
404416,3,20278,OTT,2010,STL,9.0,L,OTT,2,5,2,18.0,F,12.0,12.0,6.0
404417,3,20278,OTT,2010,STL,17.0,D,OTT,2,5,2,18.0,D,6.0,12.0,6.0
404418,3,20278,OTT,2010,STL,65.0,D,OTT,2,5,1,18.0,D,6.0,12.0,6.0
404420,3,20278,OTT,2010,STL,18.0,C,OTT,2,5,2,18.0,F,12.0,12.0,6.0
404421,3,20278,OTT,2010,STL,26.0,R,OTT,2,5,2,18.0,F,12.0,12.0,6.0
404422,3,20278,OTT,2010,STL,71.0,L,OTT,2,5,2,18.0,F,12.0,12.0,6.0
405608,4,20279,NYR,2010,COL,22.0,C,NYR,1,5,2,18.0,F,12.0,12.0,6.0
405609,4,20279,NYR,2010,COL,8.0,L,NYR,1,5,2,18.0,F,12.0,12.0,6.0
405610,4,20279,NYR,2010,COL,19.0,L,NYR,1,5,2,18.0,F,12.0,12.0,6.0
405611,4,20279,NYR,2010,COL,18.0,D,NYR,1,5,1,18.0,D,6.0,12.0,6.0
405612,4,20279,NYR,2010,COL,44.0,D,NYR,1,5,2,18.0,D,6.0,12.0,6.0
405623,4,20279,NYR,2010,COL,4.0,D,NYR,1,5,2,18.0,D,6.0,12.0,6.0
405624,4,20279,NYR,2010,COL,5.0,D,NYR,1,5,1,18.0,D,6.0,12.0,6.0
405626,4,20279,NYR,2010,COL,17.0,C,NYR,1,5,1,18.0,F,12.0,12.0,6.0
405627,4,20279,NYR,2010,COL,42.0,C,NYR,1,5,2,18.0,F,12.0,12.0,6.0
405628,4,20279,NYR,2010,COL,24.0,R,NYR,1,5,1,18.0,F,12.0,12.0,6.0
405632,4,20279,NYR,2010,COL,21.0,C,NYR,1,5,1,18.0,F,12.0,12.0,6.0
405633,4,20279,NYR,2010,COL,10.0,R,NYR,1,5,1,18.0,F,12.0,12.0,6.0
405634,4,20279,NYR,2010,COL,31.0,L,NYR,1,5,2,18.0,F,12.0,12.0,6.0
405656,4,20279,NYR,2010,COL,12.0,C,NYR,1,5,2,18.0,F,12.0,12.0,6.0
405657,4,20279,NYR,2010,COL,26.0,C,NYR,1,5,2,18.0,F,12.0,12.0,6.0
405658,4,20279,NYR,2010,COL,16.0,L,NYR,1,5,2,18.0,F,12.0,12.0,6.0
405677,4,20279,NYR,2010,COL,38.0,D,NYR,1,5,2,18.0,D,6.0,12.0,6.0
405678,4,20279,NYR,2010,COL,97.0,D,NYR,1,5,2,18.0,D,6.0,12.0,6.0
406898,5,20280,CHI,2010,CGY,19.0,C,CHI,2,7,1,18.0,F,12.0,12.0,6.0
406899,5,20280,CHI,2010,CGY,88.0,R,CHI,2,7,1,18.0,F,12.0,12.0,6.0
406900,5,20280,CHI,2010,CGY,25.0,L,CHI,2,7,2,18.0,F,12.0,12.0,6.0
406901,5,20280,CHI,2010,CGY,2.0,D,CHI,2,7,1,18.0,D,6.0,12.0,6.0
406902,5,20280,CHI,2010,CGY,7.0,D,CHI,2,7,1,18.0,D,6.0,12.0,6.0
406904,5,20280,CHI,2010,CGY,36.0,C,CHI,2,7,2,18.0,F,12.0,12.0,6.0
406905,5,20280,CHI,2010,CGY,10.0,R,CHI,2,7,1,18.0,F,12.0,12.0,6.0
406906,5,20280,CHI,2010,CGY,81.0,R,CHI,2,7,1,18.0,F,12.0,12.0,6.0
406907,5,20280,CHI,2010,CGY,4.0,D,CHI,2,7,2,18.0,D,6.0,12.0,6.0
406908,5,20280,CHI,2010,CGY,24.0,D,CHI,2,7,2,18.0,D,6.0,12.0,6.0
406913,5,20280,CHI,2010,CGY,5.0,D,CHI,2,7,2,18.0,D,6.0,12.0,6.0
406914,5,20280,CHI,2010,CGY,51.0,D,CHI,2,7,2,18.0,D,6.0,12.0,6.0
406940,5,20280,CHI,2010,CGY,28.0,C,CHI,2,7,2,18.0,F,12.0,12.0,6.0
406941,5,20280,CHI,2010,CGY,20.0,R,CHI,2,7,2,18.0,F,12.0,12.0,6.0
406942,5,20280,CHI,2010,CGY,29.0,L,CHI,2,7,2,18.0,F,12.0,12.0,6.0
406975,5,20280,CHI,2010,CGY,15.0,R,CHI,2,7,2,18.0,F,12.0,12.0,6.0
407054,5,20280,CHI,2010,CGY,22.0,R,CHI,2,7,2,18.0,F,12.0,12.0,6.0
407055,5,20280,CHI,2010,CGY,82.0,R,CHI,2,7,2,18.0,F,12.0,12.0,6.0
408560,-1,20281,EDM,2010,PHX,11.0,C,PHX,6,5,2,18.0,F,12.0,12.0,6.0
408561,-1,20281,EDM,2010,PHX,17.0,R,PHX,6,5,1,18.0,F,12.0,12.0,6.0
408562,-1,20281,EDM,2010,PHX,13.0,L,PHX,6,5,1,18.0,F,12.0,12.0,6.0
408563,-1,20281,EDM,2010,PHX,3.0,D,PHX,6,5,1,18.0,D,6.0,12.0,6.0
408564,-1,20281,EDM,2010,PHX,53.0,D,PHX,6,5,2,18.0,D,6.0,12.0,6.0
408590,-1,20281,EDM,2010,PHX,8.0,R,PHX,6,5,2,18.0,F,12.0,12.0,6.0
408591,-1,20281,EDM,2010,PHX,28.0,L,PHX,6,5,1,18.0,F,12.0,12.0,6.0
408592,-1,20281,EDM,2010,PHX,38.0,L,PHX,6,5,2,18.0,F,12.0,12.0,6.0
408593,-1,20281,EDM,2010,PHX,33.0,D,PHX,6,5,1,18.0,D,6.0,12.0,6.0
408594,-1,20281,EDM,2010,PHX,55.0,D,PHX,6,5,2,18.0,D,6.0,12.0,6.0
408623,-1,20281,EDM,2010,PHX,6.0,D,PHX,6,5,2,18.0,D,6.0,12.0,6.0
408624,-1,20281,EDM,2010,PHX,52.0,D,PHX,6,5,2,18.0,D,6.0,12.0,6.0
408632,-1,20281,EDM,2010,PHX,20.0,C,PHX,6,5,2,18.0,F,12.0,12.0,6.0
408633,-1,20281,EDM,2010,PHX,22.0,R,PHX,6,5,2,18.0,F,12.0,12.0,6.0
408634,-1,20281,EDM,2010,PHX,86.0,L,PHX,6,5,2,18.0,F,12.0,12.0,6.0
408644,-1,20281,EDM,2010,PHX,91.0,C,PHX,6,5,2,18.0,F,12.0,12.0,6.0
408699,-1,20281,EDM,2010,PHX,12.0,L,PHX,6,5,2,18.0,F,12.0,12.0,6.0
408700,-1,20281,EDM,2010,PHX,14.0,L,PHX,6,5,2,18.0,F,12.0,12.0,6.0
410010,-1,20282,ANA,2010,CBJ,26.0,C,CBJ,4,3,2,18.0,F,12.0,12.0,6.0
410011,-1,20282,ANA,2010,CBJ,15.0,R,CBJ,4,3,2,18.0,F,12.0,12.0,6.0
410012,-1,20282,ANA,2010,CBJ,71.0,R,CBJ,4,3,2,18.0,F,12.0,12.0,6.0
410013,-1,20282,ANA,2010,CBJ,3.0,D,CBJ,4,3,2,18.0,D,6.0,12.0,6.0
410014,-1,20282,ANA,2010,CBJ,97.0,D,CBJ,4,3,2,18.0,D,6.0,12.0,6.0
410028,-1,20282,ANA,2010,CBJ,18.0,C,CBJ,4,3,1,18.0,F,12.0,12.0,6.0
410029,-1,20282,ANA,2010,CBJ,50.0,C,CBJ,4,3,2,18.0,F,12.0,12.0,6.0
410030,-1,20282,ANA,2010,CBJ,28.0,L,CBJ,4,3,2,18.0,F,12.0,12.0,6.0
410031,-1,20282,ANA,2010,CBJ,10.0,D,CBJ,4,3,2,18.0,D,6.0,12.0,6.0
410032,-1,20282,ANA,2010,CBJ,35.0,D,CBJ,4,3,2,18.0,D,6.0,12.0,6.0
410034,-1,20282,ANA,2010,CBJ,16.0,C,CBJ,4,3,2,18.0,F,12.0,12.0,6.0
410035,-1,20282,ANA,2010,CBJ,93.0,R,CBJ,4,3,2,18.0,F,12.0,12.0,6.0
410036,-1,20282,ANA,2010,CBJ,61.0,L,CBJ,4,3,1,18.0,F,12.0,12.0,6.0
410037,-1,20282,ANA,2010,CBJ,22.0,D,CBJ,4,3,2,18.0,D,6.0,12.0,6.0
410038,-1,20282,ANA,2010,CBJ,51.0,D,CBJ,4,3,2,18.0,D,6.0,12.0,6.0
410058,-1,20282,ANA,2010,CBJ,17.0,C,CBJ,4,3,2,18.0,F,12.0,12.0,6.0
410059,-1,20282,ANA,2010,CBJ,25.0,C,CBJ,4,3,2,18.0,F,12.0,12.0,6.0
410060,-1,20282,ANA,2010,CBJ,40.0,R,CBJ,4,3,2,18.0,F,12.0,12.0,6.0
411543,-1,20283,BOS,2010,LA,28.0,C,LA,4,3,1,18.0,F,12.0,12.0,6.0
411544,-1,20283,BOS,2010,LA,14.0,R,LA,4,3,1,18.0,F,12.0,12.0,6.0
411545,-1,20283,BOS,2010,LA,94.0,L,LA,4,3,1,18.0,F,12.0,12.0,6.0
411546,-1,20283,BOS,2010,LA,7.0,D,LA,4,3,2,18.0,D,6.0,12.0,6.0
411547,-1,20283,BOS,2010,LA,8.0,D,LA,4,3,1,18.0,D,6.0,12.0,6.0
411556,-1,20283,BOS,2010,LA,19.0,R,LA,4,3,2,18.0,F,12.0,12.0,6.0
411567,-1,20283,BOS,2010,LA,22.0,C,LA,4,3,2,18.0,F,12.0,12.0,6.0
411568,-1,20283,BOS,2010,LA,15.0,R,LA,4,3,2,18.0,F,12.0,12.0,6.0
411570,-1,20283,BOS,2010,LA,2.0,D,LA,4,3,2,18.0,D,6.0,12.0,6.0
411577,-1,20283,BOS,2010,LA,3.0,D,LA,4,3,1,18.0,D,6.0,12.0,6.0
411579,-1,20283,BOS,2010,LA,26.0,C,LA,4,3,2,18.0,F,12.0,12.0,6.0
411580,-1,20283,BOS,2010,LA,17.0,R,LA,4,3,2,18.0,F,12.0,12.0,6.0
411581,-1,20283,BOS,2010,LA,13.0,L,LA,4,3,2,18.0,F,12.0,12.0,6.0
411591,-1,20283,BOS,2010,LA,11.0,C,LA,4,3,1,18.0,F,12.0,12.0,6.0
411592,-1,20283,BOS,2010,LA,23.0,L,LA,4,3,1,18.0,F,12.0,12.0,6.0
411593,-1,20283,BOS,2010,LA,74.0,L,LA,4,3,2,18.0,F,12.0,12.0,6.0
