,GD,GameNumber,LossTeam,Season,WinTeam,PlayerNumber,PlayerPosition,TeamCode,GF,GA,Rank,RosterCount,Position,PositionCount,FCount,DCount
1810365,-1,20010,OTT,2010,BUF,15.0,C,OTT,1,2,2,18.0,F,12.0,12.0,6.0
1810366,-1,20010,OTT,2010,BUF,18.0,C,OTT,1,2,2,18.0,F,12.0,12.0,6.0
1810367,-1,20010,OTT,2010,BUF,26.0,R,OTT,1,2,2,18.0,F,12.0,12.0,6.0
1813435,-3,20012,BOS,2010,PHX,46.0,C,BOS,2,5,1,18.0,F,12.0,12.0,6.0
1813436,-3,20012,BOS,2010,PHX,18.0,R,BOS,2,5,1,18.0,F,12.0,12.0,6.0
1813437,-3,20012,BOS,2010,PHX,17.0,L,BOS,2,5,1,18.0,F,12.0,12.0,6.0
1813438,-3,20012,BOS,2010,PHX,44.0,D,BOS,2,5,1,18.0,D,6.0,12.0,6.0
1813439,-3,20012,BOS,2010,PHX,48.0,D,BOS,2,5,2,18.0,D,6.0,12.0,6.0
1813459,-3,20012,BOS,2010,PHX,37.0,C,BOS,2,5,1,18.0,F,12.0,12.0,6.0
1813460,-3,20012,BOS,2010,PHX,28.0,R,BOS,2,5,2,18.0,F,12.0,12.0,6.0
1813466,-3,20012,BOS,2010,PHX,26.0,R,BOS,2,5,2,18.0,F,12.0,12.0,6.0
1813468,-3,20012,BOS,2010,PHX,21.0,D,BOS,2,5,2,18.0,D,6.0,12.0,6.0
1813469,-3,20012,BOS,2010,PHX,33.0,D,BOS,2,5,1,18.0,D,6.0,12.0,6.0
1813481,-3,20012,BOS,2010,PHX,55.0,D,BOS,2,5,1,18.0,D,6.0,12.0,6.0
1813489,-3,20012,BOS,2010,PHX,19.0,C,BOS,2,5,2,18.0,F,12.0,12.0,6.0
1813491,-3,20012,BOS,2010,PHX,73.0,R,BOS,2,5,2,18.0,F,12.0,12.0,6.0
1813499,-3,20012,BOS,2010,PHX,45.0,D,BOS,2,5,2,18.0,D,6.0,12.0,6.0
1813503,-3,20012,BOS,2010,PHX,20.0,L,BOS,2,5,2,18.0,F,12.0,12.0,6.0
1813513,-3,20012,BOS,2010,PHX,11.0,C,BOS,2,5,2,18.0,F,12.0,12.0,6.0
1813514,-3,20012,BOS,2010,PHX,63.0,C,BOS,2,5,1,18.0,F,12.0,12.0,6.0
1813515,-3,20012,BOS,2010,PHX,22.0,L,BOS,2,5,2,18.0,F,12.0,12.0,6.0
1814995,-3,20013,BUF,2010,NYR,20.0,C,BUF,3,6,2,18.0,F,12.0,12.0,6.0
1814996,-3,20013,BUF,2010,NYR,55.0,C,BUF,3,6,2,18.0,F,12.0,12.0,6.0
1814997,-3,20013,BUF,2010,NYR,25.0,R,BUF,3,6,2,18.0,F,12.0,12.0,6.0
1814998,-3,20013,BUF,2010,NYR,27.0,D,BUF,3,6,2,18.0,D,6.0,12.0,6.0
1814999,-3,20013,BUF,2010,NYR,57.0,D,BUF,3,6,1,18.0,D,6.0,12.0,6.0
1815013,-3,20013,BUF,2010,NYR,9.0,C,BUF,3,6,1,18.0,F,12.0,12.0,6.0
1815014,-3,20013,BUF,2010,NYR,63.0,C,BUF,3,6,2,18.0,F,12.0,12.0,6.0
1815015,-3,20013,BUF,2010,NYR,21.0,R,BUF,3,6,1,18.0,F,12.0,12.0,6.0
1815016,-3,20013,BUF,2010,NYR,3.0,D,BUF,3,6,1,18.0,D,6.0,12.0,6.0
1815017,-3,20013,BUF,2010,NYR,4.0,D,BUF,3,6,2,18.0,D,6.0,12.0,6.0
1815046,-3,20013,BUF,2010,NYR,44.0,D,BUF,3,6,2,18.0,D,6.0,12.0,6.0
1815047,-3,20013,BUF,2010,NYR,52.0,D,BUF,3,6,2,18.0,D,6.0,12.0,6.0
1815049,-3,20013,BUF,2010,NYR,19.0,C,BUF,3,6,2,18.0,F,12.0,12.0,6.0
1815050,-3,20013,BUF,2010,NYR,29.0,R,BUF,3,6,1,18.0,F,12.0,12.0,6.0
1815051,-3,20013,BUF,2010,NYR,26.0,L,BUF,3,6,1,18.0,F,12.0,12.0,6.0
1815055,-3,20013,BUF,2010,NYR,28.0,C,BUF,3,6,2,18.0,F,12.0,12.0,6.0
1815056,-3,20013,BUF,2010,NYR,42.0,C,BUF,3,6,2,18.0,F,12.0,12.0,6.0
1815057,-3,20013,BUF,2010,NYR,36.0,R,BUF,3,6,2,18.0,F,12.0,12.0,6.0
1816550,4,20014,OTT,2010,TOR,42.0,C,TOR,5,1,2,18.0,F,12.0,12.0,6.0
1816551,4,20014,OTT,2010,TOR,81.0,C,TOR,5,1,1,18.0,F,12.0,12.0,6.0
1816552,4,20014,OTT,2010,TOR,32.0,R,TOR,5,1,2,18.0,F,12.0,12.0,6.0
1816553,4,20014,OTT,2010,TOR,3.0,D,TOR,5,1,2,18.0,D,6.0,12.0,6.0
1816554,4,20014,OTT,2010,TOR,22.0,D,TOR,5,1,2,18.0,D,6.0,12.0,6.0
1816560,4,20014,OTT,2010,TOR,15.0,D,TOR,5,1,1,18.0,D,6.0,12.0,6.0
1816562,4,20014,OTT,2010,TOR,37.0,C,TOR,5,1,2,18.0,F,12.0,12.0,6.0
1816563,4,20014,OTT,2010,TOR,9.0,R,TOR,5,1,2,18.0,F,12.0,12.0,6.0
1816564,4,20014,OTT,2010,TOR,11.0,L,TOR,5,1,2,18.0,F,12.0,12.0,6.0
1816565,4,20014,OTT,2010,TOR,2.0,D,TOR,5,1,2,18.0,D,6.0,12.0,6.0
1816586,4,20014,OTT,2010,TOR,84.0,C,TOR,5,1,1,18.0,F,12.0,12.0,6.0
1816587,4,20014,OTT,2010,TOR,16.0,L,TOR,5,1,2,18.0,F,12.0,12.0,6.0
1816588,4,20014,OTT,2010,TOR,41.0,L,TOR,5,1,2,18.0,F,12.0,12.0,6.0
1816628,4,20014,OTT,2010,TOR,26.0,C,TOR,5,1,2,18.0,F,12.0,12.0,6.0
1816629,4,20014,OTT,2010,TOR,18.0,R,TOR,5,1,2,18.0,F,12.0,12.0,6.0
1816630,4,20014,OTT,2010,TOR,28.0,R,TOR,5,1,2,18.0,F,12.0,12.0,6.0
1816631,4,20014,OTT,2010,TOR,8.0,D,TOR,5,1,2,18.0,D,6.0,12.0,6.0
1816632,4,20014,OTT,2010,TOR,36.0,D,TOR,5,1,2,18.0,D,6.0,12.0,6.0
1818141,-1,20015,NYI,2010,DAL,28.0,C,NYI,4,5,2,18.0,F,12.0,12.0,6.0
1818142,-1,20015,NYI,2010,DAL,7.0,R,NYI,4,5,2,18.0,F,12.0,12.0,6.0
1818143,-1,20015,NYI,2010,DAL,26.0,L,NYI,4,5,2,18.0,F,12.0,12.0,6.0
1818144,-1,20015,NYI,2010,DAL,4.0,D,NYI,4,5,2,18.0,D,6.0,12.0,6.0
1818145,-1,20015,NYI,2010,DAL,24.0,D,NYI,4,5,2,18.0,D,6.0,12.0,6.0
1818165,-1,20015,NYI,2010,DAL,91.0,C,NYI,4,5,1,18.0,F,12.0,12.0,6.0
1818168,-1,20015,NYI,2010,DAL,10.0,D,NYI,4,5,2,18.0,D,6.0,12.0,6.0
1818169,-1,20015,NYI,2010,DAL,20.0,D,NYI,4,5,2,18.0,D,6.0,12.0,6.0
1818178,-1,20015,NYI,2010,DAL,15.0,R,NYI,4,5,2,18.0,F,12.0,12.0,6.0
1818179,-1,20015,NYI,2010,DAL,57.0,L,NYI,4,5,2,18.0,F,12.0,12.0,6.0
1818201,-1,20015,NYI,2010,DAL,93.0,C,NYI,4,5,2,18.0,F,12.0,12.0,6.0
1818204,-1,20015,NYI,2010,DAL,27.0,D,NYI,4,5,2,18.0,D,6.0,12.0,6.0
1818205,-1,20015,NYI,2010,DAL,47.0,D,NYI,4,5,2,18.0,D,6.0,12.0,6.0
1818213,-1,20015,NYI,2010,DAL,51.0,C,NYI,4,5,2,18.0,F,12.0,12.0,6.0
1818248,-1,20015,NYI,2010,DAL,12.0,C,NYI,4,5,2,18.0,F,12.0,12.0,6.0
1818288,-1,20015,NYI,2010,DAL,25.0,R,NYI,4,5,2,18.0,F,12.0,12.0,6.0
1818306,-1,20015,NYI,2010,DAL,14.0,L,NYI,4,5,2,18.0,F,12.0,12.0,6.0
1818307,-1,20015,NYI,2010,DAL,16.0,L,NYI,4,5,2,18.0,F,12.0,12.0,6.0
1819817,-1,20016,PIT,2010,MTL,10.0,C,PIT,2,3,2,18.0,F,12.0,12.0,6.0
1819818,-1,20016,PIT,2010,MTL,48.0,C,PIT,2,3,1,18.0,F,12.0,12.0,6.0
1819819,-1,20016,PIT,2010,MTL,24.0,L,PIT,2,3,2,18.0,F,12.0,12.0,6.0
1819820,-1,20016,PIT,2010,MTL,4.0,D,PIT,2,3,1,18.0,D,6.0,12.0,6.0
1819821,-1,20016,PIT,2010,MTL,44.0,D,PIT,2,3,2,18.0,D,6.0,12.0,6.0
1819835,-1,20016,PIT,2010,MTL,87.0,C,PIT,2,3,1,18.0,F,12.0,12.0,6.0
1819836,-1,20016,PIT,2010,MTL,9.0,L,PIT,2,3,1,18.0,F,12.0,12.0,6.0
1819837,-1,20016,PIT,2010,MTL,14.0,L,PIT,2,3,1,18.0,F,12.0,12.0,6.0
1819838,-1,20016,PIT,2010,MTL,7.0,D,PIT,2,3,2,18.0,D,6.0,12.0,6.0
1819839,-1,20016,PIT,2010,MTL,58.0,D,PIT,2,3,1,18.0,D,6.0,12.0,6.0
1819865,-1,20016,PIT,2010,MTL,19.0,C,PIT,2,3,2,18.0,F,12.0,12.0,6.0
1819866,-1,20016,PIT,2010,MTL,25.0,C,PIT,2,3,2,18.0,F,12.0,12.0,6.0
1819867,-1,20016,PIT,2010,MTL,71.0,C,PIT,2,3,1,18.0,F,12.0,12.0,6.0
1819868,-1,20016,PIT,2010,MTL,3.0,D,PIT,2,3,1,18.0,D,6.0,12.0,6.0
1819869,-1,20016,PIT,2010,MTL,6.0,D,PIT,2,3,2,18.0,D,6.0,12.0,6.0
1819895,-1,20016,PIT,2010,MTL,17.0,C,PIT,2,3,2,18.0,F,12.0,12.0,6.0
1819896,-1,20016,PIT,2010,MTL,26.0,C,PIT,2,3,2,18.0,F,12.0,12.0,6.0
1819897,-1,20016,PIT,2010,MTL,27.0,R,PIT,2,3,2,18.0,F,12.0,12.0,6.0
1824251,1,20019,PHI,2010,STL,18.0,C,STL,2,1,2,18.0,F,12.0,12.0,6.0
1824252,1,20019,PHI,2010,STL,20.0,C,STL,2,1,1,18.0,F,12.0,12.0,6.0
1824253,1,20019,PHI,2010,STL,26.0,R,STL,2,1,2,18.0,F,12.0,12.0,6.0
1824254,1,20019,PHI,2010,STL,4.0,D,STL,2,1,2,18.0,D,6.0,12.0,6.0
1824255,1,20019,PHI,2010,STL,46.0,D,STL,2,1,2,18.0,D,6.0,12.0,6.0
1824269,1,20019,PHI,2010,STL,10.0,C,STL,2,1,1,18.0,F,12.0,12.0,6.0
1824270,1,20019,PHI,2010,STL,21.0,C,STL,2,1,2,18.0,F,12.0,12.0,6.0
1824271,1,20019,PHI,2010,STL,74.0,C,STL,2,1,2,18.0,F,12.0,12.0,6.0
1824272,1,20019,PHI,2010,STL,27.0,D,STL,2,1,1,18.0,D,6.0,12.0,6.0
1824273,1,20019,PHI,2010,STL,28.0,D,STL,2,1,2,18.0,D,6.0,12.0,6.0
1824277,1,20019,PHI,2010,STL,57.0,L,STL,2,1,2,18.0,F,12.0,12.0,6.0
1824278,1,20019,PHI,2010,STL,5.0,D,STL,2,1,2,18.0,D,6.0,12.0,6.0
1824279,1,20019,PHI,2010,STL,6.0,D,STL,2,1,2,18.0,D,6.0,12.0,6.0
1824288,1,20019,PHI,2010,STL,22.0,R,STL,2,1,2,18.0,F,12.0,12.0,6.0
1824289,1,20019,PHI,2010,STL,42.0,R,STL,2,1,1,18.0,F,12.0,12.0,6.0
1824336,1,20019,PHI,2010,STL,15.0,L,STL,2,1,2,18.0,F,12.0,12.0,6.0
1824442,1,20019,PHI,2010,STL,36.0,R,STL,2,1,2,18.0,F,12.0,12.0,6.0
1824443,1,20019,PHI,2010,STL,55.0,R,STL,2,1,2,18.0,F,12.0,12.0,6.0
1825587,3,20020,ANA,2010,NSH,11.0,C,NSH,4,1,1,18.0,F,12.0,12.0,6.0
1825588,3,20020,ANA,2010,NSH,25.0,R,NSH,4,1,2,18.0,F,12.0,12.0,6.0
1825589,3,20020,ANA,2010,NSH,29.0,R,NSH,4,1,2,18.0,F,12.0,12.0,6.0
1825590,3,20020,ANA,2010,NSH,6.0,D,NSH,4,1,1,18.0,D,6.0,12.0,6.0
1825591,3,20020,ANA,2010,NSH,20.0,D,NSH,4,1,1,18.0,D,6.0,12.0,6.0
1825599,3,20020,ANA,2010,NSH,9.0,C,NSH,4,1,2,18.0,F,12.0,12.0,6.0
1825601,3,20020,ANA,2010,NSH,8.0,D,NSH,4,1,2,18.0,D,6.0,12.0,6.0
1825602,3,20020,ANA,2010,NSH,51.0,D,NSH,4,1,2,18.0,D,6.0,12.0,6.0
1825622,3,20020,ANA,2010,NSH,55.0,D,NSH,4,1,2,18.0,D,6.0,12.0,6.0
1825644,3,20020,ANA,2010,NSH,16.0,C,NSH,4,1,2,18.0,F,12.0,12.0,6.0
1825645,3,20020,ANA,2010,NSH,26.0,L,NSH,4,1,2,18.0,F,12.0,12.0,6.0
1825657,3,20020,ANA,2010,NSH,33.0,C,NSH,4,1,2,18.0,F,12.0,12.0,6.0
1825658,3,20020,ANA,2010,NSH,10.0,R,NSH,4,1,1,18.0,F,12.0,12.0,6.0
1825659,3,20020,ANA,2010,NSH,4.0,D,NSH,4,1,2,18.0,D,6.0,12.0,6.0
1825662,3,20020,ANA,2010,NSH,15.0,C,NSH,4,1,2,18.0,F,12.0,12.0,6.0
1825681,3,20020,ANA,2010,NSH,22.0,R,NSH,4,1,2,18.0,F,12.0,12.0,6.0
1825682,3,20020,ANA,2010,NSH,71.0,R,NSH,4,1,2,18.0,F,12.0,12.0,6.0
1825759,3,20020,ANA,2010,NSH,27.0,R,NSH,4,1,1,18.0,F,12.0,12.0,6.0
1827091,-1,20021,CHI,2010,DET,19.0,C,CHI,2,3,1,18.0,F,12.0,12.0,6.0
1827092,-1,20021,CHI,2010,DET,81.0,R,CHI,2,3,1,18.0,F,12.0,12.0,6.0
1827093,-1,20021,CHI,2010,DET,82.0,R,CHI,2,3,2,18.0,F,12.0,12.0,6.0
1827094,-1,20021,CHI,2010,DET,2.0,D,CHI,2,3,1,18.0,D,6.0,12.0,6.0
1827095,-1,20021,CHI,2010,DET,7.0,D,CHI,2,3,1,18.0,D,6.0,12.0,6.0
1827115,-1,20021,CHI,2010,DET,14.0,C,CHI,2,3,2,18.0,F,12.0,12.0,6.0
1827116,-1,20021,CHI,2010,DET,15.0,R,CHI,2,3,2,18.0,F,12.0,12.0,6.0
1827117,-1,20021,CHI,2010,DET,22.0,R,CHI,2,3,2,18.0,F,12.0,12.0,6.0
1827118,-1,20021,CHI,2010,DET,4.0,D,CHI,2,3,2,18.0,D,6.0,12.0,6.0
1827119,-1,20021,CHI,2010,DET,24.0,D,CHI,2,3,2,18.0,D,6.0,12.0,6.0
1827163,-1,20021,CHI,2010,DET,28.0,C,CHI,2,3,2,18.0,F,12.0,12.0,6.0
1827164,-1,20021,CHI,2010,DET,20.0,R,CHI,2,3,2,18.0,F,12.0,12.0,6.0
1827165,-1,20021,CHI,2010,DET,25.0,L,CHI,2,3,2,18.0,F,12.0,12.0,6.0
1827166,-1,20021,CHI,2010,DET,8.0,D,CHI,2,3,2,18.0,D,6.0,12.0,6.0
1827167,-1,20021,CHI,2010,DET,32.0,D,CHI,2,3,2,18.0,D,6.0,12.0,6.0
1827241,-1,20021,CHI,2010,DET,36.0,C,CHI,2,3,2,18.0,F,12.0,12.0,6.0
1827242,-1,20021,CHI,2010,DET,88.0,R,CHI,2,3,1,18.0,F,12.0,12.0,6.0
1827243,-1,20021,CHI,2010,DET,29.0,L,CHI,2,3,2,18.0,F,12.0,12.0,6.0
1829991,0,20023,VAN,2010,LA,33.0,C,VAN,1,1,1,18.0,F,12.0,12.0,6.0
1829992,0,20023,VAN,2010,LA,26.0,R,VAN,1,1,1,18.0,F,12.0,12.0,6.0
1829993,0,20023,VAN,2010,LA,22.0,L,VAN,1,1,1,18.0,F,12.0,12.0,6.0
1829994,0,20023,VAN,2010,LA,2.0,D,VAN,1,1,1,18.0,D,6.0,12.0,6.0
1829995,0,20023,VAN,2010,LA,3.0,D,VAN,1,1,2,18.0,D,6.0,12.0,6.0
1830009,0,20023,VAN,2010,LA,17.0,C,VAN,1,1,1,18.0,F,12.0,12.0,6.0
1830010,0,20023,VAN,2010,LA,13.0,L,VAN,1,1,2,18.0,F,12.0,12.0,6.0
1830011,0,20023,VAN,2010,LA,21.0,L,VAN,1,1,2,18.0,F,12.0,12.0,6.0
1830012,0,20023,VAN,2010,LA,5.0,D,VAN,1,1,1,18.0,D,6.0,12.0,6.0
1830013,0,20023,VAN,2010,LA,23.0,D,VAN,1,1,1,18.0,D,6.0,12.0,6.0
1830024,0,20023,VAN,2010,LA,4.0,D,VAN,1,1,2,18.0,D,6.0,12.0,6.0
1830025,0,20023,VAN,2010,LA,41.0,D,VAN,1,1,2,18.0,D,6.0,12.0,6.0
1830027,0,20023,VAN,2010,LA,27.0,C,VAN,1,1,2,18.0,F,12.0,12.0,6.0
1830028,0,20023,VAN,2010,LA,36.0,R,VAN,1,1,2,18.0,F,12.0,12.0,6.0
1830029,0,20023,VAN,2010,LA,18.0,L,VAN,1,1,2,18.0,F,12.0,12.0,6.0
1830039,0,20023,VAN,2010,LA,49.0,C,VAN,1,1,2,18.0,F,12.0,12.0,6.0
1830040,0,20023,VAN,2010,LA,34.0,R,VAN,1,1,2,18.0,F,12.0,12.0,6.0
1830041,0,20023,VAN,2010,LA,15.0,L,VAN,1,1,2,18.0,F,12.0,12.0,6.0
1831372,-3,20024,PHX,2010,BOS,11.0,C,PHX,0,3,2,18.0,F,12.0,12.0,6.0
1831373,-3,20024,PHX,2010,BOS,17.0,R,PHX,0,3,1,18.0,F,12.0,12.0,6.0
1831374,-3,20024,PHX,2010,BOS,13.0,L,PHX,0,3,1,18.0,F,12.0,12.0,6.0
1831375,-3,20024,PHX,2010,BOS,33.0,D,PHX,0,3,1,18.0,D,6.0,12.0,6.0
1831376,-3,20024,PHX,2010,BOS,55.0,D,PHX,0,3,2,18.0,D,6.0,12.0,6.0
1831396,-3,20024,PHX,2010,BOS,20.0,C,PHX,0,3,2,18.0,F,12.0,12.0,6.0
1831397,-3,20024,PHX,2010,BOS,19.0,R,PHX,0,3,1,18.0,F,12.0,12.0,6.0
1831398,-3,20024,PHX,2010,BOS,86.0,L,PHX,0,3,2,18.0,F,12.0,12.0,6.0
1831411,-3,20024,PHX,2010,BOS,3.0,D,PHX,0,3,1,18.0,D,6.0,12.0,6.0
1831412,-3,20024,PHX,2010,BOS,6.0,D,PHX,0,3,2,18.0,D,6.0,12.0,6.0
1831414,-3,20024,PHX,2010,BOS,22.0,R,PHX,0,3,2,18.0,F,12.0,12.0,6.0
1831415,-3,20024,PHX,2010,BOS,14.0,L,PHX,0,3,2,18.0,F,12.0,12.0,6.0
1831416,-3,20024,PHX,2010,BOS,38.0,L,PHX,0,3,2,18.0,F,12.0,12.0,6.0
1831417,-3,20024,PHX,2010,BOS,18.0,D,PHX,0,3,2,18.0,D,6.0,12.0,6.0
1831418,-3,20024,PHX,2010,BOS,23.0,D,PHX,0,3,2,18.0,D,6.0,12.0,6.0
1831463,-3,20024,PHX,2010,BOS,28.0,L,PHX,0,3,1,18.0,F,12.0,12.0,6.0
1831477,-3,20024,PHX,2010,BOS,16.0,R,PHX,0,3,2,18.0,F,12.0,12.0,6.0
1831502,-3,20024,PHX,2010,BOS,8.0,R,PHX,0,3,2,18.0,F,12.0,12.0,6.0
1832877,2,20025,LA,2010,CGY,13.0,C,CGY,3,1,1,18.0,F,12.0,12.0,6.0
1832878,2,20025,LA,2010,CGY,12.0,R,CGY,3,1,1,18.0,F,12.0,12.0,6.0
1832879,2,20025,LA,2010,CGY,40.0,L,CGY,3,1,1,18.0,F,12.0,12.0,6.0
1832880,2,20025,LA,2010,CGY,4.0,D,CGY,3,1,2,18.0,D,6.0,12.0,6.0
1832881,2,20025,LA,2010,CGY,5.0,D,CGY,3,1,1,18.0,D,6.0,12.0,6.0
1832895,2,20025,LA,2010,CGY,8.0,C,CGY,3,1,2,18.0,F,12.0,12.0,6.0
1832896,2,20025,LA,2010,CGY,17.0,R,CGY,3,1,2,18.0,F,12.0,12.0,6.0
1832897,2,20025,LA,2010,CGY,10.0,L,CGY,3,1,2,18.0,F,12.0,12.0,6.0
1832898,2,20025,LA,2010,CGY,3.0,D,CGY,3,1,2,18.0,D,6.0,12.0,6.0
1832899,2,20025,LA,2010,CGY,28.0,D,CGY,3,1,2,18.0,D,6.0,12.0,6.0
1832916,2,20025,LA,2010,CGY,7.0,D,CGY,3,1,2,18.0,D,6.0,12.0,6.0
1832917,2,20025,LA,2010,CGY,66.0,D,CGY,3,1,2,18.0,D,6.0,12.0,6.0
1832925,2,20025,LA,2010,CGY,11.0,C,CGY,3,1,2,18.0,F,12.0,12.0,6.0
1832926,2,20025,LA,2010,CGY,15.0,R,CGY,3,1,2,18.0,F,12.0,12.0,6.0
1832927,2,20025,LA,2010,CGY,20.0,L,CGY,3,1,2,18.0,F,12.0,12.0,6.0
1832985,2,20025,LA,2010,CGY,24.0,C,CGY,3,1,2,18.0,F,12.0,12.0,6.0
1832986,2,20025,LA,2010,CGY,42.0,L,CGY,3,1,2,18.0,F,12.0,12.0,6.0
1832987,2,20025,LA,2010,CGY,44.0,L,CGY,3,1,2,18.0,F,12.0,12.0,6.0
1834119,1,20026,FLA,2010,EDM,13.0,C,EDM,3,2,2,18.0,F,12.0,12.0,6.0
1834120,1,20026,FLA,2010,EDM,67.0,C,EDM,3,2,2,18.0,F,12.0,12.0,6.0
1834121,1,20026,FLA,2010,EDM,91.0,L,EDM,3,2,2,18.0,F,12.0,12.0,6.0
1834122,1,20026,FLA,2010,EDM,2.0,D,EDM,3,2,2,18.0,D,6.0,12.0,6.0
1834123,1,20026,FLA,2010,EDM,49.0,D,EDM,3,2,2,18.0,D,6.0,12.0,6.0
1834131,1,20026,FLA,2010,EDM,89.0,C,EDM,3,2,2,18.0,F,12.0,12.0,6.0
1834132,1,20026,FLA,2010,EDM,27.0,R,EDM,3,2,2,18.0,F,12.0,12.0,6.0
1834133,1,20026,FLA,2010,EDM,83.0,R,EDM,3,2,2,18.0,F,12.0,12.0,6.0
1834135,1,20026,FLA,2010,EDM,6.0,D,EDM,3,2,1,18.0,D,6.0,12.0,6.0
1834141,1,20026,FLA,2010,EDM,26.0,D,EDM,3,2,2,18.0,D,6.0,12.0,6.0
1834151,1,20026,FLA,2010,EDM,4.0,L,EDM,3,2,2,18.0,F,12.0,12.0,6.0
1834152,1,20026,FLA,2010,EDM,5.0,D,EDM,3,2,2,18.0,D,6.0,12.0,6.0
1834153,1,20026,FLA,2010,EDM,77.0,D,EDM,3,2,2,18.0,D,6.0,12.0,6.0
1834155,1,20026,FLA,2010,EDM,14.0,C,EDM,3,2,2,18.0,F,12.0,12.0,6.0
1834161,1,20026,FLA,2010,EDM,10.0,C,EDM,3,2,2,18.0,F,12.0,12.0,6.0
1834167,1,20026,FLA,2010,EDM,16.0,C,EDM,3,2,2,18.0,F,12.0,12.0,6.0
1834168,1,20026,FLA,2010,EDM,46.0,R,EDM,3,2,2,18.0,F,12.0,12.0,6.0
1834169,1,20026,FLA,2010,EDM,28.0,L,EDM,3,2,2,18.0,F,12.0,12.0,6.0
1836906,2,20028,NYR,2010,NYI,51.0,C,NYI,6,4,2,18.0,F,12.0,12.0,6.0
1836907,2,20028,NYR,2010,NYI,7.0,R,NYI,6,4,2,18.0,F,12.0,12.0,6.0
1836908,2,20028,NYR,2010,NYI,26.0,L,NYI,6,4,2,18.0,F,12.0,12.0,6.0
1836909,2,20028,NYR,2010,NYI,4.0,D,NYI,6,4,2,18.0,D,6.0,12.0,6.0
1836910,2,20028,NYR,2010,NYI,24.0,D,NYI,6,4,2,18.0,D,6.0,12.0,6.0
1836930,2,20028,NYR,2010,NYI,28.0,C,NYI,6,4,2,18.0,F,12.0,12.0,6.0
1836931,2,20028,NYR,2010,NYI,16.0,L,NYI,6,4,2,18.0,F,12.0,12.0,6.0
1836932,2,20028,NYR,2010,NYI,57.0,L,NYI,6,4,2,18.0,F,12.0,12.0,6.0
1836933,2,20028,NYR,2010,NYI,10.0,D,NYI,6,4,2,18.0,D,6.0,12.0,6.0
1836934,2,20028,NYR,2010,NYI,20.0,D,NYI,6,4,2,18.0,D,6.0,12.0,6.0
1836942,2,20028,NYR,2010,NYI,93.0,C,NYI,6,4,2,18.0,F,12.0,12.0,6.0
1836943,2,20028,NYR,2010,NYI,40.0,R,NYI,6,4,2,18.0,F,12.0,12.0,6.0
1836952,2,20028,NYR,2010,NYI,47.0,D,NYI,6,4,2,18.0,D,6.0,12.0,6.0
1836955,2,20028,NYR,2010,NYI,25.0,R,NYI,6,4,2,18.0,F,12.0,12.0,6.0
1836963,2,20028,NYR,2010,NYI,27.0,D,NYI,6,4,2,18.0,D,6.0,12.0,6.0
1836966,2,20028,NYR,2010,NYI,12.0,C,NYI,6,4,2,18.0,F,12.0,12.0,6.0
1836967,2,20028,NYR,2010,NYI,15.0,R,NYI,6,4,2,18.0,F,12.0,12.0,6.0
1837021,2,20028,NYR,2010,NYI,14.0,L,NYI,6,4,2,18.0,F,12.0,12.0,6.0
1838546,4,20029,ANA,2010,STL,18.0,C,STL,5,1,2,18.0,F,12.0,12.0,6.0
1838547,4,20029,ANA,2010,STL,20.0,C,STL,5,1,1,18.0,F,12.0,12.0,6.0
1838548,4,20029,ANA,2010,STL,26.0,R,STL,5,1,2,18.0,F,12.0,12.0,6.0
1838549,4,20029,ANA,2010,STL,4.0,D,STL,5,1,2,18.0,D,6.0,12.0,6.0
1838550,4,20029,ANA,2010,STL,46.0,D,STL,5,1,2,18.0,D,6.0,12.0,6.0
1838560,4,20029,ANA,2010,STL,57.0,L,STL,5,1,2,18.0,F,12.0,12.0,6.0
1838561,4,20029,ANA,2010,STL,5.0,D,STL,5,1,2,18.0,D,6.0,12.0,6.0
1838564,4,20029,ANA,2010,STL,22.0,R,STL,5,1,2,18.0,F,12.0,12.0,6.0
1838565,4,20029,ANA,2010,STL,42.0,R,STL,5,1,1,18.0,F,12.0,12.0,6.0
1838568,4,20029,ANA,2010,STL,6.0,D,STL,5,1,2,18.0,D,6.0,12.0,6.0
1838576,4,20029,ANA,2010,STL,10.0,C,STL,5,1,1,18.0,F,12.0,12.0,6.0
1838577,4,20029,ANA,2010,STL,21.0,C,STL,5,1,2,18.0,F,12.0,12.0,6.0
1838578,4,20029,ANA,2010,STL,74.0,C,STL,5,1,2,18.0,F,12.0,12.0,6.0
1838579,4,20029,ANA,2010,STL,27.0,D,STL,5,1,1,18.0,D,6.0,12.0,6.0
1838580,4,20029,ANA,2010,STL,28.0,D,STL,5,1,2,18.0,D,6.0,12.0,6.0
1838618,4,20029,ANA,2010,STL,36.0,R,STL,5,1,2,18.0,F,12.0,12.0,6.0
1838619,4,20029,ANA,2010,STL,75.0,R,STL,5,1,2,18.0,F,12.0,12.0,6.0
1838620,4,20029,ANA,2010,STL,15.0,L,STL,5,1,2,18.0,F,12.0,12.0,6.0
1839872,-1,20030,BUF,2010,CHI,9.0,C,BUF,3,4,1,18.0,F,12.0,12.0,6.0
1839873,-1,20030,BUF,2010,CHI,55.0,C,BUF,3,4,2,18.0,F,12.0,12.0,6.0
1839874,-1,20030,BUF,2010,CHI,21.0,R,BUF,3,4,1,18.0,F,12.0,12.0,6.0
