,Season,TeamCode,PlayerNumber,PlayerPosition,Rank
269061,2010,VAN,62,C,2
1558351,2010,VAN,2,D,2
1558352,2010,VAN,3,D,2
1558381,2010,VAN,4,D,2
1558369,2010,VAN,5,D,1
2568206,2010,VAN,6,D,2
854263,2010,VAN,18,D,2
89243,2010,VAN,20,D,2
1558370,2010,VAN,23,D,1
1610891,2010,VAN,29,D,2
1558382,2010,VAN,41,D,2
1057386,2010,VAN,47,D,2
2460876,2010,VAN,57,D,2
1073842,2010,VAN,64,D,2
1558353,2010,VAN,1,G,1
1610869,2010,VAN,35,G,1
1569570,2010,VAN,10,L,2
1558367,2010,VAN,13,L,2
194377,2010,VAN,14,L,1
1558398,2010,VAN,15,L,2
1558386,2010,VAN,18,L,2
1260320,2010,VAN,20,L,2
1558368,2010,VAN,21,L,2
1558350,2010,VAN,22,L,1
854219,2010,VAN,25,L,2
2121584,2010,VAN,54,L,2
2029768,2010,VAN,24,R,2
1558349,2010,VAN,26,R,1
1558397,2010,VAN,34,R,2
1558385,2010,VAN,36,R,2
2568268,2010,VAN,38,R,2
1551764,2010,WSH,15,C,2
12166,2010,WSH,19,C,1
2189815,2010,WSH,20,C,2
12220,2010,WSH,26,C,2
12221,2010,WSH,39,C,2
2703012,2010,WSH,44,C,2
1651851,2010,WSH,83,C,2
1651771,2010,WSH,85,C,2
12196,2010,WSH,90,C,2
12145,2010,WSH,3,D,2
12193,2010,WSH,4,D,2
2703015,2010,WSH,6,D,2
449722,2010,WSH,23,D,2
12194,2010,WSH,27,D,2
69615,2010,WSH,44,D,2
12169,2010,WSH,52,D,1
12170,2010,WSH,55,D,2
2988693,2010,WSH,62,D,2
12146,2010,WSH,74,D,1
1568599,2010,WSH,89,D,2
1618670,2010,WSH,1,G,2
12147,2010,WSH,30,G,1
1747743,2010,WSH,70,G,2
12168,2010,WSH,8,L,1
12143,2010,WSH,14,L,2
1574951,2010,WSH,17,L,2
2703008,2010,WSH,18,L,2
12144,2010,WSH,21,L,1
12198,2010,WSH,25,L,2
12222,2010,WSH,10,R,2
12191,2010,WSH,16,R,2
12167,2010,WSH,22,R,1
786993,2010,WSH,24,R,2
12142,2010,WSH,28,R,1
531949,2010,WSH,63,R,2
