,Season,GameNumber,TeamCode,RosterCount,D1,D2,F1,F2
673,2010,20420,OTT,18.0,1.0,5.0,1.0,11.0
674,2010,20421,ATL,18.0,2.0,4.0,1.0,11.0
675,2010,20421,COL,18.0,1.0,5.0,2.0,10.0
676,2010,20422,CAR,18.0,1.0,5.0,3.0,9.0
677,2010,20422,DAL,18.0,1.0,5.0,3.0,9.0
678,2010,20423,EDM,18.0,1.0,5.0,0.0,12.0
679,2010,20423,TB,18.0,0.0,6.0,2.0,10.0
680,2010,20424,ANA,18.0,2.0,4.0,4.0,8.0
681,2010,20424,CGY,18.0,1.0,5.0,3.0,9.0
682,2010,20425,BOS,18.0,3.0,3.0,5.0,7.0
683,2010,20425,PHI,18.0,3.0,3.0,5.0,7.0
684,2010,20426,BUF,18.0,2.0,4.0,3.0,9.0
685,2010,20426,PIT,18.0,3.0,3.0,4.0,8.0
686,2010,20428,DET,18.0,3.0,3.0,5.0,7.0
687,2010,20428,NJ,18.0,0.0,6.0,2.0,10.0
688,2010,20429,ATL,18.0,2.0,4.0,1.0,11.0
689,2010,20429,NYI,18.0,0.0,6.0,1.0,11.0
690,2010,20431,CBJ,18.0,0.0,6.0,2.0,10.0
691,2010,20431,NYR,18.0,2.0,4.0,4.0,8.0
692,2010,20432,CAR,18.0,1.0,5.0,3.0,9.0
693,2010,20432,STL,18.0,1.0,5.0,2.0,10.0
694,2010,20433,FLA,18.0,1.0,5.0,0.0,12.0
695,2010,20433,NSH,18.0,2.0,4.0,3.0,9.0
696,2010,20434,DAL,18.0,1.0,5.0,3.0,9.0
697,2010,20434,PHX,18.0,2.0,4.0,4.0,8.0
698,2010,20436,LA,18.0,3.0,3.0,5.0,7.0
699,2010,20436,MIN,18.0,1.0,5.0,3.0,9.0
700,2010,20438,NYR,18.0,2.0,4.0,4.0,8.0
701,2010,20438,WSH,18.0,2.0,4.0,5.0,7.0
702,2010,20439,EDM,18.0,1.0,5.0,0.0,12.0
703,2010,20439,VAN,18.0,2.0,4.0,5.0,7.0
704,2010,20441,DET,18.0,3.0,3.0,5.0,7.0
705,2010,20441,LA,18.0,3.0,3.0,5.0,7.0
706,2010,20442,ATL,18.0,2.0,4.0,1.0,11.0
707,2010,20442,OTT,18.0,1.0,5.0,1.0,11.0
708,2010,20443,NSH,18.0,2.0,4.0,3.0,9.0
709,2010,20443,NYI,18.0,0.0,6.0,1.0,11.0
710,2010,20445,CBJ,18.0,0.0,6.0,2.0,10.0
711,2010,20445,CGY,18.0,1.0,5.0,3.0,9.0
712,2010,20446,DAL,18.0,1.0,5.0,3.0,9.0
713,2010,20446,SJ,18.0,3.0,3.0,6.0,6.0
714,2010,20447,PHI,18.0,3.0,3.0,5.0,7.0
715,2010,20447,PIT,18.0,3.0,3.0,4.0,8.0
716,2010,20448,EDM,18.0,1.0,5.0,0.0,12.0
717,2010,20448,TOR,18.0,1.0,5.0,2.0,10.0
718,2010,20449,BOS,18.0,3.0,3.0,5.0,7.0
719,2010,20449,BUF,18.0,2.0,4.0,4.0,8.0
720,2010,20450,NJ,18.0,0.0,6.0,2.0,10.0
721,2010,20450,PHX,18.0,2.0,4.0,4.0,8.0
722,2010,20451,NYR,18.0,2.0,4.0,4.0,8.0
723,2010,20451,PIT,18.0,3.0,3.0,4.0,8.0
724,2010,20453,DET,18.0,3.0,3.0,5.0,7.0
725,2010,20453,STL,18.0,0.0,6.0,2.0,10.0
726,2010,20454,MTL,18.0,1.0,5.0,4.0,8.0
727,2010,20454,PHI,18.0,3.0,3.0,5.0,7.0
728,2010,20456,CAR,18.0,1.0,5.0,3.0,9.0
729,2010,20456,FLA,18.0,1.0,5.0,0.0,12.0
730,2010,20457,NSH,18.0,2.0,4.0,2.0,10.0
731,2010,20457,SJ,18.0,3.0,3.0,6.0,6.0
732,2010,20459,CBJ,18.0,0.0,6.0,2.0,10.0
733,2010,20459,VAN,18.0,2.0,4.0,5.0,7.0
734,2010,20461,NYR,18.0,2.0,4.0,3.0,9.0
735,2010,20461,PHX,18.0,2.0,4.0,4.0,8.0
736,2010,20462,ATL,18.0,2.0,4.0,1.0,11.0
737,2010,20462,CAR,18.0,1.0,5.0,3.0,9.0
738,2010,20463,BOS,18.0,3.0,3.0,5.0,7.0
739,2010,20463,MTL,18.0,1.0,5.0,4.0,8.0
740,2010,20464,LA,18.0,3.0,3.0,5.0,7.0
741,2010,20464,STL,18.0,0.0,6.0,2.0,10.0
742,2010,20465,MIN,18.0,1.0,5.0,3.0,9.0
743,2010,20465,OTT,18.0,1.0,5.0,1.0,11.0
744,2010,20466,DAL,18.0,1.0,5.0,3.0,9.0
745,2010,20466,SJ,18.0,3.0,3.0,6.0,6.0
746,2010,20467,CGY,18.0,1.0,5.0,3.0,9.0
747,2010,20467,TOR,18.0,1.0,5.0,2.0,10.0
748,2010,20468,CBJ,18.0,0.0,6.0,2.0,10.0
749,2010,20468,EDM,18.0,1.0,5.0,0.0,12.0
750,2010,20469,NJ,18.0,0.0,6.0,2.0,10.0
751,2010,20469,NSH,18.0,2.0,4.0,2.0,10.0
752,2010,20470,BUF,18.0,2.0,4.0,4.0,8.0
753,2010,20470,FLA,18.0,1.0,5.0,0.0,12.0
754,2010,20472,COL,18.0,1.0,5.0,1.0,11.0
755,2010,20472,OTT,18.0,1.0,5.0,1.0,11.0
756,2010,20473,NYR,18.0,2.0,4.0,3.0,9.0
757,2010,20473,PHI,18.0,2.0,4.0,5.0,7.0
758,2010,20474,BOS,18.0,3.0,3.0,5.0,7.0
759,2010,20474,WSH,18.0,3.0,3.0,4.0,8.0
760,2010,20475,NYI,18.0,0.0,6.0,1.0,11.0
761,2010,20475,PHX,18.0,2.0,4.0,4.0,8.0
762,2010,20476,ANA,18.0,2.0,4.0,5.0,7.0
763,2010,20476,CAR,18.0,1.0,5.0,3.0,9.0
764,2010,20477,ATL,18.0,2.0,4.0,1.0,11.0
765,2010,20477,NJ,18.0,0.0,6.0,2.0,10.0
766,2010,20478,CBJ,18.0,0.0,6.0,2.0,10.0
767,2010,20478,DAL,18.0,1.0,5.0,3.0,9.0
768,2010,20480,SJ,18.0,3.0,3.0,6.0,6.0
769,2010,20480,STL,18.0,0.0,6.0,2.0,10.0
770,2010,20481,LA,18.0,3.0,3.0,5.0,7.0
771,2010,20481,NSH,18.0,2.0,4.0,2.0,10.0
772,2010,20482,CGY,18.0,1.0,5.0,3.0,9.0
773,2010,20482,MIN,18.0,1.0,5.0,3.0,9.0
774,2010,20483,TOR,18.0,1.0,5.0,2.0,10.0
775,2010,20483,VAN,18.0,3.0,3.0,5.0,7.0
776,2010,20484,OTT,18.0,1.0,5.0,1.0,11.0
777,2010,20484,WSH,18.0,3.0,3.0,4.0,8.0
778,2010,20485,DAL,18.0,1.0,5.0,3.0,9.0
779,2010,20485,DET,18.0,3.0,3.0,5.0,7.0
780,2010,20488,ANA,18.0,2.0,4.0,5.0,7.0
781,2010,20488,BOS,18.0,3.0,3.0,4.0,8.0
782,2010,20490,FLA,18.0,1.0,5.0,0.0,12.0
783,2010,20490,PHI,18.0,2.0,4.0,5.0,7.0
784,2010,20491,PHX,18.0,2.0,4.0,4.0,8.0
785,2010,20491,PIT,18.0,3.0,3.0,5.0,7.0
786,2010,20493,STL,18.0,1.0,5.0,2.0,10.0
787,2010,20493,VAN,18.0,3.0,3.0,5.0,7.0
788,2010,20494,CGY,18.0,1.0,5.0,3.0,9.0
789,2010,20494,MIN,18.0,1.0,5.0,3.0,9.0
790,2010,20495,ANA,18.0,2.0,4.0,5.0,7.0
791,2010,20495,BUF,18.0,2.0,4.0,4.0,8.0
792,2010,20496,NJ,18.0,0.0,6.0,2.0,10.0
793,2010,20496,WSH,18.0,3.0,3.0,5.0,7.0
794,2010,20497,ATL,18.0,2.0,4.0,1.0,11.0
795,2010,20497,STL,18.0,1.0,5.0,2.0,10.0
796,2010,20498,CBJ,18.0,0.0,6.0,2.0,10.0
797,2010,20498,CGY,18.0,1.0,5.0,3.0,9.0
798,2010,20499,DAL,18.0,1.0,5.0,3.0,9.0
799,2010,20499,MTL,18.0,1.0,5.0,4.0,8.0
800,2010,20501,EDM,18.0,1.0,5.0,0.0,12.0
801,2010,20501,SJ,18.0,3.0,3.0,6.0,6.0
802,2010,20503,FLA,18.0,1.0,5.0,0.0,12.0
803,2010,20503,PIT,18.0,3.0,3.0,5.0,7.0
804,2010,20504,DET,18.0,3.0,3.0,5.0,7.0
805,2010,20504,VAN,18.0,3.0,3.0,5.0,7.0
806,2010,20506,ATL,18.0,2.0,4.0,1.0,11.0
807,2010,20506,BOS,18.0,3.0,3.0,4.0,8.0
808,2010,20507,BUF,18.0,2.0,4.0,4.0,8.0
809,2010,20507,FLA,18.0,1.0,5.0,0.0,12.0
810,2010,20509,NYR,18.0,2.0,4.0,2.0,10.0
811,2010,20509,TB,18.0,0.0,6.0,3.0,9.0
812,2010,20510,PIT,18.0,3.0,3.0,5.0,7.0
813,2010,20510,WSH,18.0,3.0,3.0,5.0,7.0
814,2010,20511,CAR,18.0,1.0,5.0,3.0,9.0
815,2010,20511,MTL,18.0,0.0,6.0,4.0,8.0
816,2010,20512,CBJ,18.0,0.0,6.0,2.0,10.0
817,2010,20512,VAN,18.0,3.0,3.0,5.0,7.0
818,2010,20513,DET,18.0,3.0,3.0,4.0,8.0
819,2010,20513,STL,18.0,1.0,5.0,2.0,10.0
820,2010,20514,NSH,18.0,2.0,4.0,3.0,9.0
821,2010,20514,OTT,18.0,1.0,5.0,1.0,11.0
822,2010,20515,CGY,18.0,1.0,5.0,3.0,9.0
823,2010,20515,DAL,18.0,1.0,5.0,3.0,9.0
824,2010,20516,COL,18.0,1.0,5.0,1.0,11.0
825,2010,20516,MIN,18.0,1.0,5.0,3.0,9.0
826,2010,20517,EDM,18.0,1.0,5.0,0.0,12.0
827,2010,20517,LA,18.0,3.0,3.0,5.0,7.0
828,2010,20518,PHX,18.0,2.0,4.0,4.0,8.0
829,2010,20518,SJ,18.0,3.0,3.0,6.0,6.0
830,2010,20519,OTT,18.0,1.0,5.0,1.0,11.0
831,2010,20519,PIT,18.0,3.0,3.0,5.0,7.0
832,2010,20520,NJ,18.0,0.0,6.0,2.0,10.0
833,2010,20520,TOR,18.0,1.0,5.0,2.0,10.0
834,2010,20522,CAR,18.0,1.0,5.0,3.0,9.0
835,2010,20522,WSH,18.0,3.0,3.0,5.0,7.0
836,2010,20523,ATL,18.0,2.0,4.0,1.0,11.0
837,2010,20523,TB,18.0,0.0,6.0,3.0,9.0
838,2010,20525,NSH,18.0,2.0,4.0,2.0,10.0
839,2010,20525,STL,18.0,1.0,5.0,2.0,10.0
840,2010,20526,DET,18.0,3.0,3.0,4.0,8.0
841,2010,20526,MIN,18.0,1.0,5.0,3.0,9.0
842,2010,20527,DAL,18.0,1.0,5.0,3.0,9.0
843,2010,20527,PHX,18.0,2.0,4.0,3.0,9.0
844,2010,20528,EDM,18.0,1.0,5.0,0.0,12.0
845,2010,20528,VAN,18.0,3.0,3.0,5.0,7.0
846,2010,20529,ANA,18.0,2.0,4.0,5.0,7.0
847,2010,20529,LA,18.0,3.0,3.0,5.0,7.0
848,2010,20530,NYI,18.0,0.0,6.0,1.0,11.0
849,2010,20530,NYR,18.0,2.0,4.0,3.0,9.0
850,2010,20531,CBJ,18.0,0.0,6.0,2.0,10.0
851,2010,20531,MIN,18.0,1.0,5.0,3.0,9.0
852,2010,20532,BOS,18.0,3.0,3.0,4.0,8.0
853,2010,20532,FLA,18.0,1.0,5.0,0.0,12.0
854,2010,20533,COL,18.0,1.0,5.0,2.0,10.0
855,2010,20533,DET,18.0,2.0,4.0,3.0,9.0
856,2010,20534,BUF,18.0,1.0,5.0,3.0,9.0
857,2010,20534,CGY,18.0,1.0,5.0,3.0,9.0
858,2010,20537,ATL,18.0,2.0,4.0,1.0,11.0
859,2010,20537,PIT,18.0,3.0,3.0,5.0,7.0
860,2010,20538,MTL,18.0,1.0,5.0,4.0,8.0
861,2010,20538,WSH,18.0,3.0,3.0,5.0,7.0
862,2010,20539,BOS,18.0,3.0,3.0,5.0,7.0
863,2010,20539,TB,18.0,0.0,6.0,3.0,9.0
864,2010,20541,DAL,18.0,1.0,5.0,3.0,9.0
865,2010,20541,NSH,18.0,2.0,4.0,2.0,10.0
866,2010,20542,BUF,18.0,1.0,5.0,3.0,9.0
867,2010,20542,EDM,18.0,1.0,5.0,0.0,12.0
868,2010,20543,ANA,18.0,2.0,4.0,5.0,7.0
869,2010,20543,PHX,18.0,2.0,4.0,3.0,9.0
870,2010,20544,PHI,18.0,2.0,4.0,5.0,7.0
871,2010,20544,VAN,18.0,3.0,3.0,5.0,7.0
872,2010,20545,NJ,18.0,0.0,6.0,2.0,10.0
873,2010,20545,NYR,18.0,2.0,4.0,3.0,9.0
874,2010,20546,NYI,18.0,0.0,6.0,1.0,11.0
875,2010,20546,PIT,18.0,3.0,3.0,5.0,7.0
876,2010,20547,CAR,18.0,1.0,5.0,3.0,9.0
877,2010,20547,OTT,18.0,1.0,5.0,0.0,12.0
878,2010,20548,MIN,18.0,1.0,5.0,3.0,9.0
879,2010,20548,SJ,18.0,3.0,3.0,5.0,7.0
880,2010,20549,DAL,18.0,1.0,5.0,3.0,9.0
881,2010,20549,DET,18.0,3.0,3.0,3.0,9.0
882,2010,20550,LA,18.0,3.0,3.0,5.0,7.0
883,2010,20550,PHX,18.0,2.0,4.0,3.0,9.0
884,2010,20551,CBJ,18.0,0.0,6.0,2.0,10.0
885,2010,20551,TOR,18.0,1.0,5.0,1.0,11.0
886,2010,20552,ATL,18.0,2.0,4.0,1.0,11.0
887,2010,20552,BOS,18.0,3.0,3.0,5.0,7.0
888,2010,20555,COL,18.0,1.0,5.0,2.0,10.0
889,2010,20555,EDM,18.0,0.0,6.0,0.0,12.0
890,2010,20556,LA,18.0,3.0,3.0,5.0,7.0
891,2010,20556,PHI,18.0,2.0,4.0,5.0,7.0
892,2010,20557,ATL,18.0,2.0,4.0,1.0,11.0
893,2010,20557,NJ,18.0,0.0,6.0,2.0,10.0
894,2010,20558,FLA,18.0,1.0,5.0,0.0,12.0
895,2010,20558,MTL,18.0,1.0,5.0,4.0,8.0
896,2010,20559,MIN,18.0,1.0,5.0,3.0,9.0
897,2010,20559,NSH,18.0,2.0,4.0,3.0,9.0
898,2010,20560,DET,18.0,3.0,3.0,3.0,9.0
899,2010,20560,NYI,18.0,0.0,6.0,1.0,11.0
900,2010,20561,CBJ,18.0,0.0,6.0,2.0,10.0
901,2010,20561,OTT,18.0,1.0,5.0,0.0,12.0
902,2010,20562,PHX,18.0,2.0,4.0,4.0,8.0
903,2010,20562,STL,18.0,1.0,5.0,2.0,10.0
904,2010,20563,ANA,18.0,2.0,4.0,4.0,8.0
905,2010,20563,PHI,18.0,2.0,4.0,5.0,7.0
906,2010,20564,DAL,18.0,1.0,5.0,3.0,9.0
907,2010,20564,VAN,18.0,3.0,3.0,5.0,7.0
908,2010,20565,CGY,18.0,1.0,5.0,3.0,9.0
909,2010,20565,COL,18.0,1.0,5.0,2.0,10.0
910,2010,20566,PIT,18.0,3.0,3.0,6.0,6.0
911,2010,20566,WSH,18.0,3.0,3.0,5.0,7.0
912,2010,20568,OTT,18.0,1.0,5.0,0.0,12.0
913,2010,20568,TOR,18.0,1.0,5.0,2.0,10.0
914,2010,20569,CAR,18.0,2.0,4.0,3.0,9.0
915,2010,20569,NJ,18.0,0.0,6.0,2.0,10.0
916,2010,20570,NYR,18.0,2.0,4.0,3.0,9.0
917,2010,20570,TB,18.0,0.0,6.0,3.0,9.0
918,2010,20571,LA,18.0,3.0,3.0,5.0,7.0
919,2010,20571,SJ,18.0,3.0,3.0,5.0,7.0
920,2010,20572,CGY,18.0,1.0,5.0,3.0,9.0
921,2010,20572,EDM,18.0,0.0,6.0,0.0,12.0
922,2010,20573,ATL,18.0,2.0,4.0,1.0,11.0
923,2010,20573,MTL,18.0,1.0,5.0,4.0,8.0
924,2010,20574,FLA,18.0,1.0,5.0,0.0,12.0
925,2010,20574,NYR,18.0,2.0,4.0,3.0,9.0
926,2010,20575,DET,18.0,3.0,3.0,3.0,9.0
927,2010,20575,PHI,18.0,2.0,4.0,5.0,7.0
928,2010,20576,DAL,18.0,1.0,5.0,3.0,9.0
929,2010,20576,STL,18.0,1.0,5.0,2.0,10.0
930,2010,20577,CBJ,18.0,0.0,6.0,2.0,10.0
931,2010,20577,NSH,18.0,2.0,4.0,3.0,9.0
932,2010,20578,MIN,18.0,1.0,5.0,3.0,9.0
933,2010,20578,PHX,18.0,2.0,4.0,4.0,8.0
934,2010,20579,COL,18.0,1.0,5.0,2.0,10.0
935,2010,20579,VAN,18.0,3.0,3.0,5.0,7.0
936,2010,20580,ANA,18.0,2.0,4.0,4.0,8.0
937,2010,20580,CHI,18.0,2.0,4.0,3.0,9.0
938,2010,20581,BOS,18.0,3.0,3.0,5.0,7.0
939,2010,20581,TOR,18.0,1.0,5.0,2.0,10.0
940,2010,20582,CAR,18.0,2.0,4.0,3.0,9.0
941,2010,20582,FLA,18.0,1.0,5.0,0.0,12.0
942,2010,20584,CHI,18.0,2.0,4.0,4.0,8.0
943,2010,20584,LA,18.0,3.0,3.0,5.0,7.0
944,2010,20585,SJ,18.0,3.0,3.0,5.0,7.0
945,2010,20585,VAN,18.0,3.0,3.0,5.0,7.0
946,2010,20586,MIN,18.0,1.0,5.0,3.0,9.0
947,2010,20586,NJ,18.0,0.0,6.0,2.0,10.0
948,2010,20587,TB,18.0,0.0,6.0,3.0,9.0
949,2010,20587,WSH,18.0,3.0,3.0,5.0,7.0
950,2010,20589,DET,18.0,3.0,3.0,3.0,9.0
951,2010,20589,EDM,18.0,0.0,6.0,0.0,12.0
952,2010,20590,CBJ,18.0,0.0,6.0,2.0,10.0
953,2010,20590,PHX,18.0,2.0,4.0,4.0,8.0
954,2010,20591,CAR,18.0,2.0,4.0,3.0,9.0
955,2010,20591,NYR,18.0,2.0,4.0,3.0,9.0
956,2010,20592,PIT,18.0,3.0,3.0,6.0,6.0
957,2010,20592,TB,18.0,0.0,6.0,3.0,9.0
958,2010,20593,ATL,18.0,2.0,4.0,1.0,11.0
959,2010,20593,FLA,18.0,1.0,5.0,0.0,12.0
960,2010,20595,CGY,18.0,1.0,5.0,3.0,9.0
961,2010,20595,VAN,18.0,3.0,3.0,5.0,7.0
962,2010,20596,ANA,18.0,2.0,4.0,4.0,8.0
963,2010,20596,NSH,18.0,2.0,4.0,3.0,9.0
964,2010,20597,BOS,18.0,3.0,3.0,5.0,7.0
965,2010,20597,MIN,18.0,1.0,5.0,3.0,9.0
966,2010,20598,STL,18.0,1.0,5.0,2.0,10.0
967,2010,20598,TOR,18.0,1.0,5.0,2.0,10.0
968,2010,20599,NJ,18.0,0.0,6.0,2.0,10.0
969,2010,20599,PHI,18.0,2.0,4.0,5.0,7.0
970,2010,20601,COL,18.0,1.0,5.0,2.0,10.0
971,2010,20601,PHX,18.0,2.0,4.0,4.0,8.0
972,2010,20602,EDM,18.0,0.0,6.0,0.0,12.0
973,2010,20602,NYI,18.0,0.0,6.0,1.0,11.0
974,2010,20606,CAR,18.0,2.0,4.0,3.0,9.0
975,2010,20606,FLA,18.0,1.0,5.0,0.0,12.0
976,2010,20607,CHI,18.0,2.0,4.0,4.0,8.0
977,2010,20607,OTT,18.0,1.0,5.0,0.0,12.0
978,2010,20608,DAL,18.0,1.0,5.0,3.0,9.0
979,2010,20608,NYR,18.0,2.0,4.0,3.0,9.0
980,2010,20609,CGY,18.0,1.0,5.0,3.0,9.0
981,2010,20609,DET,18.0,3.0,3.0,3.0,9.0
982,2010,20610,EDM,18.0,0.0,6.0,0.0,12.0
983,2010,20610,VAN,18.0,3.0,3.0,5.0,7.0
984,2010,20611,ANA,18.0,2.0,4.0,4.0,8.0
985,2010,20611,CBJ,18.0,0.0,6.0,2.0,10.0
986,2010,20612,NJ,18.0,0.0,6.0,2.0,10.0
987,2010,20612,PHI,18.0,2.0,4.0,5.0,7.0
988,2010,20613,COL,18.0,1.0,5.0,2.0,10.0
989,2010,20613,NYI,18.0,0.0,6.0,1.0,11.0
990,2010,20614,BOS,18.0,3.0,3.0,4.0,8.0
991,2010,20614,MTL,18.0,1.0,5.0,4.0,8.0
992,2010,20616,MIN,18.0,1.0,5.0,3.0,9.0
993,2010,20616,PIT,18.0,3.0,3.0,5.0,7.0
994,2010,20617,FLA,18.0,1.0,5.0,0.0,12.0
995,2010,20617,WSH,18.0,3.0,3.0,5.0,7.0
996,2010,20618,NYR,18.0,2.0,4.0,3.0,9.0
997,2010,20618,STL,18.0,1.0,5.0,2.0,10.0
998,2010,20620,NSH,18.0,2.0,4.0,3.0,9.0
999,2010,20620,SJ,18.0,3.0,3.0,5.0,7.0
1000,2010,20621,DET,18.0,3.0,3.0,3.0,9.0
1001,2010,20621,VAN,18.0,3.0,3.0,5.0,7.0
1002,2010,20622,CBJ,18.0,0.0,6.0,2.0,10.0
1003,2010,20622,LA,18.0,3.0,3.0,5.0,7.0
1004,2010,20623,ATL,18.0,2.0,4.0,1.0,11.0
1005,2010,20623,CAR,18.0,1.0,5.0,3.0,9.0
1006,2010,20624,NJ,18.0,0.0,6.0,2.0,10.0
1007,2010,20624,TB,18.0,0.0,6.0,3.0,9.0
1008,2010,20625,DAL,18.0,1.0,5.0,3.0,9.0
1009,2010,20625,MIN,18.0,1.0,5.0,3.0,9.0
1010,2010,20626,CHI,18.0,2.0,4.0,4.0,8.0
1011,2010,20626,NYI,18.0,0.0,6.0,1.0,11.0
1012,2010,20627,ANA,18.0,2.0,4.0,4.0,8.0
1013,2010,20627,SJ,18.0,3.0,3.0,5.0,7.0
1014,2010,20628,BOS,18.0,3.0,3.0,4.0,8.0
1015,2010,20628,PIT,18.0,3.0,3.0,5.0,7.0
1016,2010,20629,PHX,18.0,2.0,4.0,4.0,8.0
1017,2010,20629,STL,18.0,1.0,5.0,2.0,10.0
1018,2010,20630,COL,18.0,1.0,5.0,2.0,10.0
1019,2010,20630,DET,18.0,3.0,3.0,3.0,9.0
1020,2010,20631,LA,18.0,3.0,3.0,5.0,7.0
1021,2010,20631,TOR,18.0,1.0,5.0,2.0,10.0
1022,2010,20632,BOS,18.0,3.0,3.0,4.0,8.0
1023,2010,20632,OTT,18.0,1.0,5.0,0.0,12.0
1024,2010,20634,NYI,18.0,0.0,6.0,1.0,11.0
1025,2010,20634,VAN,18.0,3.0,3.0,5.0,7.0
1026,2010,20635,MTL,18.0,1.0,5.0,3.0,9.0
1027,2010,20635,NYR,18.0,2.0,4.0,3.0,9.0
1028,2010,20636,CAR,18.0,1.0,5.0,3.0,9.0
1029,2010,20636,CGY,18.0,1.0,5.0,3.0,9.0
1030,2010,20637,CBJ,18.0,0.0,6.0,2.0,10.0
1031,2010,20637,PHX,18.0,2.0,4.0,4.0,8.0
1032,2010,20638,FLA,18.0,1.0,5.0,0.0,12.0
1033,2010,20638,WSH,18.0,3.0,3.0,4.0,8.0
1034,2010,20639,MIN,18.0,1.0,5.0,3.0,9.0
1035,2010,20639,NSH,18.0,2.0,4.0,3.0,9.0
1036,2010,20640,DAL,18.0,1.0,5.0,3.0,9.0
1037,2010,20640,EDM,18.0,0.0,6.0,0.0,12.0
1038,2010,20642,MTL,18.0,1.0,5.0,3.0,9.0
1039,2010,20642,PIT,18.0,3.0,3.0,5.0,7.0
1040,2010,20643,TB,18.0,0.0,6.0,3.0,9.0
1041,2010,20643,WSH,18.0,3.0,3.0,4.0,8.0
1042,2010,20644,CHI,18.0,2.0,4.0,4.0,8.0
1043,2010,20644,COL,18.0,1.0,5.0,2.0,10.0
1044,2010,20645,ANA,18.0,2.0,4.0,4.0,8.0
1045,2010,20645,STL,18.0,1.0,5.0,2.0,10.0
1046,2010,20646,BOS,18.0,3.0,3.0,4.0,8.0
1047,2010,20646,PHI,18.0,2.0,4.0,5.0,7.0
1048,2010,20647,BUF,18.0,2.0,4.0,3.0,9.0
1049,2010,20647,CAR,18.0,1.0,5.0,3.0,9.0
1050,2010,20648,NYI,18.0,0.0,6.0,1.0,11.0
1051,2010,20648,OTT,18.0,1.0,5.0,0.0,12.0
1052,2010,20649,NYR,18.0,2.0,4.0,3.0,9.0
1053,2010,20649,VAN,18.0,3.0,3.0,5.0,7.0
1054,2010,20650,FLA,18.0,1.0,5.0,0.0,12.0
1055,2010,20650,NSH,18.0,2.0,4.0,3.0,9.0
1056,2010,20652,LA,18.0,3.0,3.0,5.0,7.0
1057,2010,20652,STL,18.0,1.0,5.0,2.0,10.0
1058,2010,20653,EDM,18.0,0.0,6.0,0.0,12.0
1059,2010,20653,SJ,18.0,3.0,3.0,5.0,7.0
1060,2010,20654,VAN,18.0,3.0,3.0,5.0,7.0
1061,2010,20654,WSH,18.0,3.0,3.0,4.0,8.0
1062,2010,20655,CBJ,18.0,0.0,6.0,2.0,10.0
1063,2010,20655,DET,18.0,3.0,3.0,3.0,9.0
1064,2010,20656,CGY,18.0,1.0,5.0,3.0,9.0
1065,2010,20656,OTT,18.0,1.0,5.0,0.0,12.0
1066,2010,20657,ATL,18.0,2.0,4.0,1.0,11.0
1067,2010,20657,PHI,18.0,2.0,4.0,5.0,7.0
1068,2010,20658,NJ,18.0,0.0,6.0,2.0,10.0
1069,2010,20658,TB,18.0,0.0,6.0,3.0,9.0
1070,2010,20659,COL,18.0,1.0,5.0,2.0,10.0
1071,2010,20659,MIN,18.0,1.0,5.0,3.0,9.0
1072,2010,20660,BOS,18.0,3.0,3.0,4.0,8.0
1073,2010,20660,PIT,18.0,3.0,3.0,5.0,7.0
1074,2010,20662,MTL,18.0,1.0,5.0,4.0,8.0
1075,2010,20662,NYR,18.0,2.0,4.0,3.0,9.0
1076,2010,20663,BUF,18.0,2.0,4.0,3.0,9.0
1077,2010,20663,NYI,18.0,0.0,6.0,1.0,11.0
1078,2010,20664,CAR,18.0,1.0,5.0,3.0,9.0
1079,2010,20664,TB,18.0,0.0,6.0,3.0,9.0
1080,2010,20665,FLA,18.0,1.0,5.0,0.0,12.0
1081,2010,20665,NJ,18.0,0.0,6.0,2.0,10.0
1082,2010,20666,CBJ,18.0,0.0,6.0,2.0,10.0
1083,2010,20666,DET,18.0,3.0,3.0,3.0,9.0
1084,2010,20667,CHI,18.0,2.0,4.0,4.0,8.0
1085,2010,20667,NSH,18.0,2.0,4.0,4.0,8.0
1086,2010,20668,ATL,18.0,2.0,4.0,1.0,11.0
1087,2010,20668,DAL,18.0,1.0,5.0,3.0,9.0
1088,2010,20669,ANA,18.0,2.0,4.0,4.0,8.0
1089,2010,20669,PHX,18.0,2.0,4.0,4.0,8.0
1090,2010,20670,EDM,18.0,0.0,6.0,0.0,12.0
1091,2010,20670,LA,18.0,3.0,3.0,5.0,7.0
1092,2010,20672,OTT,18.0,1.0,5.0,0.0,12.0
1093,2010,20672,WSH,18.0,3.0,3.0,4.0,8.0
1094,2010,20673,MIN,18.0,1.0,5.0,3.0,9.0
1095,2010,20673,VAN,18.0,3.0,3.0,5.0,7.0
1096,2010,20674,NYR,18.0,2.0,4.0,3.0,9.0
1097,2010,20674,PHI,18.0,2.0,4.0,5.0,7.0
1098,2010,20675,CHI,18.0,2.0,4.0,4.0,8.0
1099,2010,20675,NSH,18.0,2.0,4.0,4.0,8.0
1100,2010,20676,ANA,18.0,2.0,4.0,4.0,8.0
1101,2010,20676,EDM,18.0,0.0,6.0,0.0,12.0
1102,2010,20677,BOS,18.0,3.0,3.0,5.0,7.0
1103,2010,20677,CAR,18.0,1.0,5.0,3.0,9.0
1104,2010,20680,CGY,18.0,1.0,5.0,3.0,9.0
1105,2010,20680,MTL,18.0,1.0,5.0,4.0,8.0
1106,2010,20681,ATL,18.0,2.0,4.0,1.0,11.0
