,Season,GameNumber,TeamCode,roster,PlayerNumber,PlayerPosition,Rank
3742,2010,20105,PIT,18.0,26.0,C,2
3743,2010,20105,PIT,18.0,48.0,C,2
3744,2010,20105,PIT,18.0,71.0,C,1
3745,2010,20105,PIT,18.0,87.0,C,1
3746,2010,20105,PIT,18.0,3.0,D,1
3747,2010,20105,PIT,18.0,5.0,D,2
3748,2010,20105,PIT,18.0,6.0,D,2
3749,2010,20105,PIT,18.0,7.0,D,2
3750,2010,20105,PIT,18.0,44.0,D,2
3751,2010,20105,PIT,18.0,58.0,D,1
3752,2010,20105,PIT,18.0,9.0,L,2
3753,2010,20105,PIT,18.0,14.0,L,1
3754,2010,20105,PIT,18.0,24.0,L,2
3755,2010,20105,PIT,18.0,27.0,R,2
3756,2010,20105,STL,18.0,10.0,C,1
3757,2010,20105,STL,18.0,17.0,C,2
3758,2010,20105,STL,18.0,18.0,C,2
3759,2010,20105,STL,18.0,20.0,C,1
3760,2010,20105,STL,18.0,21.0,C,1
3761,2010,20105,STL,18.0,74.0,C,2
3762,2010,20105,STL,18.0,4.0,D,2
3763,2010,20105,STL,18.0,5.0,D,2
3764,2010,20105,STL,18.0,6.0,D,2
3765,2010,20105,STL,18.0,27.0,D,1
3766,2010,20105,STL,18.0,28.0,D,2
3767,2010,20105,STL,18.0,46.0,D,2
3768,2010,20105,STL,18.0,15.0,L,2
3769,2010,20105,STL,18.0,57.0,L,2
3770,2010,20105,STL,18.0,22.0,R,2
3771,2010,20105,STL,18.0,26.0,R,2
3772,2010,20105,STL,18.0,36.0,R,2
3773,2010,20105,STL,18.0,42.0,R,1
3774,2010,20106,DAL,18.0,17.0,C,2
3775,2010,20106,DAL,18.0,23.0,C,2
3776,2010,20106,DAL,18.0,29.0,C,2
3777,2010,20106,DAL,18.0,63.0,C,1
3778,2010,20106,DAL,18.0,91.0,C,1
3779,2010,20106,DAL,18.0,2.0,D,2
3780,2010,20106,DAL,18.0,3.0,D,2
3781,2010,20106,DAL,18.0,5.0,D,2
3782,2010,20106,DAL,18.0,6.0,D,2
3783,2010,20106,DAL,18.0,37.0,D,2
3784,2010,20106,DAL,18.0,44.0,D,2
3785,2010,20106,DAL,18.0,10.0,L,1
3786,2010,20106,DAL,18.0,14.0,L,1
3787,2010,20106,DAL,18.0,18.0,L,2
3788,2010,20106,DAL,18.0,21.0,L,1
3789,2010,20106,DAL,18.0,13.0,R,2
3790,2010,20106,DAL,18.0,16.0,R,2
3791,2010,20106,DAL,18.0,24.0,R,2
3792,2010,20106,NSH,18.0,11.0,C,1
3793,2010,20106,NSH,18.0,13.0,C,2
3794,2010,20106,NSH,18.0,16.0,C,2
3795,2010,20106,NSH,18.0,33.0,C,2
3796,2010,20106,NSH,18.0,4.0,D,2
3797,2010,20106,NSH,18.0,6.0,D,1
3798,2010,20106,NSH,18.0,8.0,D,2
3799,2010,20106,NSH,18.0,32.0,D,2
3800,2010,20106,NSH,18.0,51.0,D,2
3801,2010,20106,NSH,18.0,52.0,D,2
3802,2010,20106,NSH,18.0,55.0,D,2
3803,2010,20106,NSH,18.0,26.0,L,2
3804,2010,20106,NSH,18.0,10.0,R,1
3805,2010,20106,NSH,18.0,22.0,R,2
3806,2010,20106,NSH,18.0,25.0,R,2
3807,2010,20106,NSH,18.0,27.0,R,1
3808,2010,20106,NSH,18.0,29.0,R,2
3809,2010,20106,NSH,18.0,71.0,R,2
3810,2010,20107,CBJ,18.0,16.0,C,2
3811,2010,20107,CBJ,18.0,18.0,C,1
3812,2010,20107,CBJ,18.0,24.0,C,2
3813,2010,20107,CBJ,18.0,25.0,C,2
3814,2010,20107,CBJ,18.0,26.0,C,2
3815,2010,20107,CBJ,18.0,50.0,C,1
3816,2010,20107,CBJ,18.0,3.0,D,2
3817,2010,20107,CBJ,18.0,6.0,D,2
3818,2010,20107,CBJ,18.0,29.0,D,2
3819,2010,20107,CBJ,18.0,35.0,D,2
3820,2010,20107,CBJ,18.0,51.0,D,2
3821,2010,20107,CBJ,18.0,97.0,D,2
3822,2010,20107,CBJ,18.0,20.0,L,2
3823,2010,20107,CBJ,18.0,28.0,L,2
3824,2010,20107,CBJ,18.0,61.0,L,1
3825,2010,20107,CBJ,18.0,15.0,R,2
3826,2010,20107,CBJ,18.0,71.0,R,2
3827,2010,20107,CBJ,18.0,93.0,R,2
3828,2010,20107,CHI,18.0,19.0,C,1
3829,2010,20107,CHI,18.0,28.0,C,2
3830,2010,20107,CHI,18.0,36.0,C,2
3831,2010,20107,CHI,18.0,47.0,C,2
3832,2010,20107,CHI,18.0,2.0,D,1
3833,2010,20107,CHI,18.0,4.0,D,2
3834,2010,20107,CHI,18.0,5.0,D,2
3835,2010,20107,CHI,18.0,7.0,D,1
3836,2010,20107,CHI,18.0,24.0,D,2
3837,2010,20107,CHI,18.0,32.0,D,2
3838,2010,20107,CHI,18.0,25.0,L,2
3839,2010,20107,CHI,18.0,29.0,L,2
3840,2010,20107,CHI,18.0,10.0,R,1
3841,2010,20107,CHI,18.0,15.0,R,2
3842,2010,20107,CHI,18.0,20.0,R,2
3843,2010,20107,CHI,18.0,22.0,R,2
3844,2010,20107,CHI,18.0,81.0,R,1
3845,2010,20107,CHI,18.0,88.0,R,1
3846,2010,20108,COL,18.0,9.0,C,1
3847,2010,20108,COL,18.0,12.0,C,2
3848,2010,20108,COL,18.0,26.0,C,1
3849,2010,20108,COL,18.0,34.0,C,2
3850,2010,20108,COL,18.0,37.0,C,2
3851,2010,20108,COL,18.0,4.0,D,1
3852,2010,20108,COL,18.0,6.0,D,2
3853,2010,20108,COL,18.0,10.0,D,2
3854,2010,20108,COL,18.0,22.0,D,2
3855,2010,20108,COL,18.0,27.0,D,2
3856,2010,20108,COL,18.0,44.0,D,2
3857,2010,20108,COL,18.0,7.0,L,2
3858,2010,20108,COL,18.0,39.0,L,2
3859,2010,20108,COL,18.0,55.0,L,2
3860,2010,20108,COL,18.0,18.0,R,2
3861,2010,20108,COL,18.0,23.0,R,1
3862,2010,20108,COL,18.0,25.0,R,2
3863,2010,20108,COL,18.0,54.0,R,2
3864,2010,20108,LA,18.0,10.0,C,2
3865,2010,20108,LA,18.0,11.0,C,1
3866,2010,20108,LA,18.0,12.0,C,2
3867,2010,20108,LA,18.0,26.0,C,2
3868,2010,20108,LA,18.0,28.0,C,2
3869,2010,20108,LA,18.0,2.0,D,2
3870,2010,20108,LA,18.0,3.0,D,1
3871,2010,20108,LA,18.0,5.0,D,2
3872,2010,20108,LA,18.0,7.0,D,2
3873,2010,20108,LA,18.0,33.0,D,2
3874,2010,20108,LA,18.0,44.0,D,2
3875,2010,20108,LA,18.0,23.0,L,1
3876,2010,20108,LA,18.0,27.0,L,2
3877,2010,20108,LA,18.0,94.0,L,2
3878,2010,20108,LA,18.0,14.0,R,1
3879,2010,20108,LA,18.0,15.0,R,2
3880,2010,20108,LA,18.0,17.0,R,2
3881,2010,20108,LA,18.0,19.0,R,2
3882,2010,20109,CAR,18.0,12.0,C,1
3883,2010,20109,CAR,18.0,16.0,C,2
3884,2010,20109,CAR,18.0,22.0,C,2
3885,2010,20109,CAR,18.0,53.0,C,1
3886,2010,20109,CAR,18.0,4.0,D,2
3887,2010,20109,CAR,18.0,6.0,D,2
3888,2010,20109,CAR,18.0,25.0,D,1
3889,2010,20109,CAR,18.0,33.0,D,2
3890,2010,20109,CAR,18.0,44.0,D,2
3891,2010,20109,CAR,18.0,77.0,D,1
3892,2010,20109,CAR,18.0,14.0,L,2
3893,2010,20109,CAR,18.0,21.0,L,2
3894,2010,20109,CAR,18.0,26.0,L,2
3895,2010,20109,CAR,18.0,36.0,L,2
3896,2010,20109,CAR,18.0,15.0,R,1
3897,2010,20109,CAR,18.0,29.0,R,2
3898,2010,20109,CAR,18.0,39.0,R,2
3899,2010,20109,CAR,18.0,59.0,R,2
3900,2010,20109,PHX,18.0,20.0,C,2
3901,2010,20109,PHX,18.0,26.0,C,2
3902,2010,20109,PHX,18.0,91.0,C,2
3903,2010,20109,PHX,18.0,3.0,D,1
3904,2010,20109,PHX,18.0,6.0,D,2
3905,2010,20109,PHX,18.0,23.0,D,2
3906,2010,20109,PHX,18.0,33.0,D,2
3907,2010,20109,PHX,18.0,53.0,D,2
3908,2010,20109,PHX,18.0,55.0,D,2
3909,2010,20109,PHX,18.0,12.0,L,2
3910,2010,20109,PHX,18.0,13.0,L,1
3911,2010,20109,PHX,18.0,14.0,L,2
3912,2010,20109,PHX,18.0,28.0,L,2
3913,2010,20109,PHX,18.0,38.0,L,2
3914,2010,20109,PHX,18.0,86.0,L,2
3915,2010,20109,PHX,18.0,8.0,R,2
3916,2010,20109,PHX,18.0,17.0,R,1
3917,2010,20109,PHX,18.0,22.0,R,2
3918,2010,20110,EDM,18.0,10.0,C,2
3919,2010,20110,EDM,18.0,13.0,C,2
3920,2010,20110,EDM,18.0,14.0,C,1
3921,2010,20110,EDM,18.0,16.0,C,2
3922,2010,20110,EDM,18.0,67.0,C,2
3923,2010,20110,EDM,18.0,89.0,C,2
3924,2010,20110,EDM,18.0,2.0,D,2
3925,2010,20110,EDM,18.0,5.0,D,2
3926,2010,20110,EDM,18.0,6.0,D,1
3927,2010,20110,EDM,18.0,26.0,D,2
3928,2010,20110,EDM,18.0,43.0,D,2
3929,2010,20110,EDM,18.0,77.0,D,2
3930,2010,20110,EDM,18.0,4.0,L,1
3931,2010,20110,EDM,18.0,28.0,L,2
3932,2010,20110,EDM,18.0,91.0,L,2
3933,2010,20110,EDM,18.0,27.0,R,2
3934,2010,20110,EDM,18.0,46.0,R,2
3935,2010,20110,EDM,18.0,83.0,R,1
3936,2010,20110,SJ,18.0,8.0,C,1
3937,2010,20110,SJ,18.0,12.0,C,1
3938,2010,20110,SJ,18.0,17.0,C,2
3939,2010,20110,SJ,18.0,19.0,C,1
3940,2010,20110,SJ,18.0,21.0,C,2
3941,2010,20110,SJ,18.0,39.0,C,1
3942,2010,20110,SJ,18.0,3.0,D,2
3943,2010,20110,SJ,18.0,7.0,D,2
3944,2010,20110,SJ,18.0,22.0,D,1
3945,2010,20110,SJ,18.0,40.0,D,2
3946,2010,20110,SJ,18.0,44.0,D,2
3947,2010,20110,SJ,18.0,60.0,D,2
3948,2010,20110,SJ,18.0,15.0,L,1
3949,2010,20110,SJ,18.0,29.0,L,1
3950,2010,20110,SJ,18.0,43.0,L,2
3951,2010,20110,SJ,18.0,64.0,L,2
3952,2010,20110,SJ,18.0,10.0,R,2
3953,2010,20110,SJ,18.0,16.0,R,2
3954,2010,20111,NSH,18.0,11.0,C,1
3955,2010,20111,NSH,18.0,13.0,C,2
3956,2010,20111,NSH,18.0,16.0,C,2
3957,2010,20111,NSH,18.0,33.0,C,2
3958,2010,20111,NSH,18.0,4.0,D,2
3959,2010,20111,NSH,18.0,6.0,D,1
3960,2010,20111,NSH,18.0,8.0,D,2
3961,2010,20111,NSH,18.0,51.0,D,2
3962,2010,20111,NSH,18.0,52.0,D,2
3963,2010,20111,NSH,18.0,55.0,D,2
3964,2010,20111,NSH,18.0,26.0,L,2
3965,2010,20111,NSH,18.0,74.0,L,1
3966,2010,20111,NSH,18.0,10.0,R,1
3967,2010,20111,NSH,18.0,22.0,R,2
3968,2010,20111,NSH,18.0,25.0,R,2
3969,2010,20111,NSH,18.0,27.0,R,1
3970,2010,20111,NSH,18.0,29.0,R,2
3971,2010,20111,NSH,18.0,71.0,R,2
3972,2010,20111,TB,18.0,4.0,C,1
3973,2010,20111,TB,18.0,19.0,C,2
3974,2010,20111,TB,18.0,42.0,C,2
3975,2010,20111,TB,18.0,44.0,C,2
3976,2010,20111,TB,18.0,91.0,C,1
3977,2010,20111,TB,18.0,7.0,D,2
3978,2010,20111,TB,18.0,8.0,D,2
3979,2010,20111,TB,18.0,13.0,D,2
3980,2010,20111,TB,18.0,32.0,D,2
3981,2010,20111,TB,18.0,39.0,D,2
3982,2010,20111,TB,18.0,48.0,D,2
3983,2010,20111,TB,18.0,77.0,D,2
3984,2010,20111,TB,18.0,6.0,L,1
3985,2010,20111,TB,18.0,10.0,L,2
3986,2010,20111,TB,18.0,9.0,R,2
3987,2010,20111,TB,18.0,16.0,R,1
3988,2010,20111,TB,18.0,18.0,R,2
3989,2010,20111,TB,18.0,26.0,R,1
3990,2010,20112,NJ,18.0,8.0,C,2
3991,2010,20112,NJ,18.0,10.0,C,2
3992,2010,20112,NJ,18.0,11.0,C,2
3993,2010,20112,NJ,18.0,14.0,C,2
3994,2010,20112,NJ,18.0,16.0,C,2
3995,2010,20112,NJ,18.0,19.0,C,1
3996,2010,20112,NJ,18.0,25.0,C,2
3997,2010,20112,NJ,18.0,5.0,D,2
3998,2010,20112,NJ,18.0,6.0,D,2
3999,2010,20112,NJ,18.0,7.0,D,2
4000,2010,20112,NJ,18.0,20.0,D,2
4001,2010,20112,NJ,18.0,22.0,D,2
4002,2010,20112,NJ,18.0,29.0,D,2
4003,2010,20112,NJ,18.0,9.0,L,1
4004,2010,20112,NJ,18.0,17.0,L,1
4005,2010,20112,NJ,18.0,26.0,L,1
4006,2010,20112,NJ,18.0,15.0,R,2
4007,2010,20112,NJ,18.0,23.0,R,2
4008,2010,20112,NYR,18.0,17.0,C,1
4009,2010,20112,NYR,18.0,21.0,C,1
4010,2010,20112,NYR,18.0,22.0,C,2
4011,2010,20112,NYR,18.0,26.0,C,2
4012,2010,20112,NYR,18.0,42.0,C,2
4013,2010,20112,NYR,18.0,4.0,D,2
4014,2010,20112,NYR,18.0,5.0,D,2
4015,2010,20112,NYR,18.0,18.0,D,2
4016,2010,20112,NYR,18.0,33.0,D,2
4017,2010,20112,NYR,18.0,44.0,D,2
4018,2010,20112,NYR,18.0,97.0,D,2
4019,2010,20112,NYR,18.0,8.0,L,2
4020,2010,20112,NYR,18.0,16.0,L,2
4021,2010,20112,NYR,18.0,19.0,L,2
4022,2010,20112,NYR,18.0,31.0,L,2
4023,2010,20112,NYR,18.0,94.0,L,2
4024,2010,20112,NYR,18.0,24.0,R,1
4025,2010,20112,NYR,18.0,86.0,R,2
4026,2010,20113,CGY,18.0,8.0,C,2
4027,2010,20113,CGY,18.0,11.0,C,2
4028,2010,20113,CGY,18.0,13.0,C,1
4029,2010,20113,CGY,18.0,18.0,C,2
4030,2010,20113,CGY,18.0,24.0,C,2
4031,2010,20113,CGY,18.0,3.0,D,2
4032,2010,20113,CGY,18.0,4.0,D,2
4033,2010,20113,CGY,18.0,5.0,D,1
4034,2010,20113,CGY,18.0,6.0,D,2
4035,2010,20113,CGY,18.0,28.0,D,2
4036,2010,20113,CGY,18.0,29.0,D,2
4037,2010,20113,CGY,18.0,10.0,L,2
4038,2010,20113,CGY,18.0,20.0,L,2
4039,2010,20113,CGY,18.0,40.0,L,1
4040,2010,20113,CGY,18.0,44.0,L,2
4041,2010,20113,CGY,18.0,12.0,R,1
4042,2010,20113,CGY,18.0,15.0,R,2
4043,2010,20113,CGY,18.0,17.0,R,2
4044,2010,20113,SJ,18.0,8.0,C,1
4045,2010,20113,SJ,18.0,12.0,C,1
4046,2010,20113,SJ,18.0,17.0,C,2
4047,2010,20113,SJ,18.0,19.0,C,1
4048,2010,20113,SJ,18.0,21.0,C,2
4049,2010,20113,SJ,18.0,39.0,C,1
4050,2010,20113,SJ,18.0,3.0,D,2
4051,2010,20113,SJ,18.0,7.0,D,2
4052,2010,20113,SJ,18.0,22.0,D,1
4053,2010,20113,SJ,18.0,40.0,D,2
4054,2010,20113,SJ,18.0,44.0,D,2
4055,2010,20113,SJ,18.0,60.0,D,2
4056,2010,20113,SJ,18.0,15.0,L,1
4057,2010,20113,SJ,18.0,29.0,L,1
4058,2010,20113,SJ,18.0,43.0,L,2
4059,2010,20113,SJ,18.0,64.0,L,2
4060,2010,20113,SJ,18.0,10.0,R,2
4061,2010,20113,SJ,18.0,16.0,R,2
4062,2010,20114,CBJ,18.0,16.0,C,2
4063,2010,20114,CBJ,18.0,18.0,C,1
4064,2010,20114,CBJ,18.0,24.0,C,2
4065,2010,20114,CBJ,18.0,25.0,C,2
4066,2010,20114,CBJ,18.0,26.0,C,2
4067,2010,20114,CBJ,18.0,50.0,C,1
4068,2010,20114,CBJ,18.0,3.0,D,2
4069,2010,20114,CBJ,18.0,6.0,D,2
4070,2010,20114,CBJ,18.0,29.0,D,2
4071,2010,20114,CBJ,18.0,35.0,D,2
4072,2010,20114,CBJ,18.0,51.0,D,2
4073,2010,20114,CBJ,18.0,97.0,D,2
4074,2010,20114,CBJ,18.0,28.0,L,2
4075,2010,20114,CBJ,18.0,61.0,L,1
4076,2010,20114,CBJ,18.0,15.0,R,2
4077,2010,20114,CBJ,18.0,40.0,R,2
4078,2010,20114,CBJ,18.0,71.0,R,2
4079,2010,20114,CBJ,18.0,93.0,R,2
4080,2010,20114,PHI,18.0,11.0,C,2
4081,2010,20114,PHI,18.0,17.0,C,1
4082,2010,20114,PHI,18.0,18.0,C,1
4083,2010,20114,PHI,18.0,36.0,C,2
4084,2010,20114,PHI,18.0,48.0,C,1
4085,2010,20114,PHI,18.0,5.0,D,2
4086,2010,20114,PHI,18.0,6.0,D,2
4087,2010,20114,PHI,18.0,20.0,D,2
4088,2010,20114,PHI,18.0,25.0,D,1
4089,2010,20114,PHI,18.0,41.0,D,2
4090,2010,20114,PHI,18.0,44.0,D,1
4091,2010,20114,PHI,18.0,13.0,L,2
4092,2010,20114,PHI,18.0,19.0,L,2
4093,2010,20114,PHI,18.0,21.0,L,2
4094,2010,20114,PHI,18.0,22.0,L,1
4095,2010,20114,PHI,18.0,45.0,L,2
4096,2010,20114,PHI,18.0,28.0,R,1
4097,2010,20114,PHI,18.0,93.0,R,2
4098,2010,20115,MTL,18.0,11.0,C,2
4099,2010,20115,MTL,18.0,14.0,C,1
4100,2010,20115,MTL,18.0,15.0,C,2
4101,2010,20115,MTL,18.0,40.0,C,2
4102,2010,20115,MTL,18.0,81.0,C,2
4103,2010,20115,MTL,18.0,94.0,C,2
4104,2010,20115,MTL,18.0,6.0,D,2
4105,2010,20115,MTL,18.0,26.0,D,2
4106,2010,20115,MTL,18.0,44.0,D,2
4107,2010,20115,MTL,18.0,45.0,D,2
4108,2010,20115,MTL,18.0,75.0,D,2
4109,2010,20115,MTL,18.0,76.0,D,1
4110,2010,20115,MTL,18.0,13.0,L,1
4111,2010,20115,MTL,18.0,32.0,L,2
4112,2010,20115,MTL,18.0,46.0,L,2
4113,2010,20115,MTL,18.0,52.0,L,2
4114,2010,20115,MTL,18.0,57.0,L,2
4115,2010,20115,MTL,18.0,21.0,R,2
4116,2010,20115,PHX,18.0,20.0,C,2
4117,2010,20115,PHX,18.0,26.0,C,2
4118,2010,20115,PHX,18.0,91.0,C,2
4119,2010,20115,PHX,18.0,3.0,D,1
4120,2010,20115,PHX,18.0,18.0,D,2
4121,2010,20115,PHX,18.0,23.0,D,2
4122,2010,20115,PHX,18.0,33.0,D,2
4123,2010,20115,PHX,18.0,53.0,D,2
4124,2010,20115,PHX,18.0,55.0,D,2
4125,2010,20115,PHX,18.0,13.0,L,1
4126,2010,20115,PHX,18.0,14.0,L,2
4127,2010,20115,PHX,18.0,28.0,L,2
4128,2010,20115,PHX,18.0,38.0,L,2
4129,2010,20115,PHX,18.0,86.0,L,2
4130,2010,20115,PHX,18.0,8.0,R,2
4131,2010,20115,PHX,18.0,16.0,R,2
4132,2010,20115,PHX,18.0,17.0,R,1
4133,2010,20115,PHX,18.0,22.0,R,2
4134,2010,20116,LA,18.0,11.0,C,1
4135,2010,20116,LA,18.0,12.0,C,2
4136,2010,20116,LA,18.0,26.0,C,2
4137,2010,20116,LA,18.0,28.0,C,2
4138,2010,20116,LA,18.0,2.0,D,2
4139,2010,20116,LA,18.0,3.0,D,1
4140,2010,20116,LA,18.0,5.0,D,2
4141,2010,20116,LA,18.0,7.0,D,2
4142,2010,20116,LA,18.0,33.0,D,2
4143,2010,20116,LA,18.0,44.0,D,2
4144,2010,20116,LA,18.0,13.0,L,2
4145,2010,20116,LA,18.0,23.0,L,1
4146,2010,20116,LA,18.0,27.0,L,2
4147,2010,20116,LA,18.0,94.0,L,2
4148,2010,20116,LA,18.0,14.0,R,1
4149,2010,20116,LA,18.0,15.0,R,2
4150,2010,20116,LA,18.0,17.0,R,2
4151,2010,20116,LA,18.0,19.0,R,2
4152,2010,20116,MIN,18.0,7.0,C,2
4153,2010,20116,MIN,18.0,9.0,C,1
4154,2010,20116,MIN,18.0,11.0,C,2
4155,2010,20116,MIN,18.0,21.0,C,2
4156,2010,20116,MIN,18.0,3.0,D,2
4157,2010,20116,MIN,18.0,4.0,D,2
4158,2010,20116,MIN,18.0,5.0,D,2
4159,2010,20116,MIN,18.0,8.0,D,1
4160,2010,20116,MIN,18.0,41.0,D,2
4161,2010,20116,MIN,18.0,55.0,D,2
4162,2010,20116,MIN,18.0,15.0,L,2
4163,2010,20116,MIN,18.0,23.0,L,2
4164,2010,20116,MIN,18.0,48.0,L,2
4165,2010,20116,MIN,18.0,12.0,R,2
4166,2010,20116,MIN,18.0,16.0,R,2
4167,2010,20116,MIN,18.0,20.0,R,2
4168,2010,20116,MIN,18.0,22.0,R,2
4169,2010,20116,MIN,18.0,24.0,R,1
4170,2010,20117,FLA,18.0,9.0,C,1
4171,2010,20117,FLA,18.0,13.0,C,2
4172,2010,20117,FLA,18.0,19.0,C,2
4173,2010,20117,FLA,18.0,27.0,C,2
4174,2010,20117,FLA,18.0,5.0,D,2
4175,2010,20117,FLA,18.0,6.0,D,1
4176,2010,20117,FLA,18.0,7.0,D,2
4177,2010,20117,FLA,18.0,24.0,D,2
4178,2010,20117,FLA,18.0,43.0,D,2
4179,2010,20117,FLA,18.0,52.0,D,2
4180,2010,20117,FLA,18.0,10.0,L,2
4181,2010,20117,FLA,18.0,16.0,L,2
4182,2010,20117,FLA,18.0,21.0,L,2
4183,2010,20117,FLA,18.0,61.0,L,2
4184,2010,20117,FLA,18.0,85.0,L,2
4185,2010,20117,FLA,18.0,14.0,R,2
4186,2010,20117,FLA,18.0,26.0,R,2
4187,2010,20117,FLA,18.0,67.0,R,2
4188,2010,20117,TOR,18.0,26.0,C,2
4189,2010,20117,TOR,18.0,37.0,C,2
4190,2010,20117,TOR,18.0,42.0,C,2
4191,2010,20117,TOR,18.0,81.0,C,1
4192,2010,20117,TOR,18.0,84.0,C,1
4193,2010,20117,TOR,18.0,2.0,D,2
4194,2010,20117,TOR,18.0,3.0,D,2
4195,2010,20117,TOR,18.0,8.0,D,2
4196,2010,20117,TOR,18.0,15.0,D,1
4197,2010,20117,TOR,18.0,22.0,D,2
4198,2010,20117,TOR,18.0,23.0,D,2
4199,2010,20117,TOR,18.0,11.0,L,2
4200,2010,20117,TOR,18.0,16.0,L,1
4201,2010,20117,TOR,18.0,41.0,L,1
4202,2010,20117,TOR,18.0,9.0,R,2
4203,2010,20117,TOR,18.0,18.0,R,2
4204,2010,20117,TOR,18.0,28.0,R,2
4205,2010,20117,TOR,18.0,32.0,R,2
4206,2010,20118,BUF,18.0,8.0,C,2
4207,2010,20118,BUF,18.0,9.0,C,1
4208,2010,20118,BUF,18.0,19.0,C,2
4209,2010,20118,BUF,18.0,28.0,C,2
4210,2010,20118,BUF,18.0,42.0,C,2
4211,2010,20118,BUF,18.0,55.0,C,2
4212,2010,20118,BUF,18.0,63.0,C,2
4213,2010,20118,BUF,18.0,72.0,C,2
4214,2010,20118,BUF,18.0,3.0,D,2
4215,2010,20118,BUF,18.0,4.0,D,2
4216,2010,20118,BUF,18.0,6.0,D,2
4217,2010,20118,BUF,18.0,34.0,D,2
4218,2010,20118,BUF,18.0,52.0,D,2
4219,2010,20118,BUF,18.0,57.0,D,1
4220,2010,20118,BUF,18.0,26.0,L,1
4221,2010,20118,BUF,18.0,21.0,R,1
4222,2010,20118,BUF,18.0,25.0,R,2
4223,2010,20118,BUF,18.0,36.0,R,2
4224,2010,20118,PHI,18.0,11.0,C,2
4225,2010,20118,PHI,18.0,17.0,C,1
4226,2010,20118,PHI,18.0,18.0,C,1
4227,2010,20118,PHI,18.0,36.0,C,2
4228,2010,20118,PHI,18.0,48.0,C,1
4229,2010,20118,PHI,18.0,5.0,D,2
4230,2010,20118,PHI,18.0,6.0,D,2
4231,2010,20118,PHI,18.0,20.0,D,2
4232,2010,20118,PHI,18.0,25.0,D,1
4233,2010,20118,PHI,18.0,41.0,D,2
4234,2010,20118,PHI,18.0,44.0,D,1
4235,2010,20118,PHI,18.0,19.0,L,2
4236,2010,20118,PHI,18.0,21.0,L,2
4237,2010,20118,PHI,18.0,22.0,L,1
4238,2010,20118,PHI,18.0,45.0,L,2
4239,2010,20118,PHI,18.0,15.0,R,2
4240,2010,20118,PHI,18.0,28.0,R,1
4241,2010,20118,PHI,18.0,93.0,R,2
4242,2010,20119,OTT,18.0,12.0,C,2
4243,2010,20119,OTT,18.0,13.0,C,2
4244,2010,20119,OTT,18.0,15.0,C,2
4245,2010,20119,OTT,18.0,18.0,C,2
4246,2010,20119,OTT,18.0,22.0,C,2
4247,2010,20119,OTT,18.0,4.0,D,2
4248,2010,20119,OTT,18.0,14.0,D,2
4249,2010,20119,OTT,18.0,36.0,D,2
4250,2010,20119,OTT,18.0,39.0,D,2
4251,2010,20119,OTT,18.0,55.0,D,1
4252,2010,20119,OTT,18.0,65.0,D,1
4253,2010,20119,OTT,18.0,9.0,L,2
4254,2010,20119,OTT,18.0,71.0,L,2
4255,2010,20119,OTT,18.0,73.0,L,2
4256,2010,20119,OTT,18.0,11.0,R,1
4257,2010,20119,OTT,18.0,25.0,R,2
4258,2010,20119,OTT,18.0,26.0,R,2
4259,2010,20119,OTT,18.0,27.0,R,2
4260,2010,20119,PHX,18.0,20.0,C,2
4261,2010,20119,PHX,18.0,26.0,C,2
4262,2010,20119,PHX,18.0,91.0,C,2
4263,2010,20119,PHX,18.0,3.0,D,1
4264,2010,20119,PHX,18.0,18.0,D,2
4265,2010,20119,PHX,18.0,23.0,D,2
4266,2010,20119,PHX,18.0,33.0,D,2
4267,2010,20119,PHX,18.0,53.0,D,2
4268,2010,20119,PHX,18.0,55.0,D,2
4269,2010,20119,PHX,18.0,13.0,L,1
4270,2010,20119,PHX,18.0,14.0,L,2
4271,2010,20119,PHX,18.0,28.0,L,2
4272,2010,20119,PHX,18.0,38.0,L,2
4273,2010,20119,PHX,18.0,86.0,L,2
4274,2010,20119,PHX,18.0,8.0,R,2
4275,2010,20119,PHX,18.0,17.0,R,1
4276,2010,20119,PHX,18.0,19.0,R,1
4277,2010,20119,PHX,18.0,22.0,R,2
4278,2010,20120,CGY,18.0,8.0,C,2
4279,2010,20120,CGY,18.0,11.0,C,2
4280,2010,20120,CGY,18.0,13.0,C,1
4281,2010,20120,CGY,18.0,18.0,C,2
4282,2010,20120,CGY,18.0,24.0,C,2
4283,2010,20120,CGY,18.0,3.0,D,2
4284,2010,20120,CGY,18.0,4.0,D,2
4285,2010,20120,CGY,18.0,5.0,D,1
4286,2010,20120,CGY,18.0,6.0,D,2
4287,2010,20120,CGY,18.0,27.0,D,2
4288,2010,20120,CGY,18.0,28.0,D,2
4289,2010,20120,CGY,18.0,10.0,L,2
4290,2010,20120,CGY,18.0,20.0,L,2
4291,2010,20120,CGY,18.0,40.0,L,1
4292,2010,20120,CGY,18.0,44.0,L,2
4293,2010,20120,CGY,18.0,12.0,R,1
4294,2010,20120,CGY,18.0,15.0,R,2
4295,2010,20120,CGY,18.0,17.0,R,2
4296,2010,20120,EDM,18.0,10.0,C,2
4297,2010,20120,EDM,18.0,13.0,C,2
4298,2010,20120,EDM,18.0,14.0,C,1
4299,2010,20120,EDM,18.0,16.0,C,2
4300,2010,20120,EDM,18.0,67.0,C,2
4301,2010,20120,EDM,18.0,89.0,C,2
