,Season,GameNumber,TeamCode,roster,PlayerNumber,PlayerPosition,Rank
132,2010,20004,COL,18.0,4.0,D,1
133,2010,20004,COL,18.0,10.0,D,2
134,2010,20004,COL,18.0,22.0,D,2
135,2010,20004,COL,18.0,27.0,D,2
136,2010,20004,COL,18.0,44.0,D,2
137,2010,20004,COL,18.0,52.0,D,2
138,2010,20004,COL,18.0,39.0,L,2
139,2010,20004,COL,18.0,55.0,L,2
140,2010,20004,COL,18.0,18.0,R,2
141,2010,20004,COL,18.0,23.0,R,1
142,2010,20004,COL,18.0,25.0,R,2
143,2010,20004,COL,18.0,54.0,R,2
144,2010,20005,CGY,18.0,8.0,C,2
145,2010,20005,CGY,18.0,11.0,C,2
146,2010,20005,CGY,18.0,13.0,C,1
147,2010,20005,CGY,18.0,3.0,D,2
148,2010,20005,CGY,18.0,4.0,D,2
149,2010,20005,CGY,18.0,5.0,D,1
150,2010,20005,CGY,18.0,7.0,D,2
151,2010,20005,CGY,18.0,28.0,D,2
152,2010,20005,CGY,18.0,66.0,D,2
153,2010,20005,CGY,18.0,10.0,L,2
154,2010,20005,CGY,18.0,20.0,L,2
155,2010,20005,CGY,18.0,40.0,L,1
156,2010,20005,CGY,18.0,41.0,L,2
157,2010,20005,CGY,18.0,42.0,L,2
158,2010,20005,CGY,18.0,44.0,L,2
159,2010,20005,CGY,18.0,12.0,R,1
160,2010,20005,CGY,18.0,15.0,R,2
161,2010,20005,CGY,18.0,17.0,R,2
162,2010,20005,EDM,18.0,10.0,C,2
163,2010,20005,EDM,18.0,13.0,C,2
164,2010,20005,EDM,18.0,14.0,C,1
165,2010,20005,EDM,18.0,16.0,C,2
166,2010,20005,EDM,18.0,67.0,C,2
167,2010,20005,EDM,18.0,89.0,C,2
168,2010,20005,EDM,18.0,2.0,D,2
169,2010,20005,EDM,18.0,5.0,D,2
170,2010,20005,EDM,18.0,6.0,D,1
171,2010,20005,EDM,18.0,26.0,D,2
172,2010,20005,EDM,18.0,49.0,D,2
173,2010,20005,EDM,18.0,77.0,D,2
174,2010,20005,EDM,18.0,4.0,L,1
175,2010,20005,EDM,18.0,28.0,L,2
176,2010,20005,EDM,18.0,33.0,L,2
177,2010,20005,EDM,18.0,91.0,L,2
178,2010,20005,EDM,18.0,27.0,R,2
179,2010,20005,EDM,18.0,83.0,R,1
180,2010,20006,CBJ,18.0,16.0,C,2
181,2010,20006,CBJ,18.0,18.0,C,1
182,2010,20006,CBJ,18.0,24.0,C,2
183,2010,20006,CBJ,18.0,26.0,C,2
184,2010,20006,CBJ,18.0,50.0,C,1
185,2010,20006,CBJ,18.0,3.0,D,2
186,2010,20006,CBJ,18.0,6.0,D,2
187,2010,20006,CBJ,18.0,22.0,D,2
188,2010,20006,CBJ,18.0,35.0,D,2
189,2010,20006,CBJ,18.0,51.0,D,2
190,2010,20006,CBJ,18.0,97.0,D,2
191,2010,20006,CBJ,18.0,19.0,L,2
192,2010,20006,CBJ,18.0,20.0,L,2
193,2010,20006,CBJ,18.0,28.0,L,2
194,2010,20006,CBJ,18.0,61.0,L,1
195,2010,20006,CBJ,18.0,15.0,R,2
196,2010,20006,CBJ,18.0,40.0,R,2
197,2010,20006,CBJ,18.0,93.0,R,2
198,2010,20006,SJ,18.0,8.0,C,1
199,2010,20006,SJ,18.0,12.0,C,1
200,2010,20006,SJ,18.0,17.0,C,2
201,2010,20006,SJ,18.0,19.0,C,1
202,2010,20006,SJ,18.0,21.0,C,2
203,2010,20006,SJ,18.0,39.0,C,1
204,2010,20006,SJ,18.0,57.0,C,2
205,2010,20006,SJ,18.0,3.0,D,2
206,2010,20006,SJ,18.0,7.0,D,2
207,2010,20006,SJ,18.0,22.0,D,1
208,2010,20006,SJ,18.0,40.0,D,2
209,2010,20006,SJ,18.0,44.0,D,2
210,2010,20006,SJ,18.0,60.0,D,2
211,2010,20006,SJ,18.0,15.0,L,1
212,2010,20006,SJ,18.0,29.0,L,1
213,2010,20006,SJ,18.0,64.0,L,2
214,2010,20006,SJ,18.0,68.0,L,2
215,2010,20006,SJ,18.0,16.0,R,2
216,2010,20007,DAL,18.0,17.0,C,2
217,2010,20007,DAL,18.0,20.0,C,2
218,2010,20007,DAL,18.0,23.0,C,2
219,2010,20007,DAL,18.0,29.0,C,2
220,2010,20007,DAL,18.0,63.0,C,1
221,2010,20007,DAL,18.0,91.0,C,1
222,2010,20007,DAL,18.0,2.0,D,2
223,2010,20007,DAL,18.0,3.0,D,2
224,2010,20007,DAL,18.0,5.0,D,2
225,2010,20007,DAL,18.0,6.0,D,2
226,2010,20007,DAL,18.0,28.0,D,2
227,2010,20007,DAL,18.0,37.0,D,2
228,2010,20007,DAL,18.0,10.0,L,1
229,2010,20007,DAL,18.0,14.0,L,1
230,2010,20007,DAL,18.0,18.0,L,2
231,2010,20007,DAL,18.0,21.0,L,1
232,2010,20007,DAL,18.0,16.0,R,2
233,2010,20007,DAL,18.0,24.0,R,2
234,2010,20007,NJ,18.0,8.0,C,2
235,2010,20007,NJ,18.0,10.0,C,2
236,2010,20007,NJ,18.0,19.0,C,1
237,2010,20007,NJ,18.0,25.0,C,2
238,2010,20007,NJ,18.0,2.0,D,2
239,2010,20007,NJ,18.0,5.0,D,2
240,2010,20007,NJ,18.0,6.0,D,2
241,2010,20007,NJ,18.0,7.0,D,2
242,2010,20007,NJ,18.0,20.0,D,2
243,2010,20007,NJ,18.0,28.0,D,2
244,2010,20007,NJ,18.0,29.0,D,2
245,2010,20007,NJ,18.0,9.0,L,1
246,2010,20007,NJ,18.0,17.0,L,1
247,2010,20007,NJ,18.0,26.0,L,1
248,2010,20007,NJ,18.0,12.0,R,2
249,2010,20007,NJ,18.0,15.0,R,2
250,2010,20007,NJ,18.0,22.0,R,2
251,2010,20007,NJ,18.0,23.0,R,2
252,2010,20008,CAR,18.0,8.0,C,2
253,2010,20008,CAR,18.0,12.0,C,1
254,2010,20008,CAR,18.0,16.0,C,2
255,2010,20008,CAR,18.0,22.0,C,2
256,2010,20008,CAR,18.0,53.0,C,1
257,2010,20008,CAR,18.0,4.0,D,2
258,2010,20008,CAR,18.0,6.0,D,2
259,2010,20008,CAR,18.0,25.0,D,1
260,2010,20008,CAR,18.0,33.0,D,2
261,2010,20008,CAR,18.0,44.0,D,2
262,2010,20008,CAR,18.0,77.0,D,1
263,2010,20008,CAR,18.0,21.0,L,2
264,2010,20008,CAR,18.0,26.0,L,2
265,2010,20008,CAR,18.0,36.0,L,2
266,2010,20008,CAR,18.0,15.0,R,1
267,2010,20008,CAR,18.0,29.0,R,2
268,2010,20008,CAR,18.0,39.0,R,2
269,2010,20008,CAR,18.0,59.0,R,2
270,2010,20008,MIN,18.0,7.0,C,2
271,2010,20008,MIN,18.0,9.0,C,1
272,2010,20008,MIN,18.0,11.0,C,2
273,2010,20008,MIN,18.0,17.0,C,2
274,2010,20008,MIN,18.0,21.0,C,2
275,2010,20008,MIN,18.0,4.0,D,2
276,2010,20008,MIN,18.0,5.0,D,2
277,2010,20008,MIN,18.0,8.0,D,1
278,2010,20008,MIN,18.0,25.0,D,2
279,2010,20008,MIN,18.0,41.0,D,2
280,2010,20008,MIN,18.0,55.0,D,2
281,2010,20008,MIN,18.0,15.0,L,2
282,2010,20008,MIN,18.0,23.0,L,2
283,2010,20008,MIN,18.0,48.0,L,2
284,2010,20008,MIN,18.0,12.0,R,2
285,2010,20008,MIN,18.0,20.0,R,2
286,2010,20008,MIN,18.0,22.0,R,2
287,2010,20008,MIN,18.0,24.0,R,1
288,2010,20009,ANA,18.0,11.0,C,2
289,2010,20009,ANA,18.0,15.0,C,1
290,2010,20009,ANA,18.0,22.0,C,2
291,2010,20009,ANA,18.0,28.0,C,2
292,2010,20009,ANA,18.0,17.0,D,1
293,2010,20009,ANA,18.0,21.0,D,2
294,2010,20009,ANA,18.0,23.0,D,2
295,2010,20009,ANA,18.0,25.0,D,2
296,2010,20009,ANA,18.0,54.0,D,2
297,2010,20009,ANA,18.0,60.0,D,2
298,2010,20009,ANA,18.0,33.0,L,2
299,2010,20009,ANA,18.0,39.0,L,2
300,2010,20009,ANA,18.0,8.0,R,1
301,2010,20009,ANA,18.0,9.0,R,1
302,2010,20009,ANA,18.0,10.0,R,1
303,2010,20009,ANA,18.0,16.0,R,2
304,2010,20009,ANA,18.0,42.0,R,2
305,2010,20009,ANA,18.0,50.0,R,2
306,2010,20009,DET,18.0,13.0,C,1
307,2010,20009,DET,18.0,26.0,C,2
308,2010,20009,DET,18.0,43.0,C,2
309,2010,20009,DET,18.0,51.0,C,2
310,2010,20009,DET,18.0,90.0,C,2
311,2010,20009,DET,18.0,93.0,C,1
312,2010,20009,DET,18.0,5.0,D,1
313,2010,20009,DET,18.0,23.0,D,2
314,2010,20009,DET,18.0,24.0,D,2
315,2010,20009,DET,18.0,28.0,D,1
316,2010,20009,DET,18.0,52.0,D,2
317,2010,20009,DET,18.0,55.0,D,2
318,2010,20009,DET,18.0,20.0,L,2
319,2010,20009,DET,18.0,40.0,L,1
320,2010,20009,DET,18.0,96.0,L,2
321,2010,20009,DET,18.0,11.0,R,1
322,2010,20009,DET,18.0,17.0,R,2
323,2010,20009,DET,18.0,44.0,R,2
324,2010,20010,BUF,18.0,8.0,C,2
325,2010,20010,BUF,18.0,9.0,C,1
326,2010,20010,BUF,18.0,19.0,C,2
327,2010,20010,BUF,18.0,20.0,C,2
328,2010,20010,BUF,18.0,28.0,C,2
329,2010,20010,BUF,18.0,55.0,C,2
330,2010,20010,BUF,18.0,63.0,C,2
331,2010,20010,BUF,18.0,3.0,D,2
332,2010,20010,BUF,18.0,4.0,D,2
333,2010,20010,BUF,18.0,27.0,D,2
334,2010,20010,BUF,18.0,44.0,D,2
335,2010,20010,BUF,18.0,52.0,D,2
336,2010,20010,BUF,18.0,57.0,D,1
337,2010,20010,BUF,18.0,26.0,L,1
338,2010,20010,BUF,18.0,21.0,R,1
339,2010,20010,BUF,18.0,25.0,R,2
340,2010,20010,BUF,18.0,29.0,R,1
341,2010,20010,BUF,18.0,36.0,R,2
342,2010,20010,OTT,18.0,12.0,C,2
343,2010,20010,OTT,18.0,13.0,C,2
344,2010,20010,OTT,18.0,15.0,C,2
345,2010,20010,OTT,18.0,18.0,C,2
346,2010,20010,OTT,18.0,22.0,C,2
347,2010,20010,OTT,18.0,4.0,D,2
348,2010,20010,OTT,18.0,5.0,D,2
349,2010,20010,OTT,18.0,14.0,D,2
350,2010,20010,OTT,18.0,39.0,D,2
351,2010,20010,OTT,18.0,55.0,D,1
352,2010,20010,OTT,18.0,65.0,D,1
353,2010,20010,OTT,18.0,9.0,L,2
354,2010,20010,OTT,18.0,71.0,L,2
355,2010,20010,OTT,18.0,73.0,L,2
356,2010,20010,OTT,18.0,11.0,R,1
357,2010,20010,OTT,18.0,25.0,R,2
358,2010,20010,OTT,18.0,26.0,R,2
359,2010,20010,OTT,18.0,27.0,R,2
360,2010,20011,ATL,18.0,8.0,C,2
361,2010,20011,ATL,18.0,47.0,C,2
362,2010,20011,ATL,18.0,80.0,C,2
363,2010,20011,ATL,18.0,3.0,D,2
364,2010,20011,ATL,18.0,4.0,D,2
365,2010,20011,ATL,18.0,6.0,D,2
366,2010,20011,ATL,18.0,29.0,D,2
367,2010,20011,ATL,18.0,39.0,D,1
368,2010,20011,ATL,18.0,9.0,L,2
369,2010,20011,ATL,18.0,15.0,L,2
370,2010,20011,ATL,18.0,16.0,L,1
371,2010,20011,ATL,18.0,19.0,L,2
372,2010,20011,ATL,18.0,21.0,L,2
373,2010,20011,ATL,18.0,10.0,R,2
374,2010,20011,ATL,18.0,18.0,R,2
375,2010,20011,ATL,18.0,22.0,R,2
376,2010,20011,ATL,18.0,27.0,R,2
377,2010,20011,ATL,18.0,33.0,R,1
378,2010,20011,WSH,18.0,19.0,C,1
379,2010,20011,WSH,18.0,26.0,C,2
380,2010,20011,WSH,18.0,39.0,C,2
381,2010,20011,WSH,18.0,90.0,C,2
382,2010,20011,WSH,18.0,3.0,D,2
383,2010,20011,WSH,18.0,4.0,D,2
384,2010,20011,WSH,18.0,27.0,D,2
385,2010,20011,WSH,18.0,52.0,D,1
386,2010,20011,WSH,18.0,55.0,D,2
387,2010,20011,WSH,18.0,74.0,D,1
388,2010,20011,WSH,18.0,8.0,L,1
389,2010,20011,WSH,18.0,14.0,L,2
390,2010,20011,WSH,18.0,21.0,L,1
391,2010,20011,WSH,18.0,25.0,L,2
392,2010,20011,WSH,18.0,10.0,R,2
393,2010,20011,WSH,18.0,16.0,R,2
394,2010,20011,WSH,18.0,22.0,R,2
395,2010,20011,WSH,18.0,28.0,R,1
396,2010,20012,BOS,18.0,11.0,C,2
397,2010,20012,BOS,18.0,19.0,C,2
398,2010,20012,BOS,18.0,37.0,C,1
399,2010,20012,BOS,18.0,46.0,C,1
400,2010,20012,BOS,18.0,63.0,C,2
401,2010,20012,BOS,18.0,21.0,D,2
402,2010,20012,BOS,18.0,33.0,D,1
403,2010,20012,BOS,18.0,44.0,D,2
404,2010,20012,BOS,18.0,45.0,D,2
405,2010,20012,BOS,18.0,48.0,D,2
406,2010,20012,BOS,18.0,55.0,D,2
407,2010,20012,BOS,18.0,17.0,L,1
408,2010,20012,BOS,18.0,20.0,L,2
409,2010,20012,BOS,18.0,22.0,L,2
410,2010,20012,BOS,18.0,18.0,R,1
411,2010,20012,BOS,18.0,26.0,R,2
412,2010,20012,BOS,18.0,28.0,R,2
413,2010,20012,BOS,18.0,73.0,R,2
414,2010,20012,PHX,18.0,11.0,C,2
415,2010,20012,PHX,18.0,20.0,C,2
416,2010,20012,PHX,18.0,3.0,D,1
417,2010,20012,PHX,18.0,6.0,D,2
418,2010,20012,PHX,18.0,18.0,D,2
419,2010,20012,PHX,18.0,23.0,D,2
420,2010,20012,PHX,18.0,33.0,D,2
421,2010,20012,PHX,18.0,55.0,D,2
422,2010,20012,PHX,18.0,13.0,L,1
423,2010,20012,PHX,18.0,14.0,L,2
424,2010,20012,PHX,18.0,28.0,L,2
425,2010,20012,PHX,18.0,38.0,L,2
426,2010,20012,PHX,18.0,86.0,L,2
427,2010,20012,PHX,18.0,8.0,R,2
428,2010,20012,PHX,18.0,16.0,R,2
429,2010,20012,PHX,18.0,17.0,R,1
430,2010,20012,PHX,18.0,19.0,R,1
431,2010,20012,PHX,18.0,22.0,R,2
432,2010,20013,BUF,18.0,9.0,C,1
433,2010,20013,BUF,18.0,19.0,C,2
434,2010,20013,BUF,18.0,20.0,C,2
435,2010,20013,BUF,18.0,28.0,C,2
436,2010,20013,BUF,18.0,42.0,C,2
437,2010,20013,BUF,18.0,55.0,C,2
438,2010,20013,BUF,18.0,63.0,C,2
439,2010,20013,BUF,18.0,3.0,D,2
440,2010,20013,BUF,18.0,4.0,D,2
441,2010,20013,BUF,18.0,27.0,D,2
442,2010,20013,BUF,18.0,44.0,D,2
443,2010,20013,BUF,18.0,52.0,D,2
444,2010,20013,BUF,18.0,57.0,D,1
445,2010,20013,BUF,18.0,26.0,L,1
446,2010,20013,BUF,18.0,21.0,R,1
447,2010,20013,BUF,18.0,25.0,R,2
448,2010,20013,BUF,18.0,29.0,R,1
449,2010,20013,BUF,18.0,36.0,R,2
450,2010,20013,NYR,18.0,17.0,C,1
451,2010,20013,NYR,18.0,21.0,C,1
452,2010,20013,NYR,18.0,22.0,C,2
453,2010,20013,NYR,18.0,26.0,C,2
454,2010,20013,NYR,18.0,42.0,C,2
455,2010,20013,NYR,18.0,4.0,D,2
456,2010,20013,NYR,18.0,5.0,D,2
457,2010,20013,NYR,18.0,18.0,D,2
458,2010,20013,NYR,18.0,33.0,D,2
459,2010,20013,NYR,18.0,38.0,D,2
460,2010,20013,NYR,18.0,44.0,D,2
461,2010,20013,NYR,18.0,8.0,L,2
462,2010,20013,NYR,18.0,16.0,L,2
463,2010,20013,NYR,18.0,19.0,L,2
464,2010,20013,NYR,18.0,31.0,L,2
465,2010,20013,NYR,18.0,94.0,L,2
466,2010,20013,NYR,18.0,10.0,R,1
467,2010,20013,NYR,18.0,24.0,R,1
468,2010,20014,OTT,18.0,12.0,C,2
469,2010,20014,OTT,18.0,13.0,C,2
470,2010,20014,OTT,18.0,15.0,C,2
471,2010,20014,OTT,18.0,18.0,C,2
472,2010,20014,OTT,18.0,19.0,C,1
473,2010,20014,OTT,18.0,22.0,C,2
474,2010,20014,OTT,18.0,4.0,D,2
475,2010,20014,OTT,18.0,5.0,D,2
476,2010,20014,OTT,18.0,14.0,D,2
477,2010,20014,OTT,18.0,39.0,D,2
478,2010,20014,OTT,18.0,55.0,D,1
479,2010,20014,OTT,18.0,65.0,D,1
480,2010,20014,OTT,18.0,9.0,L,2
481,2010,20014,OTT,18.0,71.0,L,2
482,2010,20014,OTT,18.0,73.0,L,2
483,2010,20014,OTT,18.0,11.0,R,1
484,2010,20014,OTT,18.0,25.0,R,2
485,2010,20014,OTT,18.0,27.0,R,2
486,2010,20014,TOR,18.0,26.0,C,2
487,2010,20014,TOR,18.0,37.0,C,2
488,2010,20014,TOR,18.0,42.0,C,2
489,2010,20014,TOR,18.0,81.0,C,1
490,2010,20014,TOR,18.0,84.0,C,1
491,2010,20014,TOR,18.0,2.0,D,2
492,2010,20014,TOR,18.0,3.0,D,2
493,2010,20014,TOR,18.0,8.0,D,2
494,2010,20014,TOR,18.0,15.0,D,1
495,2010,20014,TOR,18.0,22.0,D,2
496,2010,20014,TOR,18.0,36.0,D,2
497,2010,20014,TOR,18.0,11.0,L,2
498,2010,20014,TOR,18.0,16.0,L,1
499,2010,20014,TOR,18.0,41.0,L,1
500,2010,20014,TOR,18.0,9.0,R,2
501,2010,20014,TOR,18.0,18.0,R,2
502,2010,20014,TOR,18.0,28.0,R,2
503,2010,20014,TOR,18.0,32.0,R,2
504,2010,20015,DAL,18.0,17.0,C,2
505,2010,20015,DAL,18.0,20.0,C,2
506,2010,20015,DAL,18.0,23.0,C,2
507,2010,20015,DAL,18.0,29.0,C,2
508,2010,20015,DAL,18.0,63.0,C,1
509,2010,20015,DAL,18.0,91.0,C,1
510,2010,20015,DAL,18.0,2.0,D,2
511,2010,20015,DAL,18.0,3.0,D,2
512,2010,20015,DAL,18.0,5.0,D,2
513,2010,20015,DAL,18.0,6.0,D,2
514,2010,20015,DAL,18.0,28.0,D,2
515,2010,20015,DAL,18.0,37.0,D,2
516,2010,20015,DAL,18.0,10.0,L,1
517,2010,20015,DAL,18.0,14.0,L,1
518,2010,20015,DAL,18.0,18.0,L,2
519,2010,20015,DAL,18.0,21.0,L,1
520,2010,20015,DAL,18.0,13.0,R,2
521,2010,20015,DAL,18.0,16.0,R,2
522,2010,20015,NYI,18.0,12.0,C,2
523,2010,20015,NYI,18.0,28.0,C,2
524,2010,20015,NYI,18.0,51.0,C,2
525,2010,20015,NYI,18.0,91.0,C,1
526,2010,20015,NYI,18.0,93.0,C,2
527,2010,20015,NYI,18.0,4.0,D,2
528,2010,20015,NYI,18.0,10.0,D,2
529,2010,20015,NYI,18.0,20.0,D,2
530,2010,20015,NYI,18.0,24.0,D,2
531,2010,20015,NYI,18.0,27.0,D,2
532,2010,20015,NYI,18.0,47.0,D,2
533,2010,20015,NYI,18.0,14.0,L,2
534,2010,20015,NYI,18.0,16.0,L,2
535,2010,20015,NYI,18.0,26.0,L,1
536,2010,20015,NYI,18.0,57.0,L,2
537,2010,20015,NYI,18.0,7.0,R,2
538,2010,20015,NYI,18.0,15.0,R,1
539,2010,20015,NYI,18.0,25.0,R,2
540,2010,20016,MTL,18.0,11.0,C,2
541,2010,20016,MTL,18.0,14.0,C,1
542,2010,20016,MTL,18.0,15.0,C,2
543,2010,20016,MTL,18.0,17.0,C,2
544,2010,20016,MTL,18.0,40.0,C,2
545,2010,20016,MTL,18.0,81.0,C,2
546,2010,20016,MTL,18.0,94.0,C,2
547,2010,20016,MTL,18.0,6.0,D,2
548,2010,20016,MTL,18.0,20.0,D,2
549,2010,20016,MTL,18.0,26.0,D,2
550,2010,20016,MTL,18.0,45.0,D,2
551,2010,20016,MTL,18.0,75.0,D,2
552,2010,20016,MTL,18.0,76.0,D,1
553,2010,20016,MTL,18.0,13.0,L,1
554,2010,20016,MTL,18.0,32.0,L,2
555,2010,20016,MTL,18.0,46.0,L,2
556,2010,20016,MTL,18.0,57.0,L,2
557,2010,20016,MTL,18.0,21.0,R,2
558,2010,20016,PIT,18.0,10.0,C,2
559,2010,20016,PIT,18.0,17.0,C,2
560,2010,20016,PIT,18.0,19.0,C,2
561,2010,20016,PIT,18.0,25.0,C,2
562,2010,20016,PIT,18.0,26.0,C,2
563,2010,20016,PIT,18.0,48.0,C,2
564,2010,20016,PIT,18.0,71.0,C,1
565,2010,20016,PIT,18.0,87.0,C,1
566,2010,20016,PIT,18.0,3.0,D,1
567,2010,20016,PIT,18.0,4.0,D,2
568,2010,20016,PIT,18.0,6.0,D,2
569,2010,20016,PIT,18.0,7.0,D,2
570,2010,20016,PIT,18.0,44.0,D,2
571,2010,20016,PIT,18.0,58.0,D,1
572,2010,20016,PIT,18.0,9.0,L,2
573,2010,20016,PIT,18.0,14.0,L,1
574,2010,20016,PIT,18.0,24.0,L,2
575,2010,20016,PIT,18.0,27.0,R,2
576,2010,20017,NJ,18.0,8.0,C,2
577,2010,20017,NJ,18.0,10.0,C,2
578,2010,20017,NJ,18.0,19.0,C,1
