,Season,GameNumber,EventNumber,Period,AdvantageType,EventTimeFromZero,EventTimeFromTwenty,EventType,EventDetail,TeamCode,VPlayer,VPosition,HPlayer,HPosition,PlayerNumber,PlayerName,ShotType,Zone,Length,ShotResult,ShotTeamCode,ShotPlayerNumber,ShotPlayerName,WinTeamCode,VTeamCode,HTeamCode,HitterTeamCode,HitterPlayerNumber,HitterPlayerName,HitteeTeamCode,HitteePlayerNumber,HitteePlayerName,PenaltyTeamCode,PenaltyPlayerNumber,PenaltyPlayerName,PenaltyType,DrawnByTeamCode,DrawnByPlayerNumber,DrawnByPlayerName,GameDate,GoalNumber,GoalTime,Assist1Player,Assist2Player,TBGoalandEvent,Counts,block,faceoff,giveaway,goal,hit,miss,penalty,shot,takeaway,eventvalue,heventvalue,veventvalue,vp,hp,vgp,hgp,gp,plyr
591,2010,20001,232.0,3,EV,148,1052.0,GOAL,"MTL #15 HALPERN(1), Snap, Off. Zone, 11 ft.Assists: #40 LAPIERRE(1); #57 POULIOT(1)",MTL,40.0,RW,81.0,RW,15.0,HALPERN,Snap,O,11.0,,,,,,MTL,TOR,,,,,,,,,,,,,,,5.0,148.0,40 M.LAPIERRE(1),57 B.POULIOT(1),0.0,162,0,0,0,1,0,0,0,0,0,0.25925925925925924,-0.25925925925925924,0.25925925925925924,0.8518518518518519,-0.25925925925925924,1,1,1,-0.25925925925925924
1021,2010,20001,232.0,3,EV,148,1052.0,GOAL,"MTL #15 HALPERN(1), Snap, Off. Zone, 11 ft.Assists: #40 LAPIERRE(1); #57 POULIOT(1)",MTL,57.0,LW,32.0,LW,15.0,HALPERN,Snap,O,11.0,,,,,,MTL,TOR,,,,,,,,,,,,,,,5.0,148.0,40 M.LAPIERRE(1),57 B.POULIOT(1),0.0,162,0,0,0,1,0,0,0,0,0,0.25925925925925924,-0.25925925925925924,0.25925925925925924,0.6296296296296295,-0.8148148148148149,1,1,1,-0.8148148148148149
1451,2010,20001,232.0,3,EV,148,1052.0,GOAL,"MTL #15 HALPERN(1), Snap, Off. Zone, 11 ft.Assists: #40 LAPIERRE(1); #57 POULIOT(1)",MTL,26.0,RD,8.0,RD,15.0,HALPERN,Snap,O,11.0,,,,,,MTL,TOR,,,,,,,,,,,,,,,5.0,148.0,40 M.LAPIERRE(1),57 B.POULIOT(1),0.0,162,0,0,0,1,0,0,0,0,0,0.25925925925925924,-0.25925925925925924,0.25925925925925924,0.2962962962962963,-0.7407407407407407,1,1,1,-0.7407407407407407
1881,2010,20001,232.0,3,EV,148,1052.0,GOAL,"MTL #15 HALPERN(1), Snap, Off. Zone, 11 ft.Assists: #40 LAPIERRE(1); #57 POULIOT(1)",MTL,75.0,LD,22.0,LD,15.0,HALPERN,Snap,O,11.0,,,,,,MTL,TOR,,,,,,,,,,,,,,,5.0,148.0,40 M.LAPIERRE(1),57 B.POULIOT(1),0.0,162,0,0,0,1,0,0,0,0,0,0.25925925925925924,-0.25925925925925924,0.25925925925925924,0.2962962962962963,-0.4444444444444444,1,1,1,-0.4444444444444444
2309,2010,20001,232.0,3,EV,148,1052.0,GOAL,"MTL #15 HALPERN(1), Snap, Off. Zone, 11 ft.Assists: #40 LAPIERRE(1); #57 POULIOT(1)",MTL,31.0,G,35.0,G,15.0,HALPERN,Snap,O,11.0,,,,,,MTL,TOR,,,,,,,,,,,,,,,5.0,148.0,40 M.LAPIERRE(1),57 B.POULIOT(1),0.0,162,0,0,0,1,0,0,0,0,0,0.25925925925925924,-0.25925925925925924,0.25925925925925924,0.2962962962962963,-0.2962962962962963,1,1,1,-0.2962962962962963
294,2010,20002,105.0,1,EV,1020,180.0,BLOCK,"PIT #10 LETESTU BLOCKED BY  PHI #3 BARTULIS, Wrist, Def. Zone",PHI,17.0,C,10.0,C,3.0,BARTULIS,Wrist,D,,,PIT,10.0,LETESTU,,PHI,PIT,,,,,,,,,,,,,,,2.0,1035.0,,,15.0,162,1,0,0,0,0,0,0,0,0,0.07407407407407407,-0.07407407407407407,0.07407407407407407,-0.5925925925925926,0.5925925925925926,1,1,1,0.5925925925925926
724,2010,20002,105.0,1,EV,1020,180.0,BLOCK,"PIT #10 LETESTU BLOCKED BY  PHI #3 BARTULIS, Wrist, Def. Zone",PHI,18.0,RW,26.0,RW,3.0,BARTULIS,Wrist,D,,,PIT,10.0,LETESTU,,PHI,PIT,,,,,,,,,,,,,,,2.0,1035.0,,,15.0,162,1,0,0,0,0,0,0,0,0,0.07407407407407407,-0.07407407407407407,0.07407407407407407,-0.5925925925925926,0.18518518518518517,1,1,1,0.18518518518518517
1154,2010,20002,105.0,1,EV,1020,180.0,BLOCK,"PIT #10 LETESTU BLOCKED BY  PHI #3 BARTULIS, Wrist, Def. Zone",PHI,28.0,LW,9.0,LW,3.0,BARTULIS,Wrist,D,,,PIT,10.0,LETESTU,,PHI,PIT,,,,,,,,,,,,,,,2.0,1035.0,,,15.0,162,1,0,0,0,0,0,0,0,0,0.07407407407407407,-0.07407407407407407,0.07407407407407407,-0.18518518518518517,0.18518518518518517,1,1,1,0.18518518518518517
1584,2010,20002,105.0,1,EV,1020,180.0,BLOCK,"PIT #10 LETESTU BLOCKED BY  PHI #3 BARTULIS, Wrist, Def. Zone",PHI,3.0,RD,4.0,RD,3.0,BARTULIS,Wrist,D,,,PIT,10.0,LETESTU,,PHI,PIT,,,,,,,,,,,,,,,2.0,1035.0,,,15.0,162,1,0,0,0,0,0,0,0,0,0.07407407407407407,-0.07407407407407407,0.07407407407407407,-0.18518518518518517,-0.2962962962962963,1,1,1,-0.2962962962962963
2014,2010,20002,105.0,1,EV,1020,180.0,BLOCK,"PIT #10 LETESTU BLOCKED BY  PHI #3 BARTULIS, Wrist, Def. Zone",PHI,6.0,LD,44.0,LD,3.0,BARTULIS,Wrist,D,,,PIT,10.0,LETESTU,,PHI,PIT,,,,,,,,,,,,,,,2.0,1035.0,,,15.0,162,1,0,0,0,0,0,0,0,0,0.07407407407407407,-0.07407407407407407,0.07407407407407407,-0.18518518518518517,0.18518518518518517,1,1,1,0.18518518518518517
2442,2010,20002,105.0,1,EV,1020,180.0,BLOCK,"PIT #10 LETESTU BLOCKED BY  PHI #3 BARTULIS, Wrist, Def. Zone",PHI,35.0,G,29.0,G,3.0,BARTULIS,Wrist,D,,,PIT,10.0,LETESTU,,PHI,PIT,,,,,,,,,,,,,,,2.0,1035.0,,,15.0,162,1,0,0,0,0,0,0,0,0,0.07407407407407407,-0.07407407407407407,0.07407407407407407,-0.1111111111111111,0.1111111111111111,1,1,1,0.1111111111111111
295,2010,20002,106.0,1,EV,1021,179.0,SHOT,"PIT ONGOAL - #10 LETESTU, Backhand, Off. Zone, 22 ft.",PIT,17.0,C,10.0,C,10.0,LETESTU,Backhand,O,22.0,,,,,,PHI,PIT,,,,,,,,,,,,,,,2.0,1035.0,,,14.0,162,0,0,0,0,0,0,0,1,0,0.2222222222222222,0.2222222222222222,-0.2222222222222222,-0.5925925925925926,0.5925925925925926,1,1,1,0.5925925925925926
725,2010,20002,106.0,1,EV,1021,179.0,SHOT,"PIT ONGOAL - #10 LETESTU, Backhand, Off. Zone, 22 ft.",PIT,18.0,RW,26.0,RW,10.0,LETESTU,Backhand,O,22.0,,,,,,PHI,PIT,,,,,,,,,,,,,,,2.0,1035.0,,,14.0,162,0,0,0,0,0,0,0,1,0,0.2222222222222222,0.2222222222222222,-0.2222222222222222,-0.5925925925925926,0.18518518518518517,1,1,1,0.18518518518518517
1155,2010,20002,106.0,1,EV,1021,179.0,SHOT,"PIT ONGOAL - #10 LETESTU, Backhand, Off. Zone, 22 ft.",PIT,28.0,LW,9.0,LW,10.0,LETESTU,Backhand,O,22.0,,,,,,PHI,PIT,,,,,,,,,,,,,,,2.0,1035.0,,,14.0,162,0,0,0,0,0,0,0,1,0,0.2222222222222222,0.2222222222222222,-0.2222222222222222,-0.18518518518518517,0.18518518518518517,1,1,1,0.18518518518518517
1585,2010,20002,106.0,1,EV,1021,179.0,SHOT,"PIT ONGOAL - #10 LETESTU, Backhand, Off. Zone, 22 ft.",PIT,3.0,RD,4.0,RD,10.0,LETESTU,Backhand,O,22.0,,,,,,PHI,PIT,,,,,,,,,,,,,,,2.0,1035.0,,,14.0,162,0,0,0,0,0,0,0,1,0,0.2222222222222222,0.2222222222222222,-0.2222222222222222,-0.18518518518518517,-0.2962962962962963,1,1,1,-0.2962962962962963
2015,2010,20002,106.0,1,EV,1021,179.0,SHOT,"PIT ONGOAL - #10 LETESTU, Backhand, Off. Zone, 22 ft.",PIT,6.0,LD,44.0,LD,10.0,LETESTU,Backhand,O,22.0,,,,,,PHI,PIT,,,,,,,,,,,,,,,2.0,1035.0,,,14.0,162,0,0,0,0,0,0,0,1,0,0.2222222222222222,0.2222222222222222,-0.2222222222222222,-0.18518518518518517,0.18518518518518517,1,1,1,0.18518518518518517
2443,2010,20002,106.0,1,EV,1021,179.0,SHOT,"PIT ONGOAL - #10 LETESTU, Backhand, Off. Zone, 22 ft.",PIT,35.0,G,29.0,G,10.0,LETESTU,Backhand,O,22.0,,,,,,PHI,PIT,,,,,,,,,,,,,,,2.0,1035.0,,,14.0,162,0,0,0,0,0,0,0,1,0,0.2222222222222222,0.2222222222222222,-0.2222222222222222,-0.1111111111111111,0.1111111111111111,1,1,1,0.1111111111111111
296,2010,20002,107.0,1,EV,1028,172.0,PENL,"PHI #6 O'DONNELL&nbsp;Tripping(2 min), Def. Zone Drawn By: PIT #10 LETESTU",PHI,17.0,C,10.0,C,,,,D,,,,,,,PHI,PIT,,,,,,,PHI,6.0,ODONNELL,Tripping,PIT,10.0,LETESTU,,2.0,1035.0,,,7.0,162,0,0,0,0,0,0,1,0,0,-0.037037037037037035,0.037037037037037035,-0.037037037037037035,-0.5925925925925926,0.5925925925925926,1,1,1,0.5925925925925926
726,2010,20002,107.0,1,EV,1028,172.0,PENL,"PHI #6 O'DONNELL&nbsp;Tripping(2 min), Def. Zone Drawn By: PIT #10 LETESTU",PHI,18.0,RW,26.0,RW,,,,D,,,,,,,PHI,PIT,,,,,,,PHI,6.0,ODONNELL,Tripping,PIT,10.0,LETESTU,,2.0,1035.0,,,7.0,162,0,0,0,0,0,0,1,0,0,-0.037037037037037035,0.037037037037037035,-0.037037037037037035,-0.5925925925925926,0.18518518518518517,1,1,1,0.18518518518518517
1156,2010,20002,107.0,1,EV,1028,172.0,PENL,"PHI #6 O'DONNELL&nbsp;Tripping(2 min), Def. Zone Drawn By: PIT #10 LETESTU",PHI,28.0,LW,9.0,LW,,,,D,,,,,,,PHI,PIT,,,,,,,PHI,6.0,ODONNELL,Tripping,PIT,10.0,LETESTU,,2.0,1035.0,,,7.0,162,0,0,0,0,0,0,1,0,0,-0.037037037037037035,0.037037037037037035,-0.037037037037037035,-0.18518518518518517,0.18518518518518517,1,1,1,0.18518518518518517
1586,2010,20002,107.0,1,EV,1028,172.0,PENL,"PHI #6 O'DONNELL&nbsp;Tripping(2 min), Def. Zone Drawn By: PIT #10 LETESTU",PHI,3.0,RD,4.0,RD,,,,D,,,,,,,PHI,PIT,,,,,,,PHI,6.0,ODONNELL,Tripping,PIT,10.0,LETESTU,,2.0,1035.0,,,7.0,162,0,0,0,0,0,0,1,0,0,-0.037037037037037035,0.037037037037037035,-0.037037037037037035,-0.18518518518518517,-0.2962962962962963,1,1,1,-0.2962962962962963
2016,2010,20002,107.0,1,EV,1028,172.0,PENL,"PHI #6 O'DONNELL&nbsp;Tripping(2 min), Def. Zone Drawn By: PIT #10 LETESTU",PHI,6.0,LD,44.0,LD,,,,D,,,,,,,PHI,PIT,,,,,,,PHI,6.0,ODONNELL,Tripping,PIT,10.0,LETESTU,,2.0,1035.0,,,7.0,162,0,0,0,0,0,0,1,0,0,-0.037037037037037035,0.037037037037037035,-0.037037037037037035,-0.18518518518518517,0.18518518518518517,1,1,1,0.18518518518518517
2444,2010,20002,107.0,1,EV,1028,172.0,PENL,"PHI #6 O'DONNELL&nbsp;Tripping(2 min), Def. Zone Drawn By: PIT #10 LETESTU",PHI,35.0,G,29.0,G,,,,D,,,,,,,PHI,PIT,,,,,,,PHI,6.0,ODONNELL,Tripping,PIT,10.0,LETESTU,,2.0,1035.0,,,7.0,162,0,0,0,0,0,0,1,0,0,-0.037037037037037035,0.037037037037037035,-0.037037037037037035,-0.1111111111111111,0.1111111111111111,1,1,1,0.1111111111111111
348,2010,20002,206.0,2,EV,1034,166.0,SHOT,"PHI ONGOAL - #21 VAN RIEMSDYK, Slap, Off. Zone, 40 ft.",PHI,11.0,C,71.0,C,21.0,VANRIEMSDYK,Slap,O,40.0,,,,,,PHI,PIT,,,,,,,,,,,,,,,2.0,1035.0,,,1.0,162,0,0,0,0,0,0,0,1,0,0.2222222222222222,-0.2222222222222222,0.2222222222222222,0.48148148148148145,-0.48148148148148145,1,1,1,-0.48148148148148145
778,2010,20002,206.0,2,EV,1034,166.0,SHOT,"PHI ONGOAL - #21 VAN RIEMSDYK, Slap, Off. Zone, 40 ft.",PHI,36.0,RW,87.0,RW,21.0,VANRIEMSDYK,Slap,O,40.0,,,,,,PHI,PIT,,,,,,,,,,,,,,,2.0,1035.0,,,1.0,162,0,0,0,0,0,0,0,1,0,0.2222222222222222,-0.2222222222222222,0.2222222222222222,0.48148148148148145,-0.48148148148148145,1,1,1,-0.48148148148148145
1208,2010,20002,206.0,2,EV,1034,166.0,SHOT,"PHI ONGOAL - #21 VAN RIEMSDYK, Slap, Off. Zone, 40 ft.",PHI,21.0,LW,27.0,LW,21.0,VANRIEMSDYK,Slap,O,40.0,,,,,,PHI,PIT,,,,,,,,,,,,,,,2.0,1035.0,,,1.0,162,0,0,0,0,0,0,0,1,0,0.2222222222222222,-0.2222222222222222,0.2222222222222222,0.48148148148148145,-0.48148148148148145,1,1,1,-0.48148148148148145
1638,2010,20002,206.0,2,EV,1034,166.0,SHOT,"PHI ONGOAL - #21 VAN RIEMSDYK, Slap, Off. Zone, 40 ft.",PHI,5.0,RD,4.0,RD,21.0,VANRIEMSDYK,Slap,O,40.0,,,,,,PHI,PIT,,,,,,,,,,,,,,,2.0,1035.0,,,1.0,162,0,0,0,0,0,0,0,1,0,0.2222222222222222,-0.2222222222222222,0.2222222222222222,0.07407407407407407,-0.2962962962962963,1,1,1,-0.2962962962962963
2068,2010,20002,206.0,2,EV,1034,166.0,SHOT,"PHI ONGOAL - #21 VAN RIEMSDYK, Slap, Off. Zone, 40 ft.",PHI,44.0,LD,7.0,LD,21.0,VANRIEMSDYK,Slap,O,40.0,,,,,,PHI,PIT,,,,,,,,,,,,,,,2.0,1035.0,,,1.0,162,0,0,0,0,0,0,0,1,0,0.2222222222222222,-0.2222222222222222,0.2222222222222222,0.07407407407407407,-0.07407407407407407,1,1,1,-0.07407407407407407
2496,2010,20002,206.0,2,EV,1034,166.0,SHOT,"PHI ONGOAL - #21 VAN RIEMSDYK, Slap, Off. Zone, 40 ft.",PHI,35.0,G,29.0,G,21.0,VANRIEMSDYK,Slap,O,40.0,,,,,,PHI,PIT,,,,,,,,,,,,,,,2.0,1035.0,,,1.0,162,0,0,0,0,0,0,0,1,0,0.2222222222222222,-0.2222222222222222,0.2222222222222222,-0.1111111111111111,0.1111111111111111,1,1,1,0.1111111111111111
349,2010,20002,207.0,2,EV,1035,165.0,GOAL,"PHI #11 BETTS(1), Wrist, Off. Zone, 7 ft.Assists: #36 POWE(1); #21 VAN RIEMSDYK(1)",PHI,11.0,C,71.0,C,11.0,BETTS,Wrist,O,7.0,,,,,,PHI,PIT,,,,,,,,,,,,,,,2.0,1035.0,36 D.POWE(1),21 J.VAN RIEMSDYK(1),0.0,162,0,0,0,1,0,0,0,0,0,0.25925925925925924,-0.25925925925925924,0.25925925925925924,0.48148148148148145,-0.48148148148148145,1,1,1,-0.48148148148148145
779,2010,20002,207.0,2,EV,1035,165.0,GOAL,"PHI #11 BETTS(1), Wrist, Off. Zone, 7 ft.Assists: #36 POWE(1); #21 VAN RIEMSDYK(1)",PHI,36.0,RW,87.0,RW,11.0,BETTS,Wrist,O,7.0,,,,,,PHI,PIT,,,,,,,,,,,,,,,2.0,1035.0,36 D.POWE(1),21 J.VAN RIEMSDYK(1),0.0,162,0,0,0,1,0,0,0,0,0,0.25925925925925924,-0.25925925925925924,0.25925925925925924,0.48148148148148145,-0.48148148148148145,1,1,1,-0.48148148148148145
1209,2010,20002,207.0,2,EV,1035,165.0,GOAL,"PHI #11 BETTS(1), Wrist, Off. Zone, 7 ft.Assists: #36 POWE(1); #21 VAN RIEMSDYK(1)",PHI,21.0,LW,27.0,LW,11.0,BETTS,Wrist,O,7.0,,,,,,PHI,PIT,,,,,,,,,,,,,,,2.0,1035.0,36 D.POWE(1),21 J.VAN RIEMSDYK(1),0.0,162,0,0,0,1,0,0,0,0,0,0.25925925925925924,-0.25925925925925924,0.25925925925925924,0.48148148148148145,-0.48148148148148145,1,1,1,-0.48148148148148145
1639,2010,20002,207.0,2,EV,1035,165.0,GOAL,"PHI #11 BETTS(1), Wrist, Off. Zone, 7 ft.Assists: #36 POWE(1); #21 VAN RIEMSDYK(1)",PHI,5.0,RD,4.0,RD,11.0,BETTS,Wrist,O,7.0,,,,,,PHI,PIT,,,,,,,,,,,,,,,2.0,1035.0,36 D.POWE(1),21 J.VAN RIEMSDYK(1),0.0,162,0,0,0,1,0,0,0,0,0,0.25925925925925924,-0.25925925925925924,0.25925925925925924,0.07407407407407407,-0.2962962962962963,1,1,1,-0.2962962962962963
2069,2010,20002,207.0,2,EV,1035,165.0,GOAL,"PHI #11 BETTS(1), Wrist, Off. Zone, 7 ft.Assists: #36 POWE(1); #21 VAN RIEMSDYK(1)",PHI,44.0,LD,7.0,LD,11.0,BETTS,Wrist,O,7.0,,,,,,PHI,PIT,,,,,,,,,,,,,,,2.0,1035.0,36 D.POWE(1),21 J.VAN RIEMSDYK(1),0.0,162,0,0,0,1,0,0,0,0,0,0.25925925925925924,-0.25925925925925924,0.25925925925925924,0.07407407407407407,-0.07407407407407407,1,1,1,-0.07407407407407407
2497,2010,20002,207.0,2,EV,1035,165.0,GOAL,"PHI #11 BETTS(1), Wrist, Off. Zone, 7 ft.Assists: #36 POWE(1); #21 VAN RIEMSDYK(1)",PHI,35.0,G,29.0,G,11.0,BETTS,Wrist,O,7.0,,,,,,PHI,PIT,,,,,,,,,,,,,,,2.0,1035.0,36 D.POWE(1),21 J.VAN RIEMSDYK(1),0.0,162,0,0,0,1,0,0,0,0,0,0.25925925925925924,-0.25925925925925924,0.25925925925925924,-0.1111111111111111,0.1111111111111111,1,1,1,0.1111111111111111
364,2010,20002,227.0,3,EV,36,1164.0,FAC,PIT won Off. Zone - PHI #18 RICHARDS vs PIT #10 LETESTU,PIT,17.0,C,10.0,C,,,,O,,,,,,PIT,PHI,PIT,,,,,,,,,,,,,,2010-10-07,3.0,44.0,,,8.0,162,0,1,0,0,0,0,0,0,0,0.14814814814814814,0.14814814814814814,-0.14814814814814814,-0.5925925925925926,0.5925925925925926,1,1,1,0.5925925925925926
794,2010,20002,227.0,3,EV,36,1164.0,FAC,PIT won Off. Zone - PHI #18 RICHARDS vs PIT #10 LETESTU,PIT,18.0,RW,48.0,RW,,,,O,,,,,,PIT,PHI,PIT,,,,,,,,,,,,,,2010-10-07,3.0,44.0,,,8.0,162,0,1,0,0,0,0,0,0,0,0.14814814814814814,0.14814814814814814,-0.14814814814814814,-0.5925925925925926,0.4074074074074074,1,1,1,0.4074074074074074
1224,2010,20002,227.0,3,EV,36,1164.0,FAC,PIT won Off. Zone - PHI #18 RICHARDS vs PIT #10 LETESTU,PIT,13.0,LW,24.0,LW,,,,O,,,,,,PIT,PHI,PIT,,,,,,,,,,,,,,2010-10-07,3.0,44.0,,,8.0,162,0,1,0,0,0,0,0,0,0,0.14814814814814814,0.14814814814814814,-0.14814814814814814,-0.4074074074074074,0.4074074074074074,1,1,1,0.4074074074074074
1654,2010,20002,227.0,3,EV,36,1164.0,FAC,PIT won Off. Zone - PHI #18 RICHARDS vs PIT #10 LETESTU,PIT,5.0,RD,7.0,RD,,,,O,,,,,,PIT,PHI,PIT,,,,,,,,,,,,,,2010-10-07,3.0,44.0,,,8.0,162,0,1,0,0,0,0,0,0,0,0.14814814814814814,0.14814814814814814,-0.14814814814814814,0.07407407407407407,-0.07407407407407407,1,1,1,-0.07407407407407407
2084,2010,20002,227.0,3,EV,36,1164.0,FAC,PIT won Off. Zone - PHI #18 RICHARDS vs PIT #10 LETESTU,PIT,44.0,LD,58.0,LD,,,,O,,,,,,PIT,PHI,PIT,,,,,,,,,,,,,,2010-10-07,3.0,44.0,,,8.0,162,0,1,0,0,0,0,0,0,0,0.14814814814814814,0.14814814814814814,-0.14814814814814814,0.07407407407407407,0.4074074074074074,1,1,1,0.4074074074074074
2512,2010,20002,227.0,3,EV,36,1164.0,FAC,PIT won Off. Zone - PHI #18 RICHARDS vs PIT #10 LETESTU,PIT,35.0,G,29.0,G,,,,O,,,,,,PIT,PHI,PIT,,,,,,,,,,,,,,2010-10-07,3.0,44.0,,,8.0,162,0,1,0,0,0,0,0,0,0,0.14814814814814814,0.14814814814814814,-0.14814814814814814,-0.1111111111111111,0.1111111111111111,1,1,1,0.1111111111111111
365,2010,20002,228.0,3,EV,44,1156.0,GOAL,"PIT #48 KENNEDY(1), Snap, Off. Zone, 21 ft.Assists: #7 MARTIN(1); #58 LETANG(1)",PIT,17.0,C,10.0,C,48.0,KENNEDY,Snap,O,21.0,,,,,,PHI,PIT,,,,,,,,,,,,,,,3.0,44.0,7 P.MARTIN(1),58 K.LETANG(1),0.0,162,0,0,0,1,0,0,0,0,0,0.25925925925925924,0.25925925925925924,-0.25925925925925924,-0.5925925925925926,0.5925925925925926,1,1,1,0.5925925925925926
795,2010,20002,228.0,3,EV,44,1156.0,GOAL,"PIT #48 KENNEDY(1), Snap, Off. Zone, 21 ft.Assists: #7 MARTIN(1); #58 LETANG(1)",PIT,18.0,RW,48.0,RW,48.0,KENNEDY,Snap,O,21.0,,,,,,PHI,PIT,,,,,,,,,,,,,,,3.0,44.0,7 P.MARTIN(1),58 K.LETANG(1),0.0,162,0,0,0,1,0,0,0,0,0,0.25925925925925924,0.25925925925925924,-0.25925925925925924,-0.5925925925925926,0.4074074074074074,1,1,1,0.4074074074074074
1225,2010,20002,228.0,3,EV,44,1156.0,GOAL,"PIT #48 KENNEDY(1), Snap, Off. Zone, 21 ft.Assists: #7 MARTIN(1); #58 LETANG(1)",PIT,13.0,LW,24.0,LW,48.0,KENNEDY,Snap,O,21.0,,,,,,PHI,PIT,,,,,,,,,,,,,,,3.0,44.0,7 P.MARTIN(1),58 K.LETANG(1),0.0,162,0,0,0,1,0,0,0,0,0,0.25925925925925924,0.25925925925925924,-0.25925925925925924,-0.4074074074074074,0.4074074074074074,1,1,1,0.4074074074074074
1655,2010,20002,228.0,3,EV,44,1156.0,GOAL,"PIT #48 KENNEDY(1), Snap, Off. Zone, 21 ft.Assists: #7 MARTIN(1); #58 LETANG(1)",PIT,5.0,RD,7.0,RD,48.0,KENNEDY,Snap,O,21.0,,,,,,PHI,PIT,,,,,,,,,,,,,,,3.0,44.0,7 P.MARTIN(1),58 K.LETANG(1),0.0,162,0,0,0,1,0,0,0,0,0,0.25925925925925924,0.25925925925925924,-0.25925925925925924,0.07407407407407407,-0.07407407407407407,1,1,1,-0.07407407407407407
2085,2010,20002,228.0,3,EV,44,1156.0,GOAL,"PIT #48 KENNEDY(1), Snap, Off. Zone, 21 ft.Assists: #7 MARTIN(1); #58 LETANG(1)",PIT,44.0,LD,58.0,LD,48.0,KENNEDY,Snap,O,21.0,,,,,,PHI,PIT,,,,,,,,,,,,,,,3.0,44.0,7 P.MARTIN(1),58 K.LETANG(1),0.0,162,0,0,0,1,0,0,0,0,0,0.25925925925925924,0.25925925925925924,-0.25925925925925924,0.07407407407407407,0.4074074074074074,1,1,1,0.4074074074074074
2513,2010,20002,228.0,3,EV,44,1156.0,GOAL,"PIT #48 KENNEDY(1), Snap, Off. Zone, 21 ft.Assists: #7 MARTIN(1); #58 LETANG(1)",PIT,35.0,G,29.0,G,48.0,KENNEDY,Snap,O,21.0,,,,,,PHI,PIT,,,,,,,,,,,,,,,3.0,44.0,7 P.MARTIN(1),58 K.LETANG(1),0.0,162,0,0,0,1,0,0,0,0,0,0.25925925925925924,0.25925925925925924,-0.25925925925925924,-0.1111111111111111,0.1111111111111111,1,1,1,0.1111111111111111
